cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,blank_col_14,format,stat_type,source,source_url
677081,677081,KMA Paul,WI,KMA Paul (WI),2018-2023,30,22,7,320,46*,21.33,330,96.96,0,0,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
9254,9254,DR Brown,ENG/SCOT,DR Brown (ENG/SCOT),1997-2007,25,24,6,319,50*,17.72,481,66.32,0,1,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
55737,55737,HP Rinke,ZIM,HP Rinke (ZIM),2006-2006,18,18,0,317,72,17.61,378,83.86,0,3,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
47850,47850,RE van der Merwe,NED/SA,RE van der Merwe (NED/SA),2009-2026,42,29,7,317,57,14.4,371,85.44,0,1,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
25967,25967,P Khadka,NEP,P Khadka (NEP),2018-2020,10,10,1,315,115,35,398,79.14,1,1,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
40088,40088,Faisal Iqbal,PAK,Faisal Iqbal (PAK),2000-2006,18,16,2,314,100*,22.42,519,60.5,1,0,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
52430,52430,NAM McLean,WI,NAM McLean (WI),1996-2003,45,34,8,314,50*,12.07,383,81.98,0,1,7,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
41324,41324,Mohammad Sami,PAK,Mohammad Sami (PAK),2001-2015,87,46,19,314,46,11.62,490,64.08,0,0,5,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
22498,22498,B Wood,ENG,B Wood (ENG),1972-1982,13,12,2,314,78*,31.4,647,48.53,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
1178065,1178065,D la Cock,NAM,D la Cock (NAM),2022-2022,16,16,1,313,59,20.86,467,67.02,0,1,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
387435,387435,VV Morea,PNG,VV Morea (PNG),2014-2018,13,13,1,313,65*,26.08,460,68.04,0,3,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
1457849,1457849,V Shukla,OMA,V Shukla (OMA),2025-2026,15,14,2,312,58*,26,367,85.01,0,1,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
51797,51797,RC Fredericks,WI,RC Fredericks (WI),1973-1977,12,12,0,311,105,25.91,440,70.68,1,1,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
37235,37235,BR Hartland,NZ,BR Hartland (NZ),1992-1994,16,16,1,311,68*,20.73,623,49.91,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
27641,27641,N Chopra,IND,N Chopra (IND),1998-2000,39,26,6,310,61,15.5,498,62.24,0,1,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
14246,14246,BC Hollioake,ENG,BC Hollioake (ENG),1997-2002,20,17,2,309,63,20.6,381,81.1,0,2,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
530812,530812,AJ Hosein,WI,AJ Hosein (WI),2021-2025,40,30,9,309,60,14.71,396,78.03,0,1,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
56064,56064,Nafees Iqbal,BAN,Nafees Iqbal (BAN),2003-2005,16,16,0,309,58,19.31,568,54.4,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
772471,772471,Jasdeep Singh,USA,Jasdeep Singh (USA),2019-2026,46,31,6,308,38,12.32,431,71.46,0,0,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
596375,596375,TK Musakanda,ZIM,TK Musakanda (ZIM),2016-2022,16,16,1,308,60,20.53,387,79.58,0,1,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
230553,230553,KAJ Roach,WI,KAJ Roach (WI),2008-2022,95,60,36,308,34,12.83,594,51.85,0,0,9,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
703323,703323,Ihsanullah,AFG,Ihsanullah (AFG),2017-2018,16,16,2,307,57*,21.92,440,69.77,0,3,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
44070,44070,DM Benkenstein,SA,DM Benkenstein (SA),1998-2002,23,20,3,305,69,17.94,463,65.87,0,1,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
550235,550235,TK Curran,ENG,TK Curran (ENG),2017-2021,28,17,9,303,47*,37.87,321,94.39,0,0,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
821749,821749,Saif Hassan,BAN,Saif Hassan (BAN),2025-2026,13,13,0,302,80,23.23,374,80.74,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
44098,44098,LE Bosman,Afr/SA,LE Bosman (Afr/SA),2006-2010,14,12,0,301,88,25.08,305,98.68,0,2,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
19346,19346,CMW Read,ENG,CMW Read (ENG),2000-2006,36,24,7,300,30*,17.64,410,73.17,0,0,4,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
348026,348026,JD Campbell,WI,JD Campbell (WI),2019-2026,11,9,0,299,179,33.22,278,107.55,1,0,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
51220,51220,WKM Benjamin,WI,WKM Benjamin (WI),1986-1995,85,52,12,298,31,7.45,406,73.39,0,0,10,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
1508988,1508988,Muhammad Shahdad,UAE,Muhammad Shahdad (UAE),2025-2026,7,7,0,297,96,42.42,383,77.54,0,3,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
18023,18023,PA Nixon,ENG,PA Nixon (ENG),2007-2007,19,18,4,297,49,21.21,347,85.59,0,0,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
43701,43701,Zahoor Elahi,PAK,Zahoor Elahi (PAK),1996-1997,14,14,1,297,86,22.84,507,58.57,0,3,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
552152,552152,PVD Chameera,SL,PVD Chameera (SL),2015-2026,60,39,13,296,29,11.38,498,59.43,0,0,4,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=5;size=200;template=results;type=batting
44486,44486,DN Crookes,SA,DN Crookes (SA),1994-2000,32,23,3,296,54,14.8,412,71.84,0,1,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
55700,55700,AJ Pycroft,ZIM,AJ Pycroft (ZIM),1983-1992,20,19,2,295,61,17.35,560,52.67,0,2,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
38620,38620,DR Tuffey,NZ,DR Tuffey (NZ),2000-2010,94,52,21,295,36,9.51,372,79.3,0,0,7,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
52441,52441,DL Murray,WI,DL Murray (WI),1973-1980,26,17,5,294,61*,24.5,468,62.82,0,2,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
36326,36326,SE Bond,NZ,SE Bond (NZ),2002-2010,82,40,22,292,31*,16.22,384,76.04,0,0,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
30732,30732,P Kumar,IND,P Kumar (IND),2007-2012,68,33,12,292,54*,13.9,331,88.21,0,1,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
260036,260036,Tanwir Afzal,HKG,Tanwir Afzal (HKG),2014-2018,20,19,3,292,73,18.25,255,114.5,0,1,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
52343,52343,RN Lewis,WI,RN Lewis (WI),1997-2009,28,21,5,291,49,18.18,367,79.29,0,0,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
19364,19364,DA Reeve,ENG,DA Reeve (ENG),1991-1996,29,21,9,291,35,24.25,389,74.8,0,0,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
32179,32179,CS Pandit,IND,CS Pandit (IND),1986-1992,36,23,9,290,33*,20.71,400,72.5,0,0,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
56107,56107,Sanuar Hossain,BAN,Sanuar Hossain (BAN),1998-2003,27,27,2,290,52,11.6,597,48.57,0,1,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
273439,273439,SMSM Senanayake,SL,SMSM Senanayake (SL),2012-2015,49,33,11,290,42,13.18,311,93.24,0,0,6,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
5392,5392,JN Gillespie,AUS,JN Gillespie (AUS),1996-2005,97,39,16,289,44*,12.56,367,78.74,0,0,8,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
51246,51246,IDR Bradshaw,WI,IDR Bradshaw (WI),2004-2007,62,34,11,287,37,12.47,480,59.79,0,0,6,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
55324,55324,KM Curran,ZIM,KM Curran (ZIM),1983-1987,11,11,0,287,73,26.09,430,66.74,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
37257,37257,LG Howell,NZ,LG Howell (NZ),1998-1998,12,12,0,287,68,23.91,388,73.96,0,4,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
1045883,1045883,C Madande,ZIM,C Madande (ZIM),2022-2025,17,13,1,287,74,23.91,380,75.52,0,2,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
35565,35565,MK Tiwary,IND,MK Tiwary (IND),2008-2015,12,12,1,287,104*,26.09,403,71.21,1,1,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
1151278,1151278,YBK Jaiswal,IND,YBK Jaiswal (IND),2025-2026,6,6,2,285,116*,71.25,292,97.6,2,0,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
16318,16318,D Lloyd,ENG,D Lloyd (ENG),1973-1980,8,8,1,285,116*,40.71,526,54.18,1,0,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
16899,16899,VJ Marks,ENG,VJ Marks (ENG),1980-1988,34,24,3,285,44,13.57,434,65.66,0,0,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
25087,25087,JAR Blain,SCOT,JAR Blain (SCOT),1999-2009,33,25,6,284,41,14.94,517,54.93,0,0,3,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
52622,52622,NO Miller,WI,NO Miller (WI),2008-2018,50,27,13,284,51,20.28,359,79.1,0,1,4,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
24969,24969,LP van Troost,NED,LP van Troost (NED),2002-2007,23,20,2,284,40,15.77,456,62.28,0,0,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
52063,52063,MA Holding,WI,MA Holding (WI),1976-1987,102,42,11,282,64,9.09,377,74.8,0,2,9,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
229225,229225,Kashif Daud,UAE,Kashif Daud (UAE),2021-2022,19,16,6,282,76*,28.2,310,90.96,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
1210488,1210488,CPL Connolly,AUS,CPL Connolly (AUS),2024-2026,12,9,2,281,149,40.14,325,86.46,1,1,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
50438,50438,S Randiv,SL,S Randiv (SL),2009-2016,31,18,2,280,56,17.5,382,73.29,0,1,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
52290,52290,CL King,WI,CL King (WI),1976-1980,18,14,2,280,86,23.33,267,104.86,0,1,2,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
1419054,1419054,YS Samra,CAN,YS Samra (CAN),2025-2026,12,10,0,280,53,28,378,74.07,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
34078,34078,RS Sodhi,IND,RS Sodhi (IND),2000-2002,18,14,3,280,67,25.45,381,73.49,0,2,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
348024,348024,KC Brathwaite,WI,KC Brathwaite (WI),2016-2017,10,10,0,278,78,27.8,483,57.55,0,1,0,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
53191,53191,JE Taylor,WI,JE Taylor (WI),2003-2017,90,42,9,278,43*,8.42,323,86.06,0,0,7,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
24729,24729,AV Vadher,KENYA,AV Vadher (KENYA),1997-1999,18,16,6,278,73*,27.8,512,54.29,0,2,1,NA,odi,batting,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=runs;page=6;size=200;template=results;type=batting
