cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,blank_col_12,format,stat_type,source,source_url
1061090,1061090,Riaz Hassan,AFG,Riaz Hassan (AFG),2022-2024,7,7,3,3,0,0,3,2 (2ct 0st),0.428,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
7366,7366,GR Robertson,AUS,GR Robertson (AUS),1994-1998,13,13,3,3,0,0,3,1 (1ct 0st),0.23,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
47010,47010,DB Rundle,SA,DB Rundle (SA),1994-1994,2,2,3,3,0,0,3,2 (2ct 0st),1.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
647785,647785,Sahibzada Farhan,PAK,Sahibzada Farhan (PAK),2026-2026,6,6,3,3,0,0,3,2 (2ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
700167,700167,NA Saini,IND,NA Saini (IND),2019-2021,8,8,3,3,0,0,3,2 (2ct 0st),0.375,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
42879,42879,Saleem Jaffar,PAK,Saleem Jaffar (PAK),1986-1990,39,39,3,3,0,0,3,1 (1ct 0st),0.076,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
50422,50422,DP Samaraweera,SL,DP Samaraweera (SL),1993-1994,5,5,3,3,0,0,3,2 (2ct 0st),0.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
24888,24888,MMC Schewe,NED,MMC Schewe (NED),1996-1996,5,5,3,2,1,2,0,3 (2ct 1st),0.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
24943,24943,E Schiferli,NED,E Schiferli (NED),2002-2013,30,30,3,3,0,0,3,1 (1ct 0st),0.1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
681801,681801,Shakeel Ahmed,OMA,Shakeel Ahmed (OMA),2024-2026,22,22,3,3,0,0,3,1 (1ct 0st),0.136,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1161044,1161044,Shamim Hossain,BAN,Shamim Hossain (BAN),2023-2025,7,7,3,3,0,0,3,2 (2ct 0st),0.428,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
56154,56154,Shamsur Rahman,BAN,Shamsur Rahman (BAN),2013-2014,10,10,3,3,0,0,3,2 (2ct 0st),0.3,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
30288,30288,KV Sharma,IND,KV Sharma (IND),2014-2014,2,2,3,3,0,0,3,2 (2ct 0st),1.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
951781,951781,M Shumba,ZIM,M Shumba (ZIM),2021-2024,10,10,3,3,0,0,3,1 (1ct 0st),0.3,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
35281,35281,VRV Singh,IND,VRV Singh (IND),2006-2006,2,2,3,3,0,0,3,2 (2ct 0st),1.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
24171,24171,TT Smart,HKG,TT Smart (HKG),2004-2004,2,2,3,3,0,2,1,2 (2ct 0st),1.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
23691,23691,CJ Smith,BER,CJ Smith (BER),2006-2007,12,12,3,3,0,0,3,2 (2ct 0st),0.25,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
280490,280490,JT Smuts,SA,JT Smuts (SA),2020-2021,6,5,3,3,0,0,3,2 (2ct 0st),0.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
317252,317252,Sohail Khan,PAK,Sohail Khan (PAK),2008-2016,13,13,3,3,0,0,3,1 (1ct 0st),0.23,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
531953,531953,MC Sorensen,IRE,MC Sorensen (IRE),2013-2016,13,12,3,3,0,0,3,1 (1ct 0st),0.25,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1062334,1062334,M Spoors,CAN,M Spoors (CAN),2023-2026,9,9,3,3,0,0,3,2 (2ct 0st),0.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
953793,953793,CAH Stevenson,USA,CAH Stevenson (USA),2019-2022,18,18,3,3,0,0,3,1 (1ct 0st),0.166,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
38404,38404,DA Stirling,NZ,DA Stirling (NZ),1984-1984,6,6,3,3,0,0,3,1 (1ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
47255,47255,PC Strydom,SA,PC Strydom (SA),2000-2000,10,10,3,3,0,0,3,2 (2ct 0st),0.3,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
303341,303341,R Strydom,IRE,R Strydom (IRE),2008-2008,9,8,3,3,0,0,3,1 (1ct 0st),0.375,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
401057,401057,Taijul Islam,BAN,Taijul Islam (BAN),2014-2024,20,20,3,3,0,0,3,1 (1ct 0st),0.15,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
919549,919549,Tanveer Ahmed,HKG,Tanveer Ahmed (HKG),2016-2018,6,6,3,3,0,0,3,2 (2ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
260036,260036,Tanwir Afzal,HKG,Tanwir Afzal (HKG),2014-2018,20,20,3,3,0,0,3,1 (1ct 0st),0.15,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
50742,50742,APB Tennekoon,SL,APB Tennekoon (SL),1975-1979,4,4,3,3,0,0,3,1 (1ct 0st),0.75,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
55802,55802,AJ Traicos,ZIM,AJ Traicos (ZIM),1983-1993,27,27,3,3,0,0,3,1 (1ct 0st),0.111,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
7989,7989,A Turner,AUS,A Turner (AUS),1975-1975,6,6,3,3,0,0,3,2 (2ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
711559,711559,Usman Ghani,AFG,Usman Ghani (AFG),2014-2022,17,17,3,3,0,0,3,1 (1ct 0st),0.176,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
697279,697279,Usman Shinwari,PAK,Usman Shinwari (PAK),2017-2019,17,17,3,3,0,0,3,2 (2ct 0st),0.176,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
47693,47693,JJ van der Wath,SA,JJ van der Wath (SA),2006-2007,10,10,3,3,0,0,3,1 (1ct 0st),0.3,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
35712,35712,GR Viswanath,IND,GR Viswanath (IND),1974-1982,25,25,3,3,0,0,3,1 (1ct 0st),0.12,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
350632,350632,Waqas Barkat,HKG,Waqas Barkat (HKG),2014-2018,10,10,3,3,0,0,3,1 (1ct 0st),0.3,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1112212,1112212,B Ward,JER,B Ward (JER),2023-2023,5,5,3,3,0,0,3,1 (1ct 0st),0.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
50874,50874,SM Warnapura,SL,SM Warnapura (SL),2007-2008,3,3,3,3,0,0,3,2 (2ct 0st),1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
38745,38745,PN Webb,NZ,PN Webb (NZ),1983-1984,5,5,3,3,0,3,0,1 (1ct 0st),0.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
50860,50860,K Weeraratne,SL,K Weeraratne (SL),2000-2008,15,15,3,3,0,0,3,1 (1ct 0st),0.2,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
315051,315051,DS Wesonga,KENYA,DS Wesonga (KENYA),2010-2011,4,4,3,3,0,0,3,2 (2ct 0st),0.75,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
50844,50844,S Wettimuny,SL,S Wettimuny (SL),1982-1987,35,35,3,3,0,0,3,1 (1ct 0st),0.085,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
807535,807535,BTJ Wheal,SCOT,BTJ Wheal (SCOT),2016-2024,18,18,3,3,0,0,3,1 (1ct 0st),0.166,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
627732,627732,SG Whittingham,SCOT,SG Whittingham (SCOT),2017-2019,5,5,3,3,0,0,3,1 (1ct 0st),0.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
50852,50852,KIW Wijegunawardene,SL,KIW Wijegunawardene (SL),1988-1992,26,26,3,3,0,0,3,1 (1ct 0st),0.115,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
22520,22520,RA Woolmer,ENG,RA Woolmer (ENG),1972-1976,6,6,3,3,0,0,3,1 (1ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
36054,36054,Jai P Yadav,IND,Jai P Yadav (IND),2002-2005,12,12,3,3,0,0,3,2 (2ct 0st),0.25,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
629059,629059,Yasir Ali,BAN,Yasir Ali (BAN),2022-2023,9,8,3,3,0,0,3,1 (1ct 0st),0.375,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
48112,48112,M Zondeki,Afr/SA,M Zondeki (Afr/SA),2002-2008,13,13,3,3,0,0,3,1 (1ct 0st),0.23,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
39084,39084,Abdur Rauf,PAK,Abdur Rauf (PAK),2008-2008,4,4,2,2,0,0,2,1 (1ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
500360,500360,AD Nath,UAE,AD Nath (UAE),2026-2026,4,4,2,2,0,0,2,1 (1ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
398438,398438,MA Agarwal,IND,MA Agarwal (IND),2020-2020,5,5,2,2,0,0,2,1 (1ct 0st),0.4,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1263691,1263691,Rehan Ahmed,ENG,Rehan Ahmed (ENG),2023-2026,9,8,2,2,0,0,2,1 (1ct 0st),0.25,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
39821,39821,Aizaz Cheema,PAK,Aizaz Cheema (PAK),2011-2012,14,14,2,2,0,0,2,1 (1ct 0st),0.142,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1161669,1161669,Akeem Jordan,WI,Akeem Jordan (WI),2023-2023,2,2,2,2,0,0,2,2 (2ct 0st),1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
681067,681067,Akif Raja,UAE,Akif Raja (UAE),2022-2022,5,5,2,2,0,0,2,1 (1ct 0st),0.4,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
927119,927119,Ali Khan,USA,Ali Khan (USA),2019-2023,15,15,2,2,0,0,2,1 (1ct 0st),0.133,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1212829,1212829,Ali Naseer,UAE,Ali Naseer (UAE),2023-2024,17,17,2,2,0,0,2,1 (1ct 0st),0.117,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
8526,8526,PJW Allott,ENG,PJW Allott (ENG),1982-1985,13,13,2,2,0,0,2,1 (1ct 0st),0.153,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
348054,348054,SW Ambris,WI,SW Ambris (WI),2017-2021,16,16,2,2,0,0,2,1 (1ct 0st),0.125,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
8535,8535,DL Amiss,ENG,DL Amiss (ENG),1972-1977,18,17,2,2,0,0,2,1 (1ct 0st),0.117,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
24689,24689,JO Angara,KENYA,JO Angara (KENYA),1997-2003,17,17,2,2,0,0,2,1 (1ct 0st),0.117,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
26257,26257,SA Ankola,IND,SA Ankola (IND),1989-1997,20,20,2,2,0,0,2,1 (1ct 0st),0.1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
317250,317250,Anop Santosh,CAN,Anop Santosh (CAN),2025-2025,1,1,2,2,0,2,0,2 (2ct 0st),2,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
693975,693975,SSD Arachchige,SL,SSD Arachchige (SL),2023-2024,5,5,2,2,0,0,2,1 (1ct 0st),0.4,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
8566,8566,GG Arnold,ENG,GG Arnold (ENG),1972-1975,14,13,2,2,0,0,2,1 (1ct 0st),0.153,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
213674,213674,TD Astle,NZ,TD Astle (NZ),2017-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
56227,56227,Athar Ali Khan,BAN,Athar Ali Khan (BAN),1988-1998,19,19,2,2,0,0,2,1 (1ct 0st),0.105,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
39020,39020,Azam Khan,PAK,Azam Khan (PAK),1996-1998,6,6,2,2,0,0,2,1 (1ct 0st),0.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
56229,56229,Azhar Hossain,BAN,Azhar Hossain (BAN),1988-1990,7,7,2,2,0,0,2,1 (1ct 0st),0.285,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
25533,25533,Azhar Saeed,UAE,Azhar Saeed (UAE),1994-1996,7,7,2,2,0,0,2,1 (1ct 0st),0.285,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
535353,535353,OEG Baartman,SA,OEG Baartman (SA),2024-2025,6,6,2,2,0,0,2,2 (2ct 0st),0.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
279710,279710,Badal Singh,OMA,Badal Singh (OMA),2020-2020,2,2,2,2,0,0,2,2 (2ct 0st),1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
26806,26806,S Badrinath,IND,S Badrinath (IND),2008-2011,7,7,2,2,0,0,2,2 (2ct 0st),0.285,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1229251,1229251,DS Bajwa,CAN,DS Bajwa (CAN),2024-2025,9,9,2,2,0,0,2,1 (1ct 0st),0.222,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
1364163,1364163,Bashir Ahmad,AFG,Bashir Ahmad (AFG),2025-2025,2,2,2,2,0,0,2,2 (2ct 0st),1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
48321,48321,IPP Batuwitarachchi,UAE,IPP Batuwitarachchi (UAE),2008-2008,2,2,2,2,0,0,2,2 (2ct 0st),1,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=9;size=200;template=results;type=fielding
384817,384817,AR Berenger,UAE,AR Berenger (UAE),2014-2015,10,10,2,2,0,0,2,1 (1ct 0st),0.2,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
307077,307077,RA Bhatti,CAN,RA Bhatti (CAN),2011-2011,1,1,2,2,0,2,0,2 (2ct 0st),2,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
24773,24773,RL Bhudia,KENYA,RL Bhudia (KENYA),2008-2009,5,5,2,2,0,0,2,1 (1ct 0st),0.4,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
9089,9089,MP Bicknell,ENG,MP Bicknell (ENG),1990-1991,7,7,2,2,0,0,2,1 (1ct 0st),0.285,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
498875,498875,Bilal Asif,PAK,Bilal Asif (PAK),2015-2015,3,3,2,2,0,0,2,2 (2ct 0st),0.666,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
1174726,1174726,Bilal Sami,AFG,Bilal Sami (AFG),2024-2026,3,3,2,2,0,0,2,1 (1ct 0st),0.666,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
343305,343305,Bilawal Bhatti,PAK,Bilawal Bhatti (PAK),2013-2015,10,10,2,2,0,0,2,1 (1ct 0st),0.2,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
431909,431909,J Blackwood,WI,J Blackwood (WI),2015-2022,3,3,2,2,0,0,2,1 (1ct 0st),0.666,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
1036197,1036197,PRP Boissevain,NED,PRP Boissevain (NED),2021-2022,6,6,2,2,0,0,2,1 (1ct 0st),0.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
23756,23756,DCC Borden,BER,DCC Borden (BER),2006-2008,12,12,2,2,0,0,2,1 (1ct 0st),0.166,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
36308,36308,GE Bradburn,NZ,GE Bradburn (NZ),1990-2001,11,11,2,2,0,0,2,1 (1ct 0st),0.181,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
4208,4208,RJ Bright,AUS,RJ Bright (AUS),1974-1986,11,11,2,2,0,0,2,1 (1ct 0st),0.181,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
36310,36310,VR Brown,NZ,VR Brown (NZ),1988-1988,3,3,2,2,0,0,2,1 (1ct 0st),0.666,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
51437,51437,PA Browne,WI,PA Browne (WI),2008-2008,5,5,2,2,0,2,0,1 (1ct 0st),0.4,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
55279,55279,MG Burmester,ZIM,MG Burmester (ZIM),1992-1995,8,8,2,2,0,0,2,1 (1ct 0st),0.25,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=10;size=200;template=results;type=fielding
