cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,blank_col_12,format,stat_type,source,source_url
32498,32498,YK Pathan,IND,YK Pathan (IND),2008-2012,57,56,17,17,0,0,17,3 (3ct 0st),0.303,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
540316,540316,AL Phehlukwayo,SA,AL Phehlukwayo (SA),2016-2024,85,83,17,17,0,0,17,2 (2ct 0st),0.204,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
55698,55698,RW Price,ZIM,RW Price (ZIM),2002-2012,102,102,17,17,0,0,17,2 (2ct 0st),0.166,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
24599,24599,WB Rankin,ENG/IRE,WB Rankin (ENG/IRE),2007-2020,75,73,17,17,0,0,17,2 (2ct 0st),0.232,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
33141,33141,AT Rayudu,IND,AT Rayudu (IND),2013-2019,55,53,17,17,0,0,17,2 (2ct 0st),0.32,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
19394,19394,CJ Richards,ENG,CJ Richards (ENG),1981-1988,22,22,17,16,1,16,0,3 (3ct 0st),0.772,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
50424,50424,TT Samaraweera,SL,TT Samaraweera (SL),1998-2011,53,51,17,17,0,0,17,2 (2ct 0st),0.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
440990,440990,L Siaka,PNG,L Siaka (PNG),2014-2022,47,47,17,17,0,0,17,2 (2ct 0st),0.361,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
38393,38393,MS Sinclair,NZ,MS Sinclair (NZ),2000-2009,54,54,17,17,0,2,15,2 (2ct 0st),0.314,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
701215,701215,Sompal Kami,NEP,Sompal Kami (NEP),2018-2026,72,71,17,17,0,0,17,1 (1ct 0st),0.239,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
990031,990031,Towhid Hridoy,BAN,Towhid Hridoy (BAN),2023-2026,53,52,17,17,0,0,17,3 (3ct 0st),0.326,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
698317,698317,R Trumpelmann,NAM,R Trumpelmann (NAM),2021-2026,52,51,17,17,0,0,17,3 (3ct 0st),0.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
43524,43524,Umar Gul,PAK,Umar Gul (PAK),2003-2016,130,128,17,17,0,0,17,2 (2ct 0st),0.132,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
8251,8251,GM Wood,AUS,GM Wood (AUS),1978-1989,83,80,17,17,0,0,17,2 (2ct 0st),0.212,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
446507,446507,SA Yadav,IND,SA Yadav (IND),2021-2023,37,36,17,17,0,0,17,2 (2ct 0st),0.472,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
38965,38965,Aamer Malik,PAK,Aamer Malik (PAK),1988-1994,24,24,16,13,3,10,3,2 (2ct 0st),0.666,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
8581,8581,CWJ Athey,ENG,CWJ Athey (ENG),1980-1988,31,31,16,16,0,0,16,3 (3ct 0st),0.516,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
292152,292152,JJ Atkinson,HKG,JJ Atkinson (HKG),2008-2017,9,9,16,10,6,10,0,4 (4ct 0st),1.777,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
51220,51220,WKM Benjamin,WI,WKM Benjamin (WI),1986-1995,85,85,16,16,0,0,16,1 (1ct 0st),0.188,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
430246,430246,YS Chahal,IND,YS Chahal (IND),2016-2023,72,71,16,16,0,0,16,2 (2ct 0st),0.225,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
27641,27641,N Chopra,IND,N Chopra (IND),1998-2000,39,38,16,16,0,0,16,2 (2ct 0st),0.421,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
516561,516561,Dawlat Zadran,AFG,Dawlat Zadran (AFG),2011-2019,82,80,16,16,0,0,16,2 (2ct 0st),0.2,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
48470,48470,RL Dias,SL,RL Dias (SL),1979-1987,58,58,16,16,0,0,16,2 (2ct 0st),0.275,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
12923,12923,BN French,ENG,BN French (ENG),1985-1988,13,13,16,13,3,13,0,3 (3ct 0st),1.23,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
5674,5674,BJ Hodge,AUS,BJ Hodge (AUS),2005-2007,25,25,16,16,0,0,16,2 (2ct 0st),0.64,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
37254,37254,GP Howarth,NZ,GP Howarth (NZ),1975-1985,70,69,16,16,0,0,16,2 (2ct 0st),0.231,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
921509,921509,Ibrahim Zadran,AFG,Ibrahim Zadran (AFG),2019-2026,42,42,16,16,0,0,16,3 (3ct 0st),0.38,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
568276,568276,Imam-ul-Haq,PAK,Imam-ul-Haq (PAK),2017-2025,75,74,16,16,0,0,16,2 (2ct 0st),0.216,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
720471,720471,Ishan Kishan,IND,Ishan Kishan (IND),2021-2026,30,29,16,13,3,10,3,3 (3ct 0st),0.551,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
15917,15917,APE Knott,ENG,APE Knott (ENG),1971-1977,20,19,16,15,1,15,0,4 (4ct 0st),0.842,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
827023,827023,L Louwrens,NAM,L Louwrens (NAM),2022-2024,26,26,16,16,0,9,7,3 (3ct 0st),0.615,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
24790,24790,T Mishra,KENYA,T Mishra (KENYA),2006-2013,42,42,16,16,0,0,16,2 (2ct 0st),0.38,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
52439,52439,DA Murray,WI,DA Murray (WI),1973-1981,10,10,16,16,0,16,0,3 (3ct 0st),1.6,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
17134,17134,TJ Murtagh,IRE,TJ Murtagh (IRE),2012-2019,58,57,16,16,0,0,16,1 (1ct 0st),0.28,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
42272,42272,Naved-ul-Hasan,PAK,Naved-ul-Hasan (PAK),2003-2010,74,72,16,16,0,0,16,2 (2ct 0st),0.222,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
820351,820351,R Powell,WI,R Powell (WI),2016-2023,51,50,16,16,0,0,16,2 (2ct 0st),0.32,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
33127,33127,A Ratra,IND,A Ratra (IND),2002-2002,12,12,16,11,5,11,0,3 (2ct 1st),1.333,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
55713,55713,GJ Rennie,ZIM,GJ Rennie (ZIM),1996-2003,40,40,16,16,0,0,16,2 (2ct 0st),0.4,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
669365,669365,PD Salt,ENG,PD Salt (ENG),2021-2025,33,32,16,16,0,7,9,3 (3ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
24719,24719,RD Shah,KENYA,RD Shah (KENYA),1998-2007,56,56,16,16,0,0,16,2 (2ct 0st),0.285,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
20286,20286,VS Solanki,ENG,VS Solanki (ENG),2000-2006,51,50,16,16,0,0,16,2 (2ct 0st),0.32,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
524253,524253,N Vanua,PNG,N Vanua (PNG),2014-2023,57,57,16,16,0,0,16,2 (2ct 0st),0.28,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
43695,43695,Zaheer Abbas,PAK,Zaheer Abbas (PAK),1974-1985,62,60,16,16,0,0,16,2 (2ct 0st),0.266,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
380354,380354,Anamul Haque,BAN,Anamul Haque (BAN),2012-2024,49,49,15,15,0,6,9,3 (3ct 0st),0.306,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
38999,38999,Anil Dalpat,PAK,Anil Dalpat (PAK),1984-1986,15,14,15,13,2,13,0,3 (3ct 0st),1.071,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
8579,8579,MA Atherton,ENG,MA Atherton (ENG),1990-1998,54,54,15,15,0,0,15,2 (2ct 0st),0.277,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
39954,39954,Basit Ali,PAK,Basit Ali (PAK),1993-1996,50,49,15,15,0,0,15,2 (2ct 0st),0.306,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
440516,440516,TA Blundell,NZ,TA Blundell (NZ),2020-2023,12,11,15,13,2,12,1,3 (2ct 1st),1.363,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
36326,36326,SE Bond,NZ,SE Bond (NZ),2002-2010,82,80,15,15,0,0,15,2 (2ct 0st),0.187,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
48465,48465,SKL de Silva,SL,SKL de Silva (SL),1997-1997,11,11,15,9,6,9,0,3 (3ct 0st),1.363,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
44696,44696,PS de Villiers,SA,PS de Villiers (SA),1992-1997,83,82,15,15,0,0,15,2 (2ct 0st),0.182,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
210283,210283,ST Finn,ENG,ST Finn (ENG),2011-2017,69,67,15,15,0,0,15,2 (2ct 0st),0.223,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
55509,55509,DT Hondo,ZIM,DT Hondo (ZIM),2001-2005,56,56,15,15,0,0,15,1 (1ct 0st),0.267,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
30009,30009,VG Kambli,IND,VG Kambli (IND),1991-2000,104,101,15,15,0,0,15,1 (1ct 0st),0.148,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
403902,403902,LS Livingstone,ENG,LS Livingstone (ENG),2021-2025,39,39,15,15,0,0,15,2 (2ct 0st),0.384,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
52419,52419,MD Marshall,WI,MD Marshall (WI),1980-1992,136,134,15,15,0,0,15,2 (2ct 0st),0.111,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
348059,348059,BJ McCarthy,IRE,BJ McCarthy (IRE),2016-2025,48,48,15,15,0,0,15,2 (2ct 0st),0.312,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
268739,268739,BAW Mendis,SL,BAW Mendis (SL),2008-2015,87,85,15,15,0,0,15,2 (2ct 0st),0.176,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
46248,46248,JA Morkel,Afr/SA,JA Morkel (Afr/SA),2004-2012,58,58,15,15,0,0,15,2 (2ct 0st),0.258,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
318340,318340,Noor Ali Zadran,AFG,Noor Ali Zadran (AFG),2009-2019,51,49,15,15,0,0,15,2 (2ct 0st),0.306,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
315594,315594,AR Nurse,WI,AR Nurse (WI),2016-2019,54,52,15,15,0,0,15,3 (3ct 0st),0.288,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
291844,291844,AA Obanda,KENYA,AA Obanda (KENYA),2007-2014,49,49,15,15,0,0,15,2 (2ct 0st),0.306,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
46681,46681,JL Ontong,Afr/SA,JL Ontong (Afr/SA),2001-2012,28,27,15,15,0,0,15,2 (2ct 0st),0.555,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
677081,677081,KMA Paul,WI,KMA Paul (WI),2018-2023,30,30,15,15,0,0,15,2 (2ct 0st),0.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
361952,361952,Rizwan Cheema,CAN,Rizwan Cheema (CAN),2008-2013,33,32,15,15,0,0,15,2 (2ct 0st),0.468,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
38373,38373,JD Ryder,NZ,JD Ryder (NZ),2008-2014,48,48,15,15,0,0,15,2 (2ct 0st),0.312,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
1276700,1276700,Shoaib Khan,OMA,Shoaib Khan (OMA),2021-2024,31,31,15,15,0,0,15,2 (2ct 0st),0.483,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
43265,43265,Sohail Tanvir,PAK,Sohail Tanvir (PAK),2007-2014,62,60,15,15,0,0,15,2 (2ct 0st),0.25,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
38401,38401,CM Spearman,NZ,CM Spearman (NZ),1995-2001,51,51,15,15,0,0,15,1 (1ct 0st),0.294,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
55756,55756,BC Strang,ZIM,BC Strang (ZIM),1995-2001,49,48,15,15,0,0,15,2 (2ct 0st),0.312,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
47850,47850,RE van der Merwe,NED/SA,RE van der Merwe (NED/SA),2009-2026,42,41,15,15,0,0,15,2 (2ct 0st),0.365,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
254114,254114,HA Varaiya,KENYA,HA Varaiya (KENYA),2006-2014,63,63,15,15,0,0,15,2 (2ct 0st),0.238,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
38735,38735,KJ Wadsworth,NZ,KJ Wadsworth (NZ),1973-1976,13,13,15,13,2,13,0,3 (3ct 0st),1.153,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
300624,300624,SA Wijeyeratne,CAN,SA Wijeyeratne (CAN),2023-2024,10,10,15,12,3,12,0,4 (4ct 0st),1.5,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
398666,398666,SA Abbott,AUS,SA Abbott (AUS),2014-2025,29,29,14,14,0,0,14,2 (2ct 0st),0.482,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
922941,922941,Abdullah Shafique,PAK,Abdullah Shafique (PAK),2022-2025,27,27,14,14,0,0,14,2 (2ct 0st),0.518,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
935995,935995,Afif Hossain,BAN,Afif Hossain (BAN),2020-2026,38,38,14,14,0,0,14,2 (2ct 0st),0.368,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
316397,316397,Asad Shafiq,PAK,Asad Shafiq (PAK),2010-2017,60,59,14,14,0,0,14,2 (2ct 0st),0.237,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
51211,51211,EAE Baptiste,WI,EAE Baptiste (WI),1983-1990,43,43,14,14,0,0,14,2 (2ct 0st),0.325,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
230555,230555,SSJ Brooks,WI,SSJ Brooks (WI),2022-2023,29,29,14,14,0,0,14,2 (2ct 0st),0.482,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
1191381,1191381,NRJ Croes,NED,NRJ Croes (NED),2023-2026,24,23,14,14,0,1,13,2 (2ct 0st),0.608,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
51488,51488,AC Cummins,CAN/WI,AC Cummins (CAN/WI),1991-2007,76,75,14,14,0,0,14,2 (2ct 0st),0.186,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
574178,574178,A Dananjaya,SL,A Dananjaya (SL),2012-2024,42,41,14,14,0,0,14,2 (2ct 0st),0.341,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
493773,493773,LH Ferguson,NZ,LH Ferguson (NZ),2016-2023,65,64,14,14,0,0,14,1 (1ct 0st),0.218,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
5239,5239,DW Fleming,AUS,DW Fleming (AUS),1994-2001,88,88,14,14,0,0,14,1 (1ct 0st),0.159,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
51891,51891,HA Gomes,WI,HA Gomes (WI),1978-1987,83,83,14,14,0,0,14,1 (1ct 0st),0.168,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
345821,345821,MD Gunathilaka,SL,MD Gunathilaka (SL),2015-2022,47,46,14,14,0,0,14,2 (2ct 0st),0.304,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
334337,334337,PSP Handscomb,AUS,PSP Handscomb (AUS),2017-2019,22,22,14,14,0,5,9,3 (3ct 0st),0.636,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
1243738,1243738,MJ Hay,NZ,MJ Hay (NZ),2024-2026,10,9,14,14,0,14,0,4 (4ct 0st),1.555,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
49178,49178,HMRKB Herath,SL,HMRKB Herath (SL),2004-2015,71,69,14,14,0,0,14,2 (2ct 0st),0.202,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
40582,40582,Imran Farhat,PAK,Imran Farhat (PAK),2001-2013,58,58,14,14,0,0,14,1 (1ct 0st),0.241,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
30018,30018,HH Kanitkar,IND,HH Kanitkar (IND),1997-2000,34,34,14,14,0,0,14,2 (2ct 0st),0.411,NA,odi,fielding,espncricinfo_statsguru,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;filter=advanced;orderby=dismissals;page=4;size=200;template=results;type=fielding
