cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
751695,751695,Chaudhary Akram,NOR,Chaudhary Akram (NOR),2023-2026,15,13,1,333,57,27.75,315,105.71,0,1,0,31,3
1230028,1230028,C Hartmann,IOM,C Hartmann (IOM),2020-2026,27,25,5,333,39,16.65,331,100.6,0,0,6,24,9
1274044,1274044,Amir Zaib,POR,Amir Zaib (POR),2021-2024,23,20,3,332,45*,19.52,253,131.22,0,0,3,31,10
1273407,1273407,Amoluk Singh,GHA,Amoluk Singh (GHA),2021-2022,15,14,2,332,80*,27.66,280,118.57,0,2,1,49,7
1179852,1179852,Muhammad Umar,KUW,Muhammad Umar (KUW),2024-2026,25,21,4,331,59,19.47,284,116.54,0,1,1,12,22
596087,596087,L Steenkamp,NAM,L Steenkamp (NAM),2025-2026,14,14,0,331,58,23.64,244,135.65,0,2,0,35,8
40123,40123,Faisal Javed,QAT,Faisal Javed (QAT),2019-2019,15,15,0,330,61,22,212,155.66,0,2,1,45,11
1438863,1438863,Faraaz Mehti Abbas,FIN,Faraaz Mehti Abbas (FIN),2025-2026,15,15,1,328,57,23.42,278,117.98,0,2,1,35,6
303922,303922,LB Ferbrache,GUE,LB Ferbrache (GUE),2019-2026,41,27,7,328,55,16.4,359,91.36,0,1,3,15,4
1195665,1195665,PB Gouge,JER,PB Gouge (JER),2023-2026,14,11,2,328,58,36.44,204,160.78,0,3,1,19,21
1458661,1458661,MS Maker,TAN,MS Maker (TAN),2025-2026,15,13,8,328,67*,65.6,227,144.49,0,2,0,21,17
414821,414821,SR Thompson,IRE,SR Thompson (IRE),2014-2019,41,30,8,328,56,14.9,254,129.13,0,1,1,23,14
38058,38058,RJ Nicol,NZ,RJ Nicol (NZ),2010-2013,21,19,0,327,58,17.21,296,110.47,0,2,2,33,11
469203,469203,Ali Nayyer,SUI,Ali Nayyer (SUI),2021-2025,31,24,9,327,48*,21.8,251,130.27,0,0,2,16,15
370034,370034,BDH Stevens,JER,BDH Stevens (JER),2019-2022,20,20,1,327,44,17.21,335,97.61,0,0,1,30,6
1233052,1233052,Bakhtiar Tahiri,BUL,Bakhtiar Tahiri (BUL),2020-2025,17,12,2,325,66,32.5,274,118.61,0,1,0,31,16
25977,25977,S Vesawkar,NEP,S Vesawkar (NEP),2014-2022,20,19,5,325,40,23.21,328,99.08,0,0,0,26,7
1497625,1497625,Adam Senn,CYP,Adam Senn (CYP),2025-2026,20,18,5,324,66*,24.92,257,126.07,0,2,1,22,10
414397,414397,Hamza Tariq,CAN,Hamza Tariq (CAN),2013-2022,26,20,9,324,63*,29.45,201,161.19,0,3,2,27,14
308440,308440,D Muhumuza,UGA,D Muhumuza (UGA),2019-2022,32,22,8,324,59*,23.14,307,105.53,0,2,1,26,12
44098,44098,LE Bosman,SA,LE Bosman (SA),2006-2010,14,14,1,323,94,24.84,219,147.48,0,3,2,27,20
1070956,1070956,Jordan O'Brien,FIN,Jordan O'Brien (FIN),2023-2026,28,27,3,323,56*,13.45,294,109.86,0,1,2,30,7
1174143,1174143,Rafiullah,OMA,Rafiullah (OMA),2022-2024,32,25,3,323,33,14.68,186,173.65,0,0,4,15,31
474760,474760,CP Rizwan,UAE,CP Rizwan (UAE),2019-2023,18,16,3,323,51*,24.84,295,109.49,0,1,0,25,6
1302781,1302781,Festus Benn,BHM,Festus Benn (BHM),2022-2026,32,29,9,322,39*,16.1,422,76.3,0,0,3,27,4
1212829,1212829,Ali Naseer,UAE,Ali Naseer (UAE),2023-2024,40,28,8,321,48*,16.05,253,126.87,0,0,1,23,11
1263715,1263715,S Grover,CZK-R,S Grover (CZK-R),2021-2026,21,20,4,321,116,20.06,226,142.03,1,0,3,33,13
659081,659081,MRJ Watt,SCOT,MRJ Watt (SCOT),2015-2026,83,41,12,321,31*,11.06,283,113.42,0,0,5,28,7
580986,580986,WJ Cope,LUX,WJ Cope (LUX),2020-2026,37,33,7,319,51,12.26,280,113.92,0,1,6,42,3
1193339,1193339,SF Tiai,Samoa,SF Tiai (Samoa),2019-2026,33,25,3,319,45,14.5,280,113.92,0,0,2,26,16
319752,319752,Zaheer Ibrahim,QAT,Zaheer Ibrahim (QAT),2019-2021,24,22,5,317,50,18.64,280,113.21,0,1,3,35,8
1183927,1183927,Muslim Yar,GER,Muslim Yar (GER),2019-2026,57,29,10,316,39,16.63,261,121.07,0,0,2,20,16
698317,698317,R Trumpelmann,NAM,R Trumpelmann (NAM),2021-2026,54,33,14,316,46,16.63,256,123.43,0,0,3,22,16
1281559,1281559,CPPM Sadun,CYP,CPPM Sadun (CYP),2021-2025,21,19,3,315,52*,19.68,319,98.74,0,1,1,25,6
1204125,1204125,Abhijeet Ahuja,HUN,Abhijeet Ahuja (HUN),2021-2023,19,18,1,314,75,18.47,328,95.73,0,2,3,25,7
13312,13312,NJ Ferraby,JER,NJ Ferraby (JER),2019-2021,18,18,1,314,81*,18.47,284,110.56,0,1,3,39,2
552760,552760,Mohamed Azzam,MDV,Mohamed Azzam (MDV),2019-2024,43,39,5,314,25,9.23,416,75.48,0,0,5,20,2
1284226,1284226,Osama Mahmood,SUI,Osama Mahmood (SUI),2021-2024,15,14,2,314,58*,26.16,274,114.59,0,2,2,31,7
990145,990145,DR Patankar,MLT,DR Patankar (MLT),2023-2026,27,24,1,314,54,13.65,304,103.28,0,1,0,32,6
350632,350632,Waqas Barkat,HKG,Waqas Barkat (HKG),2014-2025,39,28,4,313,37,13.04,343,91.25,0,0,4,26,0
1283177,1283177,Fayaz Khan,GER,Fayaz Khan (GER),2021-2026,27,22,3,312,64,16.42,191,163.35,0,1,4,19,27
1314057,1314057,Ritik Tomar,CZK-R,Ritik Tomar (CZK-R),2022-2026,29,27,4,312,38,13.56,264,118.18,0,0,3,28,11
1167815,1167815,Y Saranonnakkun,THA,Y Saranonnakkun (THA),2022-2026,50,43,2,312,25,7.6,383,81.46,0,0,8,24,11
1093661,1093661,Muhammad Kashif,KUW,Muhammad Kashif (KUW),2019-2022,21,18,4,311,53,22.21,294,105.78,0,2,1,20,15
1491833,1491833,Muhammad Qasim,MLT,Muhammad Qasim (MLT),2025-2026,12,11,1,311,84,31.1,226,137.61,0,2,0,22,18
457249,457249,CR Brathwaite,WI,CR Brathwaite (WI),2011-2019,41,27,6,310,37*,14.76,274,113.13,0,0,3,13,22
629076,629076,S Samarawickrama,SL,S Samarawickrama (SL),2017-2024,19,18,2,310,61*,19.37,282,109.92,0,2,2,32,2
1203190,1203190,Yasar Haroon,BRA,Yasar Haroon (BRA),2019-2026,27,25,2,310,47,13.47,391,79.28,0,0,2,29,7
1204131,1204131,A Kheterpal,HUN,A Kheterpal (HUN),2021-2023,18,18,7,309,42,28.09,258,119.76,0,0,2,34,7
1156468,1156468,A Pusthay,FIN,A Pusthay (FIN),2019-2026,23,23,0,309,56,13.43,328,94.2,0,1,3,28,4
1434279,1434279,C Pyle,GIBR,C Pyle (GIBR),2024-2026,18,17,3,309,47,22.07,253,122.13,0,0,0,28,12
5616,5616,ML Hayden,AUS,ML Hayden (AUS),2005-2007,9,9,3,308,73*,51.33,214,143.92,0,4,0,37,13
623695,623695,C Karunaratne,SL,C Karunaratne (SL),2021-2025,45,36,17,308,31,16.21,297,103.7,0,0,7,17,12
530812,530812,AJ Hosein,WI,AJ Hosein (WI),2021-2026,99,38,17,307,44*,14.61,268,114.55,0,0,4,18,17
1479949,1479949,Faisal Raza,NOR,Faisal Raza (NOR),2025-2026,22,20,2,306,48,17,266,115.03,0,0,3,18,14
1510103,1510103,S Jegannathan,INA,S Jegannathan (INA),2025-2026,19,17,5,306,65*,25.5,307,99.67,0,1,0,27,13
1116743,1116743,Thuya Aung,MYAN,Thuya Aung (MYAN),2023-2025,32,31,3,305,37,10.89,520,58.65,0,0,3,21,5
1319478,1319478,Anoop Orsu,LUX,Anoop Orsu (LUX),2022-2026,28,25,7,304,58*,16.88,260,116.92,0,1,7,23,13
713811,713811,TS Kamunhukamwe,ZIM,TS Kamunhukamwe (ZIM),2020-2024,15,15,0,304,44,20.26,288,105.55,0,0,2,29,10
1267515,1267515,V Zimonjic,SRB,V Zimonjic (SRB),2021-2026,44,31,7,304,34,12.66,290,104.82,0,0,3,28,7
1486141,1486141,Muhammad Zohaib,UAE,Muhammad Zohaib (UAE),2025-2026,16,16,1,303,50,20.2,292,103.76,0,1,0,30,7
232364,232364,TG Southee,NZ,TG Southee (NZ),2008-2024,126,50,23,303,39,11.22,218,138.99,0,0,6,20,18
1283098,1283098,Umair Qasim,SWA/SWZ,Umair Qasim (SWA/SWZ),2021-2026,40,35,7,303,50*,10.82,322,94.09,0,1,3,24,10
1345172,1345172,LM Gabriel,LES,LM Gabriel (LES),2022-2026,27,26,1,302,45*,12.08,386,78.23,0,0,5,34,3
1217274,1217274,S Veerapathiran,BHR,S Veerapathiran (BHR),2020-2024,43,34,11,302,33*,13.13,244,123.77,0,0,5,20,17
1318854,1318854,Hamid Mahmood,SWE,Hamid Mahmood (SWE),2022-2026,20,17,6,301,69,27.36,290,103.79,0,2,2,25,7
348059,348059,BJ McCarthy,IRE,BJ McCarthy (IRE),2017-2026,69,41,16,301,51*,12.04,262,114.88,0,1,8,19,16
1438802,1438802,Taranjit Singh,CYP,Taranjit Singh (CYP),2024-2026,25,22,5,301,55,17.7,164,183.53,0,1,3,23,23
1116752,1116752,KK Lin Thu,MYAN,KK Lin Thu (MYAN),2023-2025,32,31,2,300,71,10.34,421,71.25,0,1,5,26,3
52626,52626,XM Marshall,USA/WI,XM Marshall (USA/WI),2008-2021,20,18,1,300,47*,17.64,290,103.44,0,0,2,26,9
37749,37749,NL McCullum,NZ,NL McCullum (NZ),2007-2016,63,41,15,299,36*,11.5,297,100.67,0,0,4,19,8
469191,469191,R Panchal,ESP,R Panchal (ESP),2019-2023,22,18,7,299,71*,27.18,331,90.33,0,1,1,11,9
670013,670013,FA Allen,WI,FA Allen (WI),2018-2025,42,29,9,298,34,14.9,221,134.84,0,0,5,20,21
1325920,1325920,Muhammad Siddiqui,SVN,Muhammad Siddiqui (SVN),2022-2025,15,15,0,298,48,19.86,256,116.4,0,0,1,28,14
1058924,1058924,Nasrulla Rana,HKG,Nasrulla Rana (HKG),2019-2026,66,39,15,298,36*,12.41,249,119.67,0,0,5,22,14
1492938,1492938,SY Nihute,MWI,SY Nihute (MWI),2025-2025,20,18,3,298,56,19.86,332,89.75,0,1,1,19,4
52969,52969,RR Sarwan,WI,RR Sarwan (WI),2007-2010,18,16,3,298,59,22.92,286,104.19,0,2,1,19,6
1284219,1284219,Idrees Ul Haque,SUI,Idrees Ul Haque (SUI),2021-2025,18,17,0,297,55,17.47,245,121.22,0,1,0,36,10
519038,519038,SJ Cotter,Samoa,SJ Cotter (Samoa),2019-2026,23,20,2,296,51,16.44,303,97.68,0,1,2,32,5
1005257,1005257,Simi Singh,IRE,Simi Singh (IRE),2018-2022,53,40,11,296,57*,10.2,273,108.42,0,1,8,18,8
1451389,1451389,N Tanner,PHI,N Tanner (PHI),2024-2026,25,22,3,296,60*,15.57,333,88.88,0,1,2,13,8
1313739,1313739,Atif Rasheed,FIN,Atif Rasheed (FIN),2022-2025,19,18,1,295,43,17.35,250,118,0,0,2,18,13
624813,624813,Khalid Kail,OMA,Khalid Kail (OMA),2024-2024,21,18,4,294,55,21,266,110.52,0,2,0,22,11
414248,414248,H Patel,CAN,H Patel (CAN),2010-2021,15,15,1,294,88*,21,285,103.15,0,2,2,28,3
1269467,1269467,Aaftab Alam Khan,MLT,Aaftab Alam Khan (MLT),2021-2025,29,27,7,293,71*,14.65,240,122.08,0,1,5,26,11
446815,446815,Hassan Rasheed,MDV,Hassan Rasheed (MDV),2019-2024,32,26,1,293,34,11.72,355,82.53,0,0,4,20,7
1230629,1230629,Khalid Ahmadi,BEL,Khalid Ahmadi (BEL),2020-2025,43,29,13,292,31*,18.25,170,171.76,0,0,3,19,23
326637,326637,CA Lynn,AUS,CA Lynn (AUS),2014-2018,18,16,1,291,44,19.4,221,131.67,0,0,1,28,14
301236,301236,HDRL Thirimanne,SL,HDRL Thirimanne (SL),2012-2016,26,20,2,291,44,16.16,267,108.98,0,0,1,27,5
1182040,1182040,Yusuf Ebrahim,PAN,Yusuf Ebrahim (PAN),2019-2024,21,21,1,291,72,14.55,318,91.5,0,1,1,24,5
873199,873199,CN Greaves,SCOT,CN Greaves (SCOT),2021-2025,35,26,11,290,45,19.33,266,109.02,0,0,1,23,7
637801,637801,Y Jalloh,SLE,Y Jalloh (SLE),2023-2026,24,23,2,290,72,13.8,345,84.05,0,2,5,26,1
465327,465327,I Kaia,ZIM,I Kaia (ZIM),2021-2024,19,19,0,290,54,15.26,277,104.69,0,1,1,27,7
214695,214695,AN Kervezee,NED,AN Kervezee (NED),2009-2012,10,10,1,289,58*,32.11,262,110.3,0,2,0,19,6
948595,948595,J Broad,GER,J Broad (GER),2022-2022,9,9,2,288,62,41.14,241,119.5,0,3,0,26,3
1325906,1325906,Qamar Mushtaque,NOR,Qamar Mushtaque (NOR),2022-2026,43,31,12,288,50,15.15,279,103.22,0,1,1,19,11
1155526,1155526,P Aho,NGA,P Aho (NGA),2021-2026,65,38,16,287,44*,13.04,272,105.51,0,0,5,21,6
1287086,1287086,ML Castillo,Blz,ML Castillo (Blz),2021-2026,16,16,3,287,59,22.07,284,101.05,0,1,0,20,12
1338602,1338602,R Sakurano-Thomas,JPN,R Sakurano-Thomas (JPN),2022-2026,43,31,6,287,39,11.48,310,92.58,0,0,4,14,2
1101939,1101939,A Venkatesh,SWE,A Venkatesh (SWE),2021-2022,16,16,2,287,54,20.5,272,105.51,0,1,2,25,2
1283126,1283126,SKDT Madusanka,SEY,SKDT Madusanka (SEY),2021-2024,18,16,4,286,50*,23.83,322,88.81,0,1,1,33,4
1342172,1342172,S Gill,KENYA,S Gill (KENYA),2024-2026,23,18,6,285,47*,23.75,233,122.31,0,0,0,15,11
1153703,1153703,Musa Shaheen,DEN,Musa Shaheen (DEN),2019-2026,28,23,1,285,45,12.95,301,94.68,0,0,1,18,9
1167799,1167799,ASF Sirah,PHI,ASF Sirah (PHI),2023-2026,31,22,3,284,58*,14.94,230,123.47,0,1,1,28,9
23797,23797,A Bagai,CAN,A Bagai (CAN),2008-2013,9,9,2,284,67*,40.57,249,114.05,0,2,0,27,0
1314055,1314055,Divyendra Singh,CZK-R,Divyendra Singh (CZK-R),2022-2026,25,20,1,284,67*,14.94,289,98.26,0,2,4,29,4
238612,238612,NN Odhiambo,KENYA,NN Odhiambo (KENYA),2007-2022,43,31,5,284,41,10.92,272,104.41,0,0,6,31,6
1514025,1514025,Muhammad Asim,Zamb,Muhammad Asim (Zamb),2025-2025,10,10,0,282,60,28.2,229,123.14,0,2,2,30,18
1046621,1046621,N Knights,IOM,N Knights (IOM),2020-2023,18,17,0,282,69,16.58,197,143.14,0,2,4,25,17
1333974,1333974,F Suluoto,Samoa,F Suluoto (Samoa),2022-2026,30,25,6,282,44*,14.84,266,106.01,0,0,2,17,17
1156489,1156489,Abdul-Shakoor Rahimzei,GER,Abdul-Shakoor Rahimzei (GER),2019-2023,26,21,3,281,59,15.61,268,104.85,0,1,2,21,7
1204126,1204126,Abhishek Ahuja,HUN,Abhishek Ahuja (HUN),2022-2024,17,16,0,281,61,17.56,267,105.24,0,1,4,26,10
1156627,1156627,ARA Chambers,POR,ARA Chambers (POR),2021-2024,17,17,1,281,44,17.56,304,92.43,0,0,1,31,2
1273700,1273700,Devender Singh,GHA,Devender Singh (GHA),2021-2026,24,21,9,281,47*,23.41,250,112.4,0,0,1,20,9
1323401,1323401,AUKDS Kalugala,CYP,AUKDS Kalugala (CYP),2022-2026,18,18,0,281,49,15.61,241,116.59,0,0,1,29,12
738445,738445,Mohammad Shahzad,UAE,Mohammad Shahzad (UAE),2015-2017,20,20,2,281,52,15.61,239,117.57,0,1,2,25,11
315035,315035,SA Engelbrecht,NED,SA Engelbrecht (NED),2024-2024,12,10,1,280,75,31.11,211,132.7,0,1,1,21,12
307640,307640,Aminuddin Ramly,MAS,Aminuddin Ramly (MAS),2019-2021,23,21,4,280,41,16.47,189,148.14,0,0,1,13,20
1217359,1217359,Sayed Monib,KUW,Sayed Monib (KUW),2020-2024,44,30,11,280,32*,14.73,160,175,0,0,3,17,23
1156632,1156632,Zeshan Arif,AUT,Zeshan Arif (AUT),2019-2026,34,22,5,280,31*,16.47,238,117.64,0,0,2,19,18
505120,505120,AC Agar,AUS,AC Agar (AUS),2016-2024,49,29,5,279,29,11.62,278,100.35,0,0,4,19,9
492687,492687,Fanyan Mughal,MLT,Fanyan Mughal (MLT),2023-2024,24,23,2,279,56,13.28,257,108.56,0,1,2,23,14
1319152,1319152,Muhammad Usman,HUN,Muhammad Usman (HUN),2025-2025,14,12,2,279,72*,27.9,169,165.08,0,1,1,11,25
1445608,1445608,Saghar Manzoor,CRT,Saghar Manzoor (CRT),2024-2026,20,20,3,277,38,16.29,252,109.92,0,0,3,28,12
1484957,1484957,Abhishek Anand,JPN,Abhishek Anand (JPN),2025-2026,18,18,1,275,55,16.17,244,112.7,0,1,2,26,13
303508,303508,SC Getkate,IRE,SC Getkate (IRE),2019-2022,30,26,3,275,30,11.95,246,111.78,0,0,1,10,15
1469022,1469022,Hamid Safi,AUT,Hamid Safi (AUT),2025-2026,29,19,8,275,58*,25,163,168.71,0,1,1,10,29
1323431,1323431,Ilyas Ataullah,TKY,Ilyas Ataullah (TKY),2022-2025,16,15,2,275,86,21.15,199,138.19,0,1,2,29,16
459752,459752,SS McKechnie,HKG,SS McKechnie (HKG),2019-2023,30,25,9,275,44,17.18,280,98.21,0,0,2,20,3
222354,222354,TAM Siriwardana,SL,TAM Siriwardana (SL),2015-2017,22,19,3,275,42,17.18,208,132.21,0,0,4,16,12
1167813,1167813,P Suanchuai,THA,P Suanchuai (THA),2020-2026,31,28,2,274,37,10.53,410,66.82,0,0,4,20,5
1344829,1344829,Rizwan Butt,BHR,Rizwan Butt (BHR),2022-2026,93,45,14,274,34*,8.83,239,114.64,0,0,8,7,20
1286495,1286495,LI Salomone,MOZ,LI Salomone (MOZ),2022-2026,26,23,2,274,79,13.04,312,87.82,0,1,5,34,6
719715,719715,Washington Sundar,IND,Washington Sundar (IND),2017-2026,61,26,9,274,50,16.11,212,129.24,0,1,4,21,14
43266,43266,Sohaib Maqsood,PAK,Sohaib Maqsood (PAK),2013-2021,26,22,2,273,37,13.65,234,116.66,0,0,2,20,11
5390,5390,AC Gilchrist,AUS,AC Gilchrist (AUS),2005-2008,13,13,1,272,48,22.66,192,141.66,0,0,0,27,13
519047,519047,BF Mailata,Samoa,BF Mailata (Samoa),2019-2026,20,19,3,272,39,17,288,94.44,0,0,2,16,15
629070,629070,Mohammad Saifuddin,BAN,Mohammad Saifuddin (BAN),2017-2026,48,27,13,272,39*,19.42,233,116.73,0,0,3,22,10
1438224,1438224,NM Salonen,FIN,NM Salonen (FIN),2024-2026,23,20,2,272,44,15.11,242,112.39,0,0,2,16,10
25613,25613,Amjad Javed,UAE,Amjad Javed (UAE),2014-2017,22,18,3,271,76,18.06,242,111.98,0,1,1,17,15
326632,326632,JA Burns,ITA,JA Burns (ITA),2024-2025,8,8,2,271,108*,45.16,195,138.97,1,1,1,26,10
1347287,1347287,R Coker,SLE,R Coker (SLE),2022-2026,44,34,5,271,53*,9.34,411,65.93,0,1,3,19,3
1171180,1171180,P Rathnayake,SL,P Rathnayake (SL),2025-2026,15,13,1,271,60,22.58,193,140.41,0,2,2,28,7
1287084,1287084,T Rossi,ARG,T Rossi (ARG),2021-2026,28,22,5,271,46,15.94,241,112.44,0,0,2,15,13
1090625,1090625,Lokesh Bam,NEP,Lokesh Bam (NEP),2022-2026,27,20,5,269,44*,17.93,182,147.8,0,0,3,26,16
1318767,1318767,Sachin Mandy,GER,Sachin Mandy (GER),2022-2026,34,21,2,269,50*,14.15,242,111.15,0,2,3,19,15
1062334,1062334,M Spoors,CAN,M Spoors (CAN),2022-2022,10,9,2,269,108*,38.42,225,119.55,1,1,1,30,6
44111,44111,MV Boucher,SA,MV Boucher (SA),2005-2010,25,21,6,268,36*,17.86,275,97.45,0,0,0,22,2
1514016,1514016,JV Chand,Zamb,JV Chand (Zamb),2025-2025,10,10,2,268,47,33.5,252,106.34,0,0,0,23,6
696401,696401,M Jansen,SA,M Jansen (SA),2022-2026,30,20,5,268,55*,17.86,182,147.25,0,2,2,17,21
1181989,1181989,BS Stephenson,Blz,BS Stephenson (Blz),2019-2024,17,16,3,268,69,20.61,221,121.26,0,1,1,20,16
402066,402066,Sufyan Mehmood,OMA,Sufyan Mehmood (OMA),2015-2026,30,21,5,268,40*,16.75,346,77.45,0,0,1,16,5
1280658,1280658,R Abdulkareem,NGA,R Abdulkareem (NGA),2021-2025,52,30,10,267,39,13.35,309,86.4,0,0,2,19,9
326434,326434,AT Carey,AUS,AT Carey (AUS),2018-2025,42,29,5,267,37*,11.12,243,109.87,0,0,2,23,7
946361,946361,C De Freitas,POR,C De Freitas (POR),2026-2026,6,6,0,267,125,44.5,145,184.13,1,2,0,27,12
430105,430105,JS Malhotra,USA,JS Malhotra (USA),2019-2022,17,15,1,267,58,19.07,226,118.14,0,1,0,20,10
681801,681801,Shakeel Ahmed,OMA,Shakeel Ahmed (OMA),2023-2026,47,26,7,266,45,14,270,98.51,0,0,3,20,9
1335263,1335263,Akhil Anil,TAN,Akhil Anil (TAN),2022-2024,27,23,4,265,52*,13.94,222,119.36,0,1,2,20,12
396580,396580,S Ghimire,POR,S Ghimire (POR),2023-2024,12,10,3,265,53*,37.85,218,121.55,0,1,0,29,5
1432705,1432705,Kamran Ahmadzai,Fran,Kamran Ahmadzai (Fran),2024-2026,14,13,3,265,56,26.5,167,158.68,0,1,1,17,16
1487992,1487992,D Johnson,SUI,D Johnson (SUI),2025-2026,22,21,2,262,55,13.78,226,115.92,0,1,3,22,10
580400,580400,Khizar Hayat,MAS,Khizar Hayat (MAS),2020-2025,58,31,11,262,28,13.1,265,98.86,0,0,5,17,5
1217471,1217471,Muhammad Younis,BHR,Muhammad Younis (BHR),2020-2022,14,14,1,262,82*,20.15,203,129.06,0,1,2,27,11
1403961,1403961,PR Santhanakrishnan,MEX,PR Santhanakrishnan (MEX),2023-2025,22,19,1,262,44*,14.55,257,101.94,0,0,2,27,9
515224,515224,A Turkmen,TKY,A Turkmen (TKY),2022-2025,16,15,5,262,51*,26.2,197,132.99,0,2,1,24,12
327830,327830,D Pretorius,SA,D Pretorius (SA),2017-2022,30,17,5,261,77*,21.75,159,164.15,0,1,2,22,15
1345170,1345170,Waseem Yaqoob,LES,Waseem Yaqoob (LES),2022-2026,21,20,2,261,50,14.5,318,82.07,0,1,2,19,10
300624,300624,SA Wijeyeratne,CAN,SA Wijeyeratne (CAN),2019-2024,17,13,1,261,56,21.75,214,121.96,0,3,2,38,2
1411844,1411844,KH Abe,JPN,KH Abe (JPN),2024-2025,24,21,2,260,80,13.68,215,120.93,0,1,3,16,13
571703,571703,WP Masakadza,ZIM,WP Masakadza (ZIM),2015-2026,79,44,14,260,34,8.66,278,93.52,0,0,3,17,5
55805,55805,T Taibu,ZIM,T Taibu (ZIM),2007-2012,17,15,6,259,45*,28.77,257,100.77,0,0,2,19,2
26038,26038,Adnan Ilyas,OMA,Adnan Ilyas (OMA),2015-2016,12,11,0,258,54,23.45,218,118.34,0,1,0,16,8
533953,533953,Najeeb Tarakai,AFG,Najeeb Tarakai (AFG),2014-2019,12,12,0,258,90,21.5,210,122.85,0,1,1,21,13
1403921,1403921,L Rossi,ARG,L Rossi (ARG),2023-2026,20,17,1,258,55,16.12,265,97.35,0,1,1,24,4
1077309,1077309,Khurram Nawaz,OMA,Khurram Nawaz (OMA),2017-2022,24,18,5,257,58,19.76,215,119.53,0,1,1,17,12
1345171,1345171,LJ Leokaoke,LES,LJ Leokaoke (LES),2024-2026,14,13,3,257,71*,25.7,251,102.39,0,2,0,35,4
1150884,1150884,Mohamed Arief,MAS,Mohamed Arief (MAS),2019-2023,20,16,3,257,52*,19.76,206,124.75,0,1,0,28,6
1328735,1328735,YI Patel,KUW,YI Patel (KUW),2022-2026,57,32,15,257,40,15.11,289,88.92,0,0,2,10,8
280490,280490,JT Smuts,ITA/SA,JT Smuts (ITA/SA),2017-2026,20,19,0,257,45,13.52,236,108.89,0,0,2,27,10
1440888,1440888,Yves Cyusa,RWN,Yves Cyusa (RWN),2024-2026,29,21,4,257,61,15.11,269,95.53,0,1,0,23,8
345284,345284,Mahmud Jasat,PAN,Mahmud Jasat (PAN),2021-2024,20,20,1,256,35,13.47,358,71.5,0,0,3,17,2
1463244,1463244,A Oxley,Blz,A Oxley (Blz),2024-2026,11,9,1,256,80*,32,309,82.84,0,1,0,15,2
328026,328026,I Udana,SL,I Udana (SL),2009-2021,35,25,11,256,84*,18.28,186,137.63,0,1,3,16,14
1314064,1314064,Ali Farasat,HUN,Ali Farasat (HUN),2022-2026,25,24,3,255,32,12.14,224,113.83,0,0,2,14,14
6683,6683,SE Marsh,AUS,SE Marsh (AUS),2008-2016,15,15,1,255,47*,18.21,248,102.82,0,0,2,15,10
1344843,1344843,Kashif Siddique,KSA,Kashif Siddique (KSA),2022-2024,11,11,0,254,57,23.09,184,138.04,0,2,1,39,6
290462,290462,SF Mire,ZIM,SF Mire (ZIM),2018-2019,9,8,0,253,94,31.62,196,129.08,0,2,0,23,13
1287092,1287092,D Sabir,BER,D Sabir (BER),2021-2026,38,24,6,253,46,14.05,219,115.52,0,0,5,21,6
1198940,1198940,G Manan,ROM,G Manan (ROM),2019-2025,18,17,0,252,40,14.82,166,151.8,0,0,2,28,15
1178058,1178058,P Murungi,UGA,P Murungi (UGA),2022-2024,37,25,7,252,31,14,213,118.3,0,0,1,22,9
1204627,1204627,K Nestor,GIBR,K Nestor (GIBR),2019-2026,42,30,6,251,35,10.45,274,91.6,0,0,8,23,9
596097,596097,RA Hermann,SA,RA Hermann (SA),2025-2026,12,11,1,250,63,25,198,126.26,0,1,0,21,10
346552,346552,AB Kamara,SLE,AB Kamara (SLE),2021-2026,22,20,4,250,43*,15.62,279,89.6,0,0,3,10,8
500270,500270,DP Michael,Samoa,DP Michael (Samoa),2019-2022,10,10,2,250,63*,31.25,219,114.15,0,3,1,13,13
6038,6038,DT Johnston,IRE,DT Johnston (IRE),2008-2013,30,19,7,249,62,20.75,184,135.32,0,1,1,13,11
1023393,1023393,B Kohler-Cadmore,GER,B Kohler-Cadmore (GER),2024-2026,8,8,1,249,133*,35.57,128,194.53,1,0,2,29,14
35582,35582,RV Uthappa,IND,RV Uthappa (IND),2007-2015,13,12,2,249,50,24.9,211,118,0,1,1,26,6
1179847,1179847,SH Venugopal,SGP,SH Venugopal (SGP),2025-2025,13,13,2,249,46*,22.63,231,107.79,0,0,0,14,7
257785,257785,M Raikes,GIBR,M Raikes (GIBR),2024-2025,7,7,1,248,85,41.33,161,154.03,0,3,0,25,10
1058938,1058938,Wasim Ali,OMA,Wasim Ali (OMA),2019-2026,17,16,3,247,38,19,199,124.12,0,0,0,18,12
1107680,1107680,DK Anefie,GHA,DK Anefie (GHA),2019-2023,36,28,5,246,46,10.69,227,108.37,0,0,11,10,12
1129328,1129328,AT Nidamanuru,NED,AT Nidamanuru (NED),2022-2025,26,19,0,244,36,12.84,225,108.44,0,0,5,10,13
1409303,1409303,AA Rahayu,INA,AA Rahayu (INA),2023-2026,46,24,9,244,55*,16.26,260,93.84,0,1,2,20,7
1167316,1167316,GR Russ,PHI,GR Russ (PHI),2019-2025,27,22,8,244,43*,17.42,297,82.15,0,0,4,22,3
