cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
390481,390481,HV Patel,IND,HV Patel (IND),2021-2023,25,10,4,77,18,12.83,57,135.08,0,0,1,9,3
526481,526481,Saqib Zulfiqar,NED,Saqib Zulfiqar (NED),2018-2025,12,8,2,77,25*,12.83,74,104.05,0,0,0,4,2
1387420,1387420,Swann Htet Ko Ko,MYAN,Swann Htet Ko Ko (MYAN),2023-2025,22,19,5,77,11,5.5,133,57.89,0,0,4,1,3
1321183,1321183,Yogev Nagavkar,ISR,Yogev Nagavkar (ISR),2022-2024,5,5,0,77,39,15.4,103,74.75,0,0,1,8,0
1338626,1338626,Alam Nakash,SKOR,Alam Nakash (SKOR),2022-2024,10,10,0,76,24,7.6,85,89.41,0,0,3,4,1
554068,554068,Amjad Mahboob,SGP,Amjad Mahboob (SGP),2019-2023,30,18,7,76,38,6.9,74,102.7,0,0,2,1,7
1484462,1484462,R Baruah,EST,R Baruah (EST),2025-2025,7,7,3,76,48,19,45,168.88,0,0,1,5,5
12856,12856,A Flintoff,ENG,A Flintoff (ENG),2005-2007,7,7,1,76,31,12.66,60,126.66,0,0,1,7,2
40582,40582,Imran Farhat,PAK,Imran Farhat (PAK),2010-2011,7,7,0,76,19,10.85,70,108.57,0,0,1,14,0
208253,208253,Irfan Ahmed,HKG,Irfan Ahmed (HKG),2014-2015,8,8,0,76,34,9.5,83,91.56,0,0,2,4,6
1275728,1275728,V Jagannivasan,CZK-R,V Jagannivasan (CZK-R),2021-2022,7,6,1,76,55,15.2,76,100,0,1,2,10,0
1283581,1283581,AL Kerai,SLE,AL Kerai (SLE),2021-2021,9,9,1,76,24,9.5,124,61.29,0,0,3,2,2
25430,25430,NFI McCallum,SCOT,NFI McCallum (SCOT),2007-2010,11,7,0,76,38,10.85,85,89.41,0,0,3,7,1
585437,585437,N Master,BOT,N Master (BOT),2019-2026,8,5,2,76,35*,25.33,63,120.63,0,0,0,7,2
55612,55612,S Matsikenyeri,ZIM,S Matsikenyeri (ZIM),2006-2012,10,10,0,76,32,7.6,82,92.68,0,0,2,6,3
20286,20286,VS Solanki,ENG,VS Solanki (ENG),2005-2007,3,3,0,76,43,25.33,61,124.59,0,0,0,10,1
681067,681067,Akif Raja,UAE,Akif Raja (UAE),2021-2025,23,7,4,75,28,25,67,111.94,0,0,0,7,2
1193255,1193255,LHB Harrington-Myers,CAY,LHB Harrington-Myers (CAY),2019-2022,9,8,3,75,22,15,83,90.36,0,0,1,3,2
1163190,1163190,B Isaac,STHEL,B Isaac (STHEL),2022-2024,11,6,1,75,34,15,106,70.75,0,0,1,3,0
1487321,1487321,H Khuttan,POR,H Khuttan (POR),2025-2026,9,5,1,75,30,18.75,50,150,0,0,0,4,6
1527493,1527493,Mohammed Jamadar,LES,Mohammed Jamadar (LES),2026-2026,5,5,0,75,31,15,97,77.31,0,0,0,11,0
1284534,1284534,Muhammad Murad,QAT,Muhammad Murad (QAT),2021-2025,18,10,4,75,14*,12.5,79,94.93,0,0,1,1,5
1271985,1271985,S Santhirakumaran,Fran,S Santhirakumaran (Fran),2021-2023,6,6,0,75,34,12.5,110,68.18,0,0,1,6,0
1143533,1143533,Sikander Billah,BHR,Sikander Billah (BHR),2022-2022,7,6,2,75,33,18.75,56,133.92,0,0,1,8,2
467851,467851,E Ul Haq,NOR,E Ul Haq (NOR),2019-2021,10,10,0,75,30,7.5,120,62.5,0,0,1,7,1
1431563,1431563,M Vivekanandan,MNG,M Vivekanandan (MNG),2024-2024,13,12,0,75,25,6.25,159,47.16,0,0,4,8,0
1233059,1233059,Zain Asif,BUL,Zain Asif (BUL),2023-2023,4,3,0,75,43,25,47,159.57,0,0,0,6,6
1263691,1263691,Rehan Ahmed,ENG,Rehan Ahmed (ENG),2023-2026,13,9,4,74,19*,14.8,52,142.3,0,0,1,6,5
1046611,1046611,Ahmed Wardak,GER,Ahmed Wardak (GER),2019-2026,15,8,4,74,29,18.5,84,88.09,0,0,0,6,1
1284225,1284225,Asad Mahmood,SUI,Asad Mahmood (SUI),2021-2025,16,9,1,74,33,9.25,71,104.22,0,0,0,4,4
36185,36185,NJ Astle,NZ,NJ Astle (NZ),2005-2006,4,4,1,74,40*,24.66,67,110.44,0,0,0,7,2
1514450,1514450,GS Bajwa,ESP,GS Bajwa (ESP),2025-2025,4,3,1,74,38*,37,57,129.82,0,0,0,5,4
384817,384817,AR Berenger,QAT,AR Berenger (QAT),2021-2021,4,4,0,74,37,18.5,54,137.03,0,0,0,8,3
1208991,1208991,JN Dorji,BHU,JN Dorji (BHU),2019-2024,9,9,0,74,30,8.22,97,76.28,0,0,3,8,0
1274035,1274035,P Hatchman,GIBR,P Hatchman (GIBR),2021-2023,13,10,2,74,22,9.25,84,88.09,0,0,0,4,2
1203364,1203364,Hirenkumar Patel,Chile,Hirenkumar Patel (Chile),2019-2019,4,4,0,74,22,18.5,82,90.24,0,0,0,9,1
1423602,1423602,J Masquater,TAN,J Masquater (TAN),2024-2024,6,6,0,74,32,12.33,105,70.47,0,0,1,9,2
1387419,1387419,Myat Thu Aung,MYAN,Myat Thu Aung (MYAN),2023-2025,22,12,5,74,18,10.57,157,47.13,0,0,0,3,0
24714,24714,KO Otieno,KENYA,KO Otieno (KENYA),2008-2008,4,4,0,74,40,18.5,79,93.67,0,0,0,5,2
1313735,1313735,Sapan Mehta,FIN,Sapan Mehta (FIN),2022-2022,5,5,0,74,33,14.8,82,90.24,0,0,0,3,0
1284223,1284223,Ashwin Vinod,SUI,Ashwin Vinod (SUI),2021-2026,33,15,9,73,15*,12.16,72,101.38,0,0,1,3,3
36581,36581,NT Broom,NZ,NT Broom (NZ),2009-2017,11,7,1,73,36,12.16,68,107.35,0,0,0,8,1
25589,25589,Khurram Khan,UAE,Khurram Khan (UAE),2014-2014,3,3,0,73,31,24.33,73,100,0,0,0,8,0
522225,522225,AM Oyede,NGA,AM Oyede (NGA),2019-2019,8,8,1,73,39,10.42,104,70.19,0,0,2,5,1
580987,580987,Bilal Safdar,NOR,Bilal Safdar (NOR),2021-2022,9,8,2,73,37*,12.16,86,84.88,0,0,0,7,0
1155510,1155510,LA Simango,MOZ,LA Simango (MOZ),2019-2022,21,12,6,73,18,12.16,99,73.73,0,0,0,8,1
20387,20387,AJ Strauss,ENG,AJ Strauss (ENG),2005-2009,4,4,0,73,33,18.25,64,114.06,0,0,1,9,0
1159654,1159654,RA Thomas,CAN,RA Thomas (CAN),2019-2019,8,8,1,73,18,10.42,95,76.84,0,0,1,7,1
515225,515225,M Ozturk,TKY,M Ozturk (TKY),2022-2024,12,10,1,73,21,8.11,110,66.36,0,0,1,3,5
1217278,1217278,Yousef Shadzehisarjou,Iran,Yousef Shadzehisarjou (Iran),2020-2020,3,3,0,73,39,24.33,106,68.86,0,0,0,9,0
590021,590021,AA Banner,Blz,AA Banner (Blz),2019-2026,11,8,0,72,28,9,70,102.85,0,0,1,8,3
1459925,1459925,Delroy Leo,STHEL,Delroy Leo (STHEL),2024-2026,7,6,0,72,31,12,88,81.81,0,0,0,5,2
55894,55894,Farhad Reza,BAN,Farhad Reza (BAN),2006-2014,13,9,0,72,19,8,88,81.81,0,0,1,4,2
1492928,1492928,Hassan Khan,GER,Hassan Khan (GER),2025-2025,6,6,2,72,51*,18,61,118.03,0,1,2,4,3
1153748,1153748,OJ Herrington,BEL,OJ Herrington (BEL),2025-2025,7,5,1,72,44*,18,70,102.85,0,0,0,1,5
1267513,1267513,NR Johns-Wickberg,SRB,NR Johns-Wickberg (SRB),2021-2023,19,11,4,72,24,10.28,95,75.78,0,0,0,9,0
499560,499560,PE Kruger,SA,PE Kruger (SA),2024-2024,7,5,1,72,44,18,60,120,0,0,0,6,3
1514022,1514022,Mohmedazim Abbasbhai,Zamb,Mohmedazim Abbasbhai (Zamb),2025-2025,7,6,0,72,26,12,75,96,0,0,1,9,1
524255,524255,KV Morea,PNG,KV Morea (PNG),2021-2026,26,16,9,72,16*,10.28,70,102.85,0,0,2,5,3
346613,346613,S Samal,RWN,S Samal (RWN),2021-2021,8,5,0,72,31,14.4,63,114.28,0,0,0,5,3
1499290,1499290,Sojib Miah,CZK-R,Sojib Miah (CZK-R),2025-2026,5,5,1,72,27,18,46,156.52,0,0,0,8,3
820689,820689,SK Springer,WI,SK Springer (WI),2024-2026,7,5,2,72,39,24,51,141.17,0,0,0,7,3
22533,22533,AS Wright,GUE,AS Wright (GUE),2019-2019,8,7,0,72,43,10.28,84,85.71,0,0,1,6,3
1318791,1318791,Abdul Stanikzai,GER,Abdul Stanikzai (GER),2022-2022,5,5,0,71,24,14.2,88,80.68,0,0,1,4,3
1403972,1403972,MY Bawa,PAN,MY Bawa (PAN),2025-2026,5,4,0,71,47,17.75,82,86.58,0,0,0,4,3
55346,55346,AG Cremer,ZIM,AG Cremer (ZIM),2008-2026,35,21,7,71,17,5.07,112,63.39,0,0,3,2,0
1345182,1345182,MT Diaby,Mali,MT Diaby (Mali),2022-2023,10,9,0,71,31,7.88,111,63.96,0,0,2,7,0
1382779,1382779,Izhar Hussain,SUI,Izhar Hussain (SUI),2023-2026,7,5,1,71,29,17.75,88,80.68,0,0,1,6,1
388781,388781,MO Kain,USA,MO Kain (USA),2021-2022,7,6,1,71,39*,14.2,50,142,0,0,2,5,3
1301686,1301686,Kapil Kumar,PHI,Kapil Kumar (PHI),2022-2023,6,6,0,71,23,11.83,109,65.13,0,0,1,6,2
1198917,1198917,A Nanda,LUX,A Nanda (LUX),2019-2025,34,15,4,71,21*,6.45,77,92.2,0,0,2,4,3
1323434,1323434,Shamsullah Ehsan,TKY,Shamsullah Ehsan (TKY),2022-2024,8,8,0,71,39,8.87,98,72.44,0,0,1,7,0
492707,492707,Vichanath Singh,THA,Vichanath Singh (THA),2019-2023,15,11,2,71,18,7.88,118,60.16,0,0,0,2,0
1454409,1454409,CC Machado,BRA,CC Machado (BRA),2024-2026,20,16,2,70,14,5,144,48.61,0,0,3,2,0
500360,500360,AD Nath,UAE,AD Nath (UAE),2026-2026,2,2,2,70,53*,-,50,140,0,1,0,3,6
1058990,1058990,Ansh Tandon,UAE,Ansh Tandon (UAE),2020-2023,9,7,1,70,34*,11.66,59,118.64,0,0,0,5,3
278491,278491,Awais Zia,PAK,Awais Zia (PAK),2012-2014,5,5,0,70,23,14,80,87.5,0,0,0,4,3
1387422,1387422,Deng Jinqi,CHN,Deng Jinqi (CHN),2023-2026,8,7,1,70,38,11.66,122,57.37,0,0,2,3,0
1314061,1314061,Gaurav Mishra,ROM,Gaurav Mishra (ROM),2022-2023,12,6,2,70,24,17.5,61,114.75,0,0,0,3,2
1495168,1495168,DAM Louis,QAT,DAM Louis (QAT),2025-2026,14,9,3,70,17*,11.66,65,107.69,0,0,1,2,4
1516326,1516326,Muhammad Naeem,CAM,Muhammad Naeem (CAM),2025-2025,9,8,1,70,46*,10,80,87.5,0,0,2,4,4
519042,519042,FF Mulivai,Samoa,FF Mulivai (Samoa),2019-2019,4,4,0,70,48,17.5,37,189.18,0,0,1,2,8
526482,526482,Sikander Zulfiqar,NED,Sikander Zulfiqar (NED),2016-2025,12,9,1,70,18,8.75,71,98.59,0,0,0,5,0
345290,345290,VA Singh,SUR,VA Singh (SUR),2024-2024,8,8,1,70,30,10,105,66.66,0,0,1,2,0
1443393,1443393,K Sonavale,OMA,K Sonavale (OMA),2024-2026,6,6,0,70,20,11.66,73,95.89,0,0,1,8,1
1541840,1541840,Syed Ahzamul Haq,UZB,Syed Ahzamul Haq (UZB),2026-2026,4,4,3,70,55*,70,64,109.37,0,1,1,5,5
1143150,1143150,Abubacarr Kuyateh,GMB,Abubacarr Kuyateh (GMB),2022-2024,11,11,0,69,33,6.27,107,64.48,0,0,4,8,2
1431558,1431558,T Amarmend,MNG,T Amarmend (MNG),2024-2024,13,12,1,69,21*,6.27,157,43.94,0,0,5,6,1
800395,800395,Anas Khan,HKG,Anas Khan (HKG),2014-2026,27,10,3,69,21*,9.85,81,85.18,0,0,5,5,2
467814,467814,S Bangera,ISR,S Bangera (ISR),2022-2024,8,8,0,69,23,8.62,84,82.14,0,0,1,7,0
772511,772511,TL Cutler,VAN,TL Cutler (VAN),2024-2026,14,8,3,69,34*,13.8,65,106.15,0,0,1,2,6
1203183,1203183,Hafez Farooq,Peru,Hafez Farooq (Peru),2019-2019,4,4,0,69,24,17.25,67,102.98,0,0,0,7,2
314984,314984,C Hauptfleisch,CAY,C Hauptfleisch (CAY),2019-2019,5,5,0,69,42,13.8,85,81.17,0,0,1,4,2
749499,749499,Ibrarul Haq,KSA,Ibrarul Haq (KSA),2019-2019,5,4,0,69,49,17.25,47,146.8,0,0,1,6,4
6128,6128,SM Katich,AUS,SM Katich (AUS),2005-2006,3,2,0,69,39,34.5,47,146.8,0,0,0,8,2
217525,217525,J Linton,CAY,J Linton (CAY),2022-2022,3,3,0,69,40,23,89,77.52,0,0,0,2,2
1382061,1382061,L Maximo,BRA,L Maximo (BRA),2024-2026,16,12,2,69,12,6.9,120,57.5,0,0,2,3,0
1143525,1143525,GBW Munaweera,QAT,GBW Munaweera (QAT),2019-2024,29,12,8,69,22,17.25,57,121.05,0,0,1,6,2
1460178,1460178,A Nagarajan,QAT,A Nagarajan (QAT),2024-2025,8,6,1,69,28,13.8,77,89.61,0,0,0,8,1
650789,650789,OE Newey,GUE,OE Newey (GUE),2019-2022,10,7,1,69,23*,11.5,79,87.34,0,0,1,3,0
1510114,1510114,Raihan Hossain,TLS,Raihan Hossain (TLS),2025-2025,8,8,0,69,19,8.62,128,53.9,0,0,0,3,0
526492,526492,TB Sole,SCOT,TB Sole (SCOT),2019-2019,9,6,2,69,33*,17.25,43,160.46,0,0,0,9,1
475281,475281,SN Thakur,IND,SN Thakur (IND),2018-2022,25,6,3,69,22*,23,38,181.57,0,0,2,5,4
1182001,1182001,J Umanath,MEX,J Umanath (MEX),2019-2025,9,8,1,69,25,9.85,80,86.25,0,0,2,7,2
1323437,1323437,Zafer Durmaz,TKY,Zafer Durmaz (TKY),2022-2025,8,8,1,69,49,9.85,56,123.21,0,0,5,8,2
388740,388740,JD Baker,Samoa,JD Baker (Samoa),2019-2022,10,8,5,68,40*,22.66,62,109.67,0,0,1,5,3
516561,516561,Dawlat Zadran,AFG,Dawlat Zadran (AFG),2012-2019,34,17,8,68,13,7.55,42,161.9,0,0,3,4,6
51660,51660,TM Dowlin,WI,TM Dowlin (WI),2009-2010,2,2,1,68,37*,68,69,98.55,0,0,0,8,0
906783,906783,OC McCoy,WI,OC McCoy (WI),2019-2025,43,14,7,68,23*,9.71,67,101.49,0,0,2,7,4
1163136,1163136,AAA Patel,LES,AAA Patel (LES),2021-2022,8,7,0,68,28,9.71,81,83.95,0,0,1,6,3
25065,25065,JNT Vare,PNG,JNT Vare (PNG),2015-2017,8,7,0,68,38,9.71,71,95.77,0,0,0,4,0
387845,387845,C Viljoen,NAM,C Viljoen (NAM),2019-2019,12,7,3,68,33,17,70,97.14,0,0,0,7,1
1392856,1392856,KA Vimlesh,ROM,KA Vimlesh (ROM),2023-2025,6,6,4,68,39,34,71,95.77,0,0,0,5,0
1286505,1286505,AN Aminou,CAM,AN Aminou (CAM),2022-2026,23,17,2,67,22,4.46,74,90.54,0,0,9,2,4
1399353,1399353,LR Gaonkar,PAN,LR Gaonkar (PAN),2023-2025,6,6,0,67,23,11.16,80,83.75,0,0,0,4,1
326016,326016,B Kumar,IND,B Kumar (IND),2012-2022,87,21,13,67,16,8.37,94,71.27,0,0,2,0,0
1481323,1481323,A McKnight,,A McKnight (),2025-2025,2,2,0,67,40,33.5,74,90.54,0,0,0,6,2
1481336,1481336,Meet Ahir,PAN,Meet Ahir (PAN),2025-2025,4,4,2,67,43*,33.5,68,98.52,0,0,0,5,2
1151266,1151266,Muhammad Zafar Khan,TAN,Muhammad Zafar Khan (TAN),2024-2024,5,5,2,67,24,22.33,55,121.81,0,0,0,15,0
542375,542375,Nazril Rahman,MAS,Nazril Rahman (MAS),2019-2022,13,8,2,67,24*,11.16,68,98.52,0,0,1,5,1
1534346,1534346,V Veiqravi,Fiji,V Veiqravi (Fiji),2026-2026,6,6,0,67,29,11.16,82,81.7,0,0,2,4,5
1387423,1387423,Zong Yuechao,CHN,Zong Yuechao (CHN),2023-2026,10,9,2,67,29,9.57,125,53.6,0,0,2,5,1
1073106,1073106,Abdul Samad,PAK,Abdul Samad (PAK),2025-2025,5,4,0,66,44,16.5,58,113.79,0,0,0,4,3
650561,650561,Abraash Khan,CAN,Abraash Khan (CAN),2019-2019,7,4,0,66,22,16.5,60,110,0,0,0,7,1
1318866,1318866,Ahmad Khalid Ahmadzai,BEL,Ahmad Khalid Ahmadzai (BEL),2022-2026,11,10,3,66,30*,9.42,45,146.66,0,0,2,1,8
1476213,1476213,TV Badri Narayanan,CRC,TV Badri Narayanan (CRC),2025-2026,10,10,2,66,19,8.25,127,51.96,0,0,1,3,1
345286,345286,AK Gokoel,SUR,AK Gokoel (SUR),2024-2026,13,10,2,66,34*,8.25,117,56.41,0,0,3,2,0
302875,302875,J Kila,PNG,J Kila (PNG),2019-2025,17,9,4,66,27*,13.2,46,143.47,0,0,1,4,5
568452,568452,Muhammad Wafiq,MAS,Muhammad Wafiq (MAS),2019-2025,39,18,7,66,16*,6,81,81.48,0,0,5,3,4
1437339,1437339,WSLK Narayana,ISR,WSLK Narayana (ISR),2024-2024,4,4,0,66,32,16.5,53,124.52,0,0,0,10,1
1451386,1451386,Rhys Burinaga,PHI,Rhys Burinaga (PHI),2024-2025,14,12,2,66,22,6.6,87,75.86,0,0,0,1,1
1448048,1448048,Sajid Khan Afridi,GRC,Sajid Khan Afridi (GRC),2024-2024,4,4,0,66,31,16.5,53,124.52,0,0,0,4,4
1393061,1393061,T Sandaruwan,ROM,T Sandaruwan (ROM),2025-2026,11,9,1,66,31,8.25,56,117.85,0,0,3,5,2
1046605,1046605,A Sarma,GER,A Sarma (GER),2019-2021,5,4,0,66,28,16.5,77,85.71,0,0,0,4,1
1159163,1159163,Chen Zhuo Yue,CHN,Chen Zhuo Yue (CHN),2023-2026,13,13,3,65,14,6.5,106,61.32,0,0,2,3,2
574178,574178,A Dananjaya,SL,A Dananjaya (SL),2012-2024,33,16,8,65,11*,8.12,72,90.27,0,0,2,7,0
307617,307617,Iqbal Hussain,QAT,Iqbal Hussain (QAT),2019-2021,26,11,5,65,22*,10.83,60,108.33,0,0,3,4,2
806239,806239,B Mavuta,ZIM,B Mavuta (ZIM),2018-2024,13,10,6,65,28,16.25,51,127.45,0,0,1,3,3
290948,290948,Mohammad Amir,PAK,Mohammad Amir (PAK),2009-2024,62,17,8,65,21*,7.22,76,85.52,0,0,2,3,3
386993,386993,Mohamed Mahfooz,MDV,Mohamed Mahfooz (MDV),2019-2021,15,9,2,65,16,9.28,88,73.86,0,0,0,3,0
1538497,1538497,Muhammad Adil,BHR,Muhammad Adil (BHR),2026-2026,3,2,0,65,45,32.5,31,209.67,0,0,0,5,5
1464737,1464737,Nawazish Akhtar,KSA,Nawazish Akhtar (KSA),2024-2025,11,8,4,65,18*,16.25,69,94.2,0,0,1,4,1
1175441,1175441,Ravi Bishnoi,IND,Ravi Bishnoi (IND),2022-2026,45,14,7,65,10*,9.28,52,125,0,0,2,9,1
1296273,1296273,Rupesh Singh,NEP,Rupesh Singh (NEP),2025-2025,4,3,1,65,43*,32.5,43,151.16,0,0,0,2,4
1278252,1278252,Shariz Ahmad,NED,Shariz Ahmad (NED),2022-2025,14,7,2,65,16*,13,63,103.17,0,0,0,5,0
42889,42889,Shoaib Khan jnr,PAK,Shoaib Khan jnr (PAK),2008-2008,4,4,0,65,50,16.25,74,87.83,0,1,1,7,0
1482331,1482331,DPS Tyagi,SGP,DPS Tyagi (SGP),2025-2026,12,10,4,65,26,10.83,57,114.03,0,0,1,4,3
1479950,1479950,Vishal Sharma,NOR,Vishal Sharma (NOR),2025-2025,9,8,0,65,23,8.12,94,69.14,0,0,2,3,1
922941,922941,Abdullah Shafique,PAK,Abdullah Shafique (PAK),2020-2023,6,6,1,64,41*,12.8,53,120.75,0,0,4,5,3
1115033,1115033,SK Atai,PNG,SK Atai (PNG),2019-2022,18,12,3,64,28*,7.11,60,106.66,0,0,4,5,1
629075,629075,M Bhanuka,SL,M Bhanuka (SL),2019-2021,5,4,0,64,36,16,66,96.96,0,0,1,7,0
550235,550235,TK Curran,ENG,TK Curran (ENG),2017-2021,30,13,7,64,14*,10.66,56,114.28,0,0,0,1,4
1148593,1148593,EN Gay,ITA,EN Gay (ITA),2025-2025,3,3,0,64,50,21.33,30,213.33,0,1,0,9,2
25451,25451,RM Haq,SCOT,RM Haq (SCOT),2007-2013,21,12,7,64,21*,12.8,96,66.66,0,0,1,2,1
52197,52197,DP Hyatt,WI,DP Hyatt (WI),2011-2012,5,5,1,64,28,16,54,118.51,0,0,0,4,4
1482328,1482328,JS Iggo,SGP,JS Iggo (SGP),2025-2025,6,6,0,64,31,10.66,79,81.01,0,0,1,4,1
1204641,1204641,Imran Khan,POR,Imran Khan (POR),2019-2024,10,8,1,64,36,9.14,61,104.91,0,0,2,5,3
1344842,1344842,Irshad Mubbashar,KSA,Irshad Mubbashar (KSA),2022-2022,5,4,0,64,21,16,75,85.33,0,0,0,2,2
1397996,1397996,Kashif Abbas,KSA,Kashif Abbas (KSA),2023-2024,6,6,0,64,19,10.66,58,110.34,0,0,0,7,3
24599,24599,WB Rankin,ENG/IRE,WB Rankin (ENG/IRE),2009-2020,50,15,8,64,16*,9.14,74,86.48,0,0,2,3,3
38261,38261,DJ Reekers,NED,DJ Reekers (NED),2008-2009,6,5,0,64,29,12.8,49,130.61,0,0,1,10,2
1198947,1198947,Sadeeq Khan,ROM,Sadeeq Khan (ROM),2019-2019,3,3,1,64,28,32,42,152.38,0,0,0,3,6
1172133,1172133,D Sheeli,KUW,D Sheeli (KUW),2019-2023,7,7,0,64,19,9.14,60,106.66,0,0,0,7,2
1541839,1541839,S Shermatov,UZB,S Shermatov (UZB),2026-2026,4,4,0,64,53,16,64,100,0,1,1,2,6
873769,873769,Sultan Ahmed,UAE,Sultan Ahmed (UAE),2017-2022,25,16,5,64,18,5.81,67,95.52,0,0,6,1,4
318713,318713,CR Suryawanshi,SGP,CR Suryawanshi (SGP),2019-2023,5,4,0,64,53,16,50,128,0,1,1,5,2
625872,625872,Usman Waheed,KUW,Usman Waheed (KUW),2019-2019,6,4,1,64,28*,21.33,61,104.91,0,0,1,6,1
1151262,1151262,D Uwimana,RWN,D Uwimana (RWN),2021-2026,11,7,3,64,16*,16,90,71.11,0,0,0,6,1
1493419,1493419,J Wilson,GIBR,J Wilson (GIBR),2025-2026,11,5,2,64,31*,21.33,42,152.38,0,0,0,4,5
1082760,1082760,MP Biddappa,PHI,MP Biddappa (PHI),2019-2022,7,5,1,63,26,15.75,101,62.37,0,0,1,4,1
1129634,1129634,KD Clarke,NZ,KD Clarke (NZ),2026-2026,4,4,0,63,51,15.75,48,131.25,0,1,0,9,1
679567,679567,BJ Dwarshuis,AUS,BJ Dwarshuis (AUS),2022-2026,15,11,3,63,17,7.87,79,79.74,0,0,1,2,1
1099225,1099225,F Hand,IRE,F Hand (IRE),2022-2025,14,10,3,63,36,9,48,131.25,0,0,2,8,2
352292,352292,Imran Ismail,MOZ,Imran Ismail (MOZ),2019-2019,7,7,0,63,17,9,58,108.62,0,0,0,7,3
1362921,1362921,P Kotoisuva,Fiji,P Kotoisuva (Fiji),2023-2024,10,9,2,63,28*,9,52,121.15,0,0,3,2,5
1509238,1509238,LG Moras,BRA,LG Moras (BRA),2025-2026,15,11,1,63,13*,6.3,91,69.23,0,0,0,3,2
1182025,1182025,S Murari,CRC,S Murari (CRC),2019-2026,18,14,3,63,16,5.72,86,73.25,0,0,3,4,1
1203877,1203877,J Reb,SRB,J Reb (SRB),2019-2023,8,8,0,63,19,7.87,83,75.9,0,0,0,4,2
475816,475816,EB Ringera,KENYA,EB Ringera (KENYA),2019-2024,35,14,4,63,21*,6.3,74,85.13,0,0,0,2,1
1523013,1523013,Shahzeb Afridi,QAT,Shahzeb Afridi (QAT),2026-2026,5,5,3,63,35*,31.5,36,175,0,0,0,2,6
633362,633362,Sharafuddin Ashraf,AFG,Sharafuddin Ashraf (AFG),2015-2025,23,13,7,63,18,10.5,67,94.02,0,0,2,5,2
1348076,1348076,RD Atangana,CAM,RD Atangana (CAM),2022-2026,20,16,5,62,28,5.63,105,59.04,0,0,4,3,1
1526445,1526445,S Bharratt,SUR,S Bharratt (SUR),2026-2026,6,6,1,62,28,12.4,73,84.93,0,0,2,8,0
577345,577345,MD du Preez,NAM,MD du Preez (NAM),2021-2021,3,2,2,62,33*,-,58,106.89,0,0,0,5,1
1101787,1101787,K Joshi,AUT,K Joshi (AUT),2019-2021,8,5,2,62,32*,20.66,69,89.85,0,0,0,4,2
1283119,1283119,N Krishna,SEY,N Krishna (SEY),2021-2024,18,13,3,62,20,6.2,94,65.95,0,0,2,7,0
1230623,1230623,S Kushretha,LUX,S Kushretha (LUX),2020-2024,13,8,1,62,28,8.85,82,75.6,0,0,1,3,0
1158088,1158088,Naseem Shah,PAK,Naseem Shah (PAK),2022-2026,37,14,5,62,16,6.88,57,108.77,0,0,4,6,3
1325916,1325916,DK Pallekonda,SVN,DK Pallekonda (SVN),2022-2026,17,14,5,62,17*,6.88,90,68.88,0,0,0,7,0
364094,364094,GH Smit,GUE,GH Smit (GUE),2023-2023,3,3,0,62,56,20.66,57,108.77,0,1,1,5,1
