cricinfo_id,unique_player_id,final_player_name,source_country_text
1248188,1248188,A Saud,NEP
925835,925835,A Sawyer,GIBR
1500719,1500719,A Sethunathan,CRT
1438792,1438792,A Shahi,CYP
21431,21431,A Shahzad,ENG
23866,23866,A Shamshudeen,CAN
1161038,1161038,A Sharafu,UAE
1294141,1294141,A Sharma,UAE
20137,20137,A Shaw,ENG
581583,581583,A Shirai-Patmore,JPN
1283583,1283583,A Shreshta,NGA
20179,20179,A Shrewsbury snr,ENG
1167779,1167779,A Shukla,HKG
1445602,1445602,A Shukla,CRT
20185,20185,A Sidebottom,ENG
1070754,1070754,A Simelane,SA
1185747,1185747,A Sokovagone,Fiji
1203232,1203232,A Srivastav,Chile
7702,7702,A Symonds,AUS
1203246,1203246,A Tripathi,MEX
1323618,1323618,A Trivedi,LUX
1347288,1347288,A Turay,SLE
515224,515224,A Turkmen,TKY
7989,7989,A Turner,AUS
1203235,1203235,A Uniyal,Chile
25056,25056,A Vala,PNG
1101939,1101939,A Venkatesh,SWE
22251,22251,A Waddington,ENG
22290,22290,A Ward,ENG
22292,22292,A Ward,ENG
22314,22314,A Warren,ENG
22381,22381,A Wharton,ENG
1540861,1540861,A Wichakam,THA
22496,22496,A Wood,ENG
917089,917089,A Wright,CAY
1163186,1163186,A Yon,STHEL
379504,379504,A Zampa,AUS
463217,463217,A van der Merwe,IRE
26817,26817,AA Baig,IND
590021,590021,AA Banner,Blz
44716,44716,AA Donald,SA
1323426,1323426,AA Gajic,SRB
1451258,1451258,AA Hawoe,INA
1280685,1280685,AA Hussein,TAN
820681,820681,AA Jangoo,WI
637296,637296,AA Jasani,TAN
1155525,1155525,AA Jimoh,NGA
6465,6465,AA Mailey,AUS
6472,6472,AA Mallett,AUS
23899,23899,AA Mulla,CAN
1155511,1155511,AA Navicha,MOZ
6938,6938,AA Noffke,AUS
291844,291844,AA Obanda,KENYA
403321,403321,AA Onikoyi,NGA
1276396,1276396,AA Paradkar,USA
1409303,1409303,AA Rahayu,INA
256969,256969,AA Senn,CYP
513005,513005,AA Shafique,OMA
731007,731007,AA Westphal,MEX
1163136,1163136,AAA Patel,LES
1463541,1463541,AAH Bhikari,SUR
1039481,1039481,AAP Atkinson,ENG
1193275,1193275,AAP Rivero,ARG
49002,49002,AAW Gunawardena,SL
26184,26184,AB Agarkar,IND
274926,274926,AB Barath,WI
227712,227712,AB Dinda,IND
1198934,1198934,AB Dursak,TKY
51866,51866,AB Fudadin,WI
52067,52067,AB Howard,WI
346552,346552,AB Kamara,SLE
6553,6553,AB McDonald,AUS
1286503,1286503,AB Mengoumou,CAM
47521,47521,AB Tancred,SA
