unique_player_id,format,HasBowlingDetail,DetailBalls,DetailMaidens,DetailRunsConceded,DetailOvers
1000791,odi,TRUE,743,9,523,123.5
1005257,odi,TRUE,1519,19,1011,253.1
1005369,odi,TRUE,186,0,155,31.0
1012137,odi,TRUE,48,0,64,8.0
1015399,odi,TRUE,48,0,60,8.0
1015399,test,TRUE,336,6,188,56.0
1027779,odi,TRUE,180,0,135,30.0
1027781,odi,TRUE,402,3,400,67.0
1027781,test,TRUE,2191,79,1201,365.1
1028655,odi,FALSE,NA,NA,NA,NA
1028655,test,FALSE,NA,NA,NA,NA
1028665,odi,TRUE,198,0,177,33.0
1028665,test,TRUE,1320,50,642,220.0
1036191,odi,TRUE,1473,4,1458,245.3
1036197,odi,TRUE,279,0,326,46.3
1036209,odi,FALSE,NA,NA,NA,NA
1037845,test,FALSE,NA,NA,NA,NA
1038205,odi,TRUE,278,7,290,46.2
1038205,test,TRUE,414,2,354,69.0
1039481,odi,TRUE,472,0,527,78.4
1039481,test,TRUE,3055,96,1839,509.1
1041679,odi,TRUE,3101,19,2174,516.5
1043681,odi,TRUE,37,1,26,6.1
1045883,odi,FALSE,NA,NA,NA,NA
1045883,test,FALSE,NA,NA,NA,NA
1050545,odi,TRUE,385,4,299,64.1
1057456,odi,TRUE,246,0,264,41.0
1057762,odi,TRUE,263,3,182,43.5
10582,odi,TRUE,1860,11,1523,310.0
10582,test,TRUE,434,10,290,72.2
1058498,odi,TRUE,349,1,323,58.1
1058508,odi,TRUE,66,2,51,11.0
1058510,odi,FALSE,NA,NA,NA,NA
1058514,odi,FALSE,NA,NA,NA,NA
1058938,odi,TRUE,111,0,136,18.3
1058987,odi,TRUE,1208,6,1114,201.2
1058988,odi,FALSE,NA,NA,NA,NA
1058989,odi,TRUE,318,4,280,53.0
1058990,odi,FALSE,NA,NA,NA,NA
1059030,odi,FALSE,NA,NA,NA,NA
1059030,test,TRUE,96,1,88,16.0
1059122,odi,TRUE,301,0,295,50.1
1059122,test,TRUE,888,14,700,148.0
1060380,odi,FALSE,NA,NA,NA,NA
1061090,odi,FALSE,NA,NA,NA,NA
1061090,test,FALSE,NA,NA,NA,NA
1061467,odi,TRUE,1042,6,884,173.4
10617,odi,TRUE,6109,56,5364,1018.1
10617,test,TRUE,33698,1304,16719,5616.2
1062334,odi,TRUE,90,0,83,15.0
1062706,odi,TRUE,180,2,141,30.0
1062812,test,TRUE,3680,80,2102,613.2
10633,odi,TRUE,2937,66,1965,489.3
10633,test,TRUE,13558,501,6999,2259.4
1063728,odi,TRUE,6,0,18,1.0
10643,test,TRUE,204,8,91,34.0
1064812,odi,TRUE,60,0,54,10.0
10653,odi,TRUE,1038,12,805,173.0
10653,test,TRUE,2000,52,1064,333.2
10656,odi,TRUE,6,0,12,1.0
10656,test,FALSE,NA,NA,NA,NA
10666,test,FALSE,NA,NA,NA,NA
10668,test,TRUE,210,6,140,35.0
10669,test,TRUE,414,3,282,69.0
10679,test,TRUE,1611,97,544,268.3
1069820,odi,TRUE,858,8,877,143.0
1070168,odi,FALSE,NA,NA,NA,NA
1070168,test,FALSE,NA,NA,NA,NA
1070173,odi,TRUE,18,0,25,3.0
1070173,test,TRUE,7,0,1,1.1
1070229,odi,TRUE,66,0,64,11.0
1070229,test,TRUE,904,24,517,150.4
10705,test,TRUE,30,1,20,5.0
1070665,odi,TRUE,24,0,28,4.0
1070665,test,TRUE,26,0,22,4.2
10712,odi,TRUE,24,0,14,4.0
10713,test,FALSE,NA,NA,NA,NA
1071473,odi,TRUE,813,6,715,135.3
1071484,odi,TRUE,20,0,34,3.2
1071484,test,TRUE,528,4,335,88.0
1071504,odi,TRUE,450,2,355,75.0
10716,test,FALSE,NA,NA,NA,NA
10721,test,TRUE,516,29,183,86.0
1072470,odi,TRUE,3859,32,3578,643.1
1072470,test,TRUE,6684,221,3545,1114.0
1072472,odi,TRUE,97,1,101,16.1
1072472,test,TRUE,120,1,114,20.0
1072482,odi,TRUE,114,0,109,19.0
1072485,odi,TRUE,322,3,251,53.4
1072487,odi,TRUE,6,0,8,1.0
1072488,odi,TRUE,413,3,311,68.5
10727,test,TRUE,204,13,69,34.0
1073106,odi,FALSE,NA,NA,NA,NA
10739,test,TRUE,1931,71,899,321.5
1074333,odi,TRUE,12,0,22,2.0
10745,test,TRUE,192,7,75,32.0
10754,odi,TRUE,18,0,21,3.0
10754,test,TRUE,1198,56,532,199.4
1075863,odi,TRUE,6,0,9,1.0
10763,test,TRUE,1554,60,610,259.0
1076376,odi,TRUE,48,0,57,8.0
1076713,odi,TRUE,904,2,869,150.4
1076713,test,TRUE,2561,68,1519,426.5
1076722,odi,TRUE,51,0,33,8.3
10772,odi,TRUE,5186,14,4294,864.2
10772,test,TRUE,1905,51,1018,317.3
1077307,odi,TRUE,2052,36,1482,342.0
1077309,odi,FALSE,NA,NA,NA,NA
1077310,odi,FALSE,NA,NA,NA,NA
10777,test,TRUE,2438,71,1410,406.2
1078692,odi,TRUE,126,3,70,21.0
1078692,test,TRUE,156,2,79,26.0
1078695,test,FALSE,NA,NA,NA,NA
10792,test,TRUE,180,4,127,30.0
10793,odi,FALSE,NA,NA,NA,NA
10793,test,TRUE,42,3,27,7.0
1079434,odi,TRUE,54,0,54,9.0
10797,odi,TRUE,144,1,95,24.0
10797,test,TRUE,4174,220,1689,695.4
10809,odi,TRUE,84,0,35,14.0
10809,test,TRUE,648,29,277,108.0
10812,test,TRUE,658,31,297,109.4
10816,odi,TRUE,1772,18,1368,295.2
10816,test,TRUE,7678,264,3906,1279.4
10817,test,FALSE,NA,NA,NA,NA
10824,test,TRUE,903,41,327,150.3
10836,test,FALSE,NA,NA,NA,NA
10839,odi,TRUE,1282,17,913,213.4
10839,test,TRUE,3452,113,2003,575.2
10843,odi,TRUE,52,0,55,8.4
10843,test,TRUE,399,2,309,66.3
10846,odi,FALSE,NA,NA,NA,NA
10846,test,TRUE,105,0,104,17.3
10850,test,TRUE,378,13,172,63.0
10861,test,FALSE,NA,NA,NA,NA
10862,test,TRUE,1010,37,461,168.2
1086206,odi,TRUE,59,0,67,9.5
1086206,test,TRUE,240,2,162,40.0
10864,test,FALSE,NA,NA,NA,NA
10866,test,TRUE,2203,61,1150,367.1
10870,odi,FALSE,NA,NA,NA,NA
10870,test,FALSE,NA,NA,NA,NA
10881,odi,TRUE,2466,25,1743,411.0
10881,test,TRUE,4619,195,1825,769.5
10897,test,TRUE,18,0,7,3.0
10900,test,TRUE,342,32,73,57.0
1090591,odi,TRUE,78,1,76,13.0
1093091,odi,FALSE,NA,NA,NA,NA
1094444,test,TRUE,108,2,58,18.0
1096092,odi,FALSE,NA,NA,NA,NA
1096092,test,FALSE,NA,NA,NA,NA
1096833,odi,TRUE,348,3,242,58.0
1099225,odi,TRUE,48,0,44,8.0
1099225,test,TRUE,114,2,113,19.0
1099379,odi,TRUE,390,0,410,65.0
1104697,odi,TRUE,120,3,86,20.0
1104703,odi,TRUE,1107,12,813,184.3
1108375,odi,TRUE,240,0,190,40.0
1108490,test,TRUE,186,6,101,31.0
1111123,odi,TRUE,144,0,153,24.0
1111473,odi,TRUE,60,0,77,10.0
1112212,odi,TRUE,241,2,221,40.1
1112214,odi,TRUE,60,0,54,10.0
1112220,odi,TRUE,294,5,245,49.0
1112535,odi,FALSE,NA,NA,NA,NA
1112537,odi,FALSE,NA,NA,NA,NA
1112537,test,FALSE,NA,NA,NA,NA
1115025,odi,TRUE,1000,10,868,166.4
1115033,odi,TRUE,48,0,35,8.0
1119026,test,FALSE,NA,NA,NA,NA
1120355,odi,TRUE,306,9,181,51.0
1120613,odi,TRUE,12,0,13,2.0
1120613,test,TRUE,84,1,47,14.0
1122557,odi,TRUE,648,3,574,108.0
1122851,odi,TRUE,168,0,164,28.0
1122853,odi,TRUE,6,0,10,1.0
1122854,test,TRUE,572,3,462,95.2
1123428,odi,FALSE,NA,NA,NA,NA
1123718,odi,TRUE,240,0,236,40.0
1124282,odi,FALSE,NA,NA,NA,NA
1124283,odi,TRUE,426,5,392,71.0
1124290,test,FALSE,NA,NA,NA,NA
1125317,odi,TRUE,123,3,96,20.3
1125536,odi,TRUE,216,0,220,36.0
1125867,odi,TRUE,12,0,10,2.0
1125976,odi,TRUE,765,5,683,127.3
1126002,odi,FALSE,NA,NA,NA,NA
1126045,odi,FALSE,NA,NA,NA,NA
1126045,test,FALSE,NA,NA,NA,NA
1126253,odi,TRUE,449,4,382,74.5
1126694,odi,TRUE,186,3,118,31.0
1127317,odi,FALSE,NA,NA,NA,NA
1129328,odi,TRUE,6,0,8,1.0
1129635,test,TRUE,71,1,38,11.5
1131754,odi,TRUE,48,0,34,8.0
1134962,test,TRUE,252,6,176,42.0
1136106,odi,TRUE,852,11,568,142.0
1138316,odi,TRUE,2949,20,2241,491.3
1138316,test,TRUE,365,10,188,60.5
1139028,odi,TRUE,552,9,406,92.0
1139511,odi,FALSE,NA,NA,NA,NA
1139516,test,FALSE,NA,NA,NA,NA
1139520,odi,TRUE,683,5,655,113.5
1139520,test,TRUE,60,0,49,10.0
1139523,odi,TRUE,934,0,828,155.4
1141934,odi,TRUE,1136,12,825,189.2
1147414,test,FALSE,NA,NA,NA,NA
1147980,odi,TRUE,229,1,148,38.1
1148466,odi,TRUE,431,2,342,71.5
1148593,test,FALSE,NA,NA,NA,NA
1150681,odi,TRUE,198,2,146,33.0
1150684,odi,TRUE,243,2,245,40.3
1150772,odi,TRUE,60,0,48,10.0
1150772,test,TRUE,1504,30,795,250.4
1151278,odi,TRUE,6,0,3,1.0
1151278,test,TRUE,18,0,18,3.0
1151288,odi,TRUE,3,0,8,0.3
1151288,test,FALSE,NA,NA,NA,NA
1152427,odi,TRUE,1499,3,1275,249.5
1152427,test,TRUE,78,1,35,13.0
1153148,test,TRUE,411,5,263,68.3
1153767,odi,TRUE,246,1,257,41.0
1156689,odi,TRUE,344,2,335,57.2
1156690,odi,FALSE,NA,NA,NA,NA
1158088,odi,TRUE,1701,7,1555,283.3
1158088,test,TRUE,3411,85,2108,568.3
1158100,odi,TRUE,718,6,755,119.4
1158175,odi,TRUE,60,0,53,10.0
1158175,test,TRUE,624,11,406,104.0
1159495,test,TRUE,1128,24,767,188.0
1159641,odi,FALSE,NA,NA,NA,NA
1159653,odi,FALSE,NA,NA,NA,NA
1159711,odi,TRUE,156,0,125,26.0
1160970,odi,TRUE,462,8,303,77.0
1161018,odi,TRUE,90,1,78,15.0
1161022,odi,FALSE,NA,NA,NA,NA
1161031,odi,TRUE,445,2,374,74.1
1161031,test,TRUE,148,2,138,24.4
1161038,odi,TRUE,12,0,12,2.0
1161044,odi,TRUE,102,1,82,17.0
1161050,odi,FALSE,NA,NA,NA,NA
1161050,test,FALSE,NA,NA,NA,NA
1161381,test,TRUE,13,0,14,2.1
1161606,odi,TRUE,2850,18,2750,475.0
1161606,test,TRUE,78,1,78,13.0
1161669,odi,TRUE,66,2,56,11.0
1163695,odi,TRUE,30,0,37,5.0
1167806,odi,TRUE,96,2,45,16.0
1168049,odi,FALSE,NA,NA,NA,NA
1168651,odi,FALSE,NA,NA,NA,NA
1168667,odi,FALSE,NA,NA,NA,NA
1168667,test,FALSE,NA,NA,NA,NA
1170265,odi,TRUE,60,0,68,10.0
1170471,odi,TRUE,258,4,253,43.0
1171127,odi,FALSE,NA,NA,NA,NA
1171134,odi,TRUE,177,0,122,29.3
1171180,odi,TRUE,6,0,12,1.0
11718,test,FALSE,NA,NA,NA,NA
11724,odi,TRUE,469,3,415,78.1
11724,test,TRUE,174,11,60,29.0
11728,odi,FALSE,NA,NA,NA,NA
11728,test,TRUE,18,0,7,3.0
1172968,odi,TRUE,12,0,17,2.0
1174024,odi,TRUE,96,0,89,16.0
1174716,odi,TRUE,168,0,153,28.0
1174726,odi,TRUE,114,0,148,19.0
1174749,odi,TRUE,133,0,181,22.1
1174749,test,TRUE,235,3,197,39.1
1175426,test,TRUE,192,12,62,32.0
1175428,test,TRUE,108,1,89,18.0
1175441,odi,TRUE,48,0,69,8.0
1175488,test,FALSE,NA,NA,NA,NA
1175496,odi,TRUE,151,0,179,25.1
1175496,test,TRUE,516,5,366,86.0
1176959,test,TRUE,1536,40,1002,256.0
1178065,odi,TRUE,12,0,9,2.0
1178066,odi,TRUE,24,0,23,4.0
1178586,odi,FALSE,NA,NA,NA,NA
1179855,odi,TRUE,126,0,90,21.0
1181708,odi,FALSE,NA,NA,NA,NA
1182529,odi,TRUE,635,1,644,105.5
11843,test,FALSE,NA,NA,NA,NA
1184436,test,FALSE,NA,NA,NA,NA
1184439,odi,TRUE,6,0,5,1.0
11848,test,TRUE,1116,20,677,186.0
11855,test,TRUE,447,23,153,74.3
1185538,odi,TRUE,1287,7,1175,214.3
1185538,test,TRUE,358,8,231,59.4
1185557,odi,TRUE,78,0,82,13.0
1186229,odi,FALSE,NA,NA,NA,NA
11865,odi,TRUE,5712,113,3775,952.0
11865,test,TRUE,9838,367,4700,1639.4
1186658,odi,TRUE,56,0,66,9.2
11870,odi,FALSE,NA,NA,NA,NA
11870,test,FALSE,NA,NA,NA,NA
11875,test,FALSE,NA,NA,NA,NA
11883,test,FALSE,NA,NA,NA,NA
11886,test,TRUE,5127,186,2306,854.3
11893,odi,TRUE,2043,33,1291,340.3
11893,test,TRUE,8192,279,4107,1365.2
11898,test,FALSE,NA,NA,NA,NA
11910,test,FALSE,NA,NA,NA,NA
1191192,odi,TRUE,42,0,76,7.0
1191192,test,TRUE,205,4,161,34.1
1191381,odi,FALSE,NA,NA,NA,NA
11914,odi,TRUE,192,3,140,32.0
11914,test,TRUE,5472,318,1859,912.0
11918,test,FALSE,NA,NA,NA,NA
11919,test,FALSE,NA,NA,NA,NA
11927,test,TRUE,2766,66,1486,461.0
11931,odi,FALSE,NA,NA,NA,NA
11931,test,FALSE,NA,NA,NA,NA
1193293,odi,TRUE,348,1,296,58.0
1193304,odi,FALSE,NA,NA,NA,NA
1193310,odi,FALSE,NA,NA,NA,NA
1193528,odi,FALSE,NA,NA,NA,NA
1193546,odi,TRUE,97,1,120,16.1
1193548,odi,TRUE,199,1,221,33.1
1193549,odi,TRUE,162,0,183,27.0
1193685,test,TRUE,1157,34,619,192.5
11940,test,FALSE,NA,NA,NA,NA
11943,test,FALSE,NA,NA,NA,NA
11946,test,FALSE,NA,NA,NA,NA
1194744,odi,FALSE,NA,NA,NA,NA
1194795,odi,TRUE,508,2,616,84.4
1194959,odi,TRUE,298,1,371,49.4
1194959,test,TRUE,388,4,255,64.4
11951,test,TRUE,6,0,7,1.0
1195662,odi,TRUE,102,0,114,17.0
1195662,test,TRUE,306,3,199,51.0
1195664,odi,TRUE,24,0,30,4.0
1195667,odi,FALSE,NA,NA,NA,NA
1195670,odi,TRUE,947,12,771,157.5
1195672,odi,TRUE,2645,34,2103,440.5
1195674,odi,FALSE,NA,NA,NA,NA
1195676,odi,TRUE,402,2,403,67.0
1195683,odi,FALSE,NA,NA,NA,NA
1196075,test,TRUE,54,0,54,9.0
11963,test,TRUE,202,2,136,33.4
1196500,odi,TRUE,201,0,187,33.3
11974,odi,TRUE,840,2,666,140.0
1199304,odi,TRUE,1291,16,1270,215.1
1199304,test,TRUE,4486,140,2545,747.4
1199426,odi,TRUE,30,0,51,5.0
1199434,odi,TRUE,464,7,315,77.2
1199434,test,TRUE,138,0,115,23.0
1199669,odi,FALSE,NA,NA,NA,NA
1199670,odi,TRUE,390,6,362,65.0
1200616,odi,TRUE,426,3,336,71.0
1202098,odi,TRUE,360,2,337,60.0
1202098,test,TRUE,1077,39,538,179.3
1203669,odi,TRUE,168,2,165,28.0
1203754,odi,TRUE,3142,40,2653,523.4
1203995,odi,TRUE,96,0,73,16.0
1205381,odi,FALSE,NA,NA,NA,NA
1205559,odi,FALSE,NA,NA,NA,NA
1206110,odi,TRUE,381,1,282,63.3
1206110,test,TRUE,552,6,384,92.0
1206188,odi,FALSE,NA,NA,NA,NA
1206190,odi,FALSE,NA,NA,NA,NA
1206769,odi,TRUE,294,2,202,49.0
1209110,odi,TRUE,1378,13,957,229.4
1209188,test,FALSE,NA,NA,NA,NA
1209190,odi,TRUE,747,8,738,124.3
1209196,test,FALSE,NA,NA,NA,NA
1210293,odi,TRUE,6,0,8,1.0
1210293,test,TRUE,54,1,50,9.0
1210488,odi,TRUE,156,0,137,26.0
1210488,test,TRUE,30,1,21,5.0
1210511,odi,TRUE,720,3,590,120.0
1210511,test,TRUE,1833,25,1400,305.3
1211825,odi,TRUE,982,5,922,163.4
1211825,test,TRUE,2047,76,1203,341.1
1212481,odi,TRUE,264,5,166,44.0
1212781,test,FALSE,NA,NA,NA,NA
1212829,odi,TRUE,686,4,644,114.2
1213979,odi,TRUE,36,0,42,6.0
1216149,odi,TRUE,84,0,81,14.0
1216159,odi,TRUE,72,0,85,12.0
1229251,odi,TRUE,54,1,50,9.0
1241201,odi,TRUE,30,0,37,5.0
1241218,odi,TRUE,60,1,56,10.0
1241238,odi,FALSE,NA,NA,NA,NA
1241253,odi,TRUE,150,0,138,25.0
1241265,odi,TRUE,1973,28,1358,328.5
1241271,odi,TRUE,78,1,66,13.0
1241277,odi,TRUE,71,1,92,11.5
1241280,odi,TRUE,54,0,57,9.0
1243738,odi,FALSE,NA,NA,NA,NA
1243738,test,FALSE,NA,NA,NA,NA
1244154,odi,TRUE,48,0,39,8.0
12450,odi,FALSE,NA,NA,NA,NA
12454,odi,TRUE,102,0,101,17.0
12454,test,TRUE,390,11,219,65.0
12461,odi,TRUE,1234,6,1308,205.4
1246528,odi,TRUE,366,2,399,61.0
12466,odi,TRUE,3227,33,2197,537.5
12466,test,TRUE,1060,43,488,176.4
1247759,odi,FALSE,NA,NA,NA,NA
1248188,odi,FALSE,NA,NA,NA,NA
1248189,odi,TRUE,48,0,49,8.0
1248357,odi,TRUE,18,0,20,3.0
12486,odi,TRUE,1478,19,965,246.2
12486,test,TRUE,11630,613,4273,1938.2
12490,odi,FALSE,NA,NA,NA,NA
12490,test,TRUE,30,1,23,5.0
12492,test,TRUE,2898,81,1693,483.0
12504,test,FALSE,NA,NA,NA,NA
12507,odi,TRUE,696,9,510,116.0
12507,test,TRUE,2264,90,1048,377.2
12514,odi,TRUE,3425,39,2346,570.5
12514,test,TRUE,15103,741,5646,2517.1
12517,test,FALSE,NA,NA,NA,NA
12518,test,TRUE,1092,92,284,182.0
12523,test,FALSE,NA,NA,NA,NA
1253296,odi,TRUE,78,2,72,13.0
1253296,test,TRUE,138,9,52,23.0
1253822,odi,TRUE,1299,6,1301,216.3
12543,test,FALSE,NA,NA,NA,NA
1256189,odi,TRUE,120,0,81,20.0
1256259,odi,TRUE,114,0,132,19.0
1256933,odi,TRUE,102,1,109,17.0
1256934,odi,TRUE,24,0,28,4.0
1261866,odi,TRUE,66,0,68,11.0
1263361,odi,TRUE,246,2,211,41.0
1263361,test,TRUE,997,14,557,166.1
1263691,odi,TRUE,396,2,351,66.0
1263691,test,TRUE,1038,19,687,173.0
1266476,odi,FALSE,NA,NA,NA,NA
1272475,odi,TRUE,36,1,39,6.0
1274487,odi,TRUE,217,0,197,36.1
1275056,odi,FALSE,NA,NA,NA,NA
1275935,odi,FALSE,NA,NA,NA,NA
1275943,test,TRUE,234,1,165,39.0
1276393,odi,TRUE,12,0,6,2.0
1276395,odi,FALSE,NA,NA,NA,NA
1276396,odi,TRUE,222,2,242,37.0
1276700,odi,TRUE,144,0,131,24.0
1276719,odi,TRUE,2,0,1,0.2
1276721,odi,FALSE,NA,NA,NA,NA
1276921,odi,TRUE,66,1,79,11.0
1276921,test,TRUE,494,11,330,82.2
1277627,odi,TRUE,124,1,90,20.4
1278203,odi,TRUE,150,0,185,25.0
1278203,test,TRUE,144,2,130,24.0
1278252,odi,TRUE,592,2,593,98.4
1278259,odi,TRUE,318,1,253,53.0
1278263,odi,TRUE,677,3,617,112.5
12794,odi,TRUE,42,0,60,7.0
12800,test,FALSE,NA,NA,NA,NA
12803,odi,TRUE,6,0,9,1.0
12803,test,TRUE,12,0,9,2.0
12807,test,FALSE,NA,NA,NA,NA
12812,test,TRUE,3416,103,1719,569.2
12814,test,FALSE,NA,NA,NA,NA
1282006,odi,TRUE,633,3,544,105.3
1282247,test,TRUE,60,2,39,10.0
12828,test,TRUE,2178,66,1185,363.0
12835,test,TRUE,1491,42,711,248.3
1283740,odi,TRUE,48,0,60,8.0
12845,test,FALSE,NA,NA,NA,NA
12848,test,TRUE,792,25,367,132.0
12850,odi,TRUE,523,3,434,87.1
12854,odi,FALSE,NA,NA,NA,NA
12854,test,TRUE,245,6,193,40.5
12856,odi,TRUE,5624,67,4121,937.2
12856,test,TRUE,14951,507,7410,2491.5
12860,test,TRUE,1269,92,296,211.3
12866,test,TRUE,204,6,129,34.0
1287033,odi,TRUE,137,0,136,22.5
1287093,odi,TRUE,78,1,71,13.0
12875,test,TRUE,2447,108,926,407.5
12877,odi,FALSE,NA,NA,NA,NA
12877,test,FALSE,NA,NA,NA,NA
12879,odi,TRUE,2627,25,1836,437.5
12879,test,TRUE,6261,239,2891,1043.3
12881,test,FALSE,NA,NA,NA,NA
12883,test,TRUE,481,42,90,80.1
12884,odi,FALSE,NA,NA,NA,NA
12884,test,TRUE,18,1,11,3.0
1290587,odi,TRUE,141,0,100,23.3
12906,odi,TRUE,54,0,48,9.0
12909,odi,TRUE,2392,57,1412,398.4
12909,test,TRUE,10876,439,4836,1812.4
1290929,odi,FALSE,NA,NA,NA,NA
12918,test,TRUE,3490,142,1707,581.4
12923,odi,FALSE,NA,NA,NA,NA
12923,test,FALSE,NA,NA,NA,NA
12930,test,TRUE,12,1,3,2.0
1294031,odi,TRUE,252,1,242,42.0
1294141,odi,FALSE,NA,NA,NA,NA
1294144,odi,TRUE,536,7,385,89.2
1294146,odi,TRUE,18,0,31,3.0
1294342,odi,TRUE,131,2,195,21.5
1294342,test,TRUE,260,5,170,43.2
1295879,odi,TRUE,126,0,114,21.0
1295901,test,TRUE,150,2,89,25.0
1295902,odi,FALSE,NA,NA,NA,NA
1306214,odi,TRUE,222,1,223,37.0
1310415,odi,TRUE,510,2,447,85.0
1312645,odi,TRUE,687,5,712,114.3
1312645,test,TRUE,270,6,203,45.0
1323683,odi,TRUE,24,0,14,4.0
1326798,odi,TRUE,655,7,498,109.1
1326798,test,TRUE,218,3,161,36.2
1328438,odi,TRUE,102,1,91,17.0
1329697,odi,TRUE,222,2,182,37.0
1330163,test,TRUE,102,0,91,17.0
13324,test,TRUE,84,1,62,14.0
1332783,odi,TRUE,156,4,86,26.0
13340,odi,TRUE,390,4,336,65.0
13340,test,TRUE,750,29,317,125.0
13342,test,FALSE,NA,NA,NA,NA
13347,test,TRUE,3810,181,1353,635.0
1334872,test,TRUE,4427,56,2799,737.5
13357,test,FALSE,NA,NA,NA,NA
13362,test,TRUE,444,21,240,74.0
13365,odi,TRUE,120,1,50,20.0
13365,test,TRUE,3084,174,1026,514.0
13368,odi,TRUE,2856,17,2069,476.0
13368,test,TRUE,12180,397,5806,2030.0
13372,test,TRUE,2134,73,1046,355.4
1337258,odi,TRUE,78,1,79,13.0
13373,test,FALSE,NA,NA,NA,NA
13379,test,FALSE,NA,NA,NA,NA
13381,test,TRUE,1787,89,571,297.5
13386,test,TRUE,1313,62,588,218.5
1339104,odi,TRUE,48,0,55,8.0
1339105,odi,FALSE,NA,NA,NA,NA
1339355,test,FALSE,NA,NA,NA,NA
13399,odi,TRUE,2064,26,1516,344.0
13399,test,TRUE,2643,122,1069,440.3
13411,odi,TRUE,8470,120,6209,1411.4
13411,test,TRUE,11821,369,6503,1970.1
13414,odi,FALSE,NA,NA,NA,NA
13416,test,TRUE,816,26,359,136.0
13418,odi,TRUE,5,0,14,0.5
13418,test,TRUE,36,0,20,6.0
13420,test,FALSE,NA,NA,NA,NA
13422,test,FALSE,NA,NA,NA,NA
13424,test,TRUE,877,65,236,146.1
13434,test,TRUE,234,6,167,39.0
13437,odi,TRUE,90,0,60,15.0
13446,test,TRUE,1129,66,357,188.1
1344776,odi,TRUE,270,4,212,45.0
13451,test,FALSE,NA,NA,NA,NA
1345983,odi,FALSE,NA,NA,NA,NA
13463,odi,TRUE,892,10,619,148.4
13463,test,TRUE,9344,338,4541,1557.2
13464,test,TRUE,188,6,114,31.2
13468,test,FALSE,NA,NA,NA,NA
13476,test,FALSE,NA,NA,NA,NA
13489,test,TRUE,12,0,8,2.0
13491,test,TRUE,999,54,387,166.3
13492,test,FALSE,NA,NA,NA,NA
1350768,odi,TRUE,87,0,94,14.3
1353033,odi,TRUE,596,1,594,99.2
1356971,odi,TRUE,299,2,308,49.5
1356971,test,TRUE,1866,39,1203,311.0
1360042,odi,TRUE,10,0,14,1.4
1360563,odi,TRUE,90,0,75,15.0
1364163,odi,TRUE,36,0,47,6.0
1365333,odi,TRUE,303,6,202,50.3
1381688,odi,TRUE,120,0,161,20.0
1385640,odi,FALSE,NA,NA,NA,NA
1385640,test,FALSE,NA,NA,NA,NA
1387900,odi,TRUE,147,1,172,24.3
1388460,odi,FALSE,NA,NA,NA,NA
1393951,test,FALSE,NA,NA,NA,NA
1394079,odi,TRUE,30,0,33,5.0
1394079,test,TRUE,186,2,155,31.0
1394273,odi,FALSE,NA,NA,NA,NA
1398125,odi,FALSE,NA,NA,NA,NA
1398224,test,FALSE,NA,NA,NA,NA
13985,test,FALSE,NA,NA,NA,NA
13992,test,TRUE,1374,61,622,229.0
13993,test,TRUE,1026,54,448,171.0
14002,test,FALSE,NA,NA,NA,NA
14020,odi,TRUE,220,4,160,36.4
14020,test,TRUE,90,1,63,15.0
14022,test,TRUE,7675,300,3138,1279.1
14024,odi,FALSE,NA,NA,NA,NA
14024,test,FALSE,NA,NA,NA,NA
1402600,odi,FALSE,NA,NA,NA,NA
1403089,odi,TRUE,120,0,172,20.0
14038,test,FALSE,NA,NA,NA,NA
14041,test,FALSE,NA,NA,NA,NA
14042,test,FALSE,NA,NA,NA,NA
14054,odi,TRUE,2899,29,2481,483.1
14054,test,TRUE,13375,431,7192,2229.1
14077,test,TRUE,48,1,29,8.0
14081,test,TRUE,192,2,115,32.0
1409283,odi,TRUE,132,1,132,22.0
1409283,test,TRUE,608,9,408,101.2
14101,test,FALSE,NA,NA,NA,NA
1410354,odi,TRUE,180,2,150,30.0
14104,test,TRUE,90,1,52,15.0
14106,odi,FALSE,NA,NA,NA,NA
14106,test,FALSE,NA,NA,NA,NA
1411891,odi,FALSE,NA,NA,NA,NA
1411895,odi,TRUE,78,1,104,13.0
14119,test,TRUE,954,42,514,159.0
14127,odi,TRUE,594,2,520,99.0
14127,test,TRUE,3026,82,1671,504.2
14129,test,FALSE,NA,NA,NA,NA
14131,test,FALSE,NA,NA,NA,NA
14133,test,TRUE,3310,211,1082,551.4
14135,test,TRUE,2632,56,1462,438.4
1414159,odi,FALSE,NA,NA,NA,NA
14149,test,FALSE,NA,NA,NA,NA
1415039,odi,TRUE,30,0,31,5.0
1415052,odi,TRUE,24,0,17,4.0
14152,odi,TRUE,1752,16,1294,292.0
14152,test,TRUE,4437,207,1825,739.3
14153,odi,TRUE,114,0,119,19.0
14158,test,TRUE,37,0,31,6.1
14159,odi,TRUE,1176,36,681,196.0
14159,test,TRUE,5756,249,2248,959.2
14171,test,TRUE,188,3,84,31.2
1418371,odi,FALSE,NA,NA,NA,NA
14187,odi,TRUE,1236,6,1026,206.0
14187,test,TRUE,3057,128,1306,509.3
14189,test,TRUE,4052,194,1473,675.2
1419054,odi,FALSE,NA,NA,NA,NA
14196,test,TRUE,48,4,8,8.0
14197,test,TRUE,510,37,130,85.0
14213,test,TRUE,1244,65,477,207.2
14220,test,TRUE,4045,146,1770,674.1
14222,test,TRUE,462,5,325,77.0
14225,test,TRUE,366,15,165,61.0
