unique_player_id,format,HasBattingDetail,DetailBallsFaced,DetailFours,DetailSixes
16876,test,TRUE,190,4,0
16882,test,TRUE,701,12,0
16885,odi,TRUE,11,1,0
16885,test,TRUE,515,31,7
16886,test,TRUE,22,0,0
16891,test,TRUE,67,30,2
16893,test,TRUE,0,11,6
16899,odi,TRUE,434,16,0
16899,test,TRUE,532,23,0
16903,test,TRUE,0,0,0
16918,test,TRUE,0,0,0
16921,test,TRUE,0,0,2
16925,odi,TRUE,53,3,0
16925,test,TRUE,303,10,2
16932,odi,TRUE,257,12,13
16933,test,TRUE,0,3,0
16942,test,TRUE,0,0,0
16951,odi,TRUE,225,10,1
16951,test,TRUE,183,11,0
16956,test,TRUE,1691,406,12
16959,test,TRUE,70,3,0
16961,test,TRUE,0,0,0
16970,test,TRUE,0,0,0
16975,odi,TRUE,353,11,0
16975,test,TRUE,402,27,1
16978,test,TRUE,0,2,0
16989,test,TRUE,1,0,0
16993,test,TRUE,619,38,0
16995,test,TRUE,0,0,0
17018,test,TRUE,830,91,11
17022,test,TRUE,0,0,0
17025,odi,TRUE,265,12,0
17025,test,TRUE,3416,119,0
17031,test,TRUE,0,0,0
17032,test,TRUE,0,5,0
17037,test,TRUE,158,21,1
17044,test,TRUE,0,0,0
17045,test,TRUE,0,0,0
17048,test,TRUE,0,0,0
17050,test,TRUE,35,2,0
17059,test,TRUE,0,0,0
17070,test,TRUE,0,19,1
17092,test,TRUE,9,0,0
17099,test,TRUE,318,12,0
17102,odi,TRUE,225,18,0
17102,test,TRUE,178,6,0
17111,test,TRUE,211,27,4
17114,test,TRUE,2,1,1
17119,odi,TRUE,325,12,0
17119,test,TRUE,1365,44,0
17121,odi,TRUE,238,10,1
17121,test,TRUE,307,18,2
17125,test,TRUE,78,3,0
17130,test,TRUE,608,43,2
17134,odi,TRUE,298,17,1
17134,test,TRUE,132,14,2
17185,odi,TRUE,252,28,5
17944,odi,TRUE,101,8,1
17944,test,TRUE,161,10,0
18007,test,TRUE,137,2,0
18012,test,TRUE,194,13,0
18021,test,TRUE,24,0,1
18023,odi,TRUE,347,21,7
18248,test,TRUE,0,1,0
18251,test,TRUE,0,0,0
18252,test,TRUE,90,8,1
18255,test,TRUE,0,0,0
18256,odi,TRUE,401,29,6
18256,test,TRUE,2165,103,8
18265,test,TRUE,103,3,0
18389,odi,TRUE,2,0,0
18389,test,TRUE,97,4,0
18393,test,TRUE,0,5,0
18396,test,TRUE,0,0,1
18397,test,TRUE,0,0,0
18400,test,TRUE,0,0,0
18405,test,TRUE,0,1,0
18411,test,TRUE,1599,208,2
18418,test,TRUE,0,0,0
18423,test,TRUE,49,2,0
18426,test,TRUE,30,17,0
18428,test,TRUE,147,16,1
18433,test,TRUE,0,0,0
18435,test,TRUE,1812,146,15
18458,test,TRUE,112,4,0
18475,test,TRUE,1288,127,4
18487,test,TRUE,7,5,0
18488,test,TRUE,40,2,0
18489,test,TRUE,38,25,0
18500,test,TRUE,91,6,0
18504,test,TRUE,0,0,0
18516,test,TRUE,0,1,0
18533,test,TRUE,36,1,0
18536,test,TRUE,15,5,0
18548,test,TRUE,0,0,0
18557,odi,TRUE,9,0,0
18557,test,TRUE,777,18,1
18561,test,TRUE,0,0,0
18569,test,TRUE,0,0,0
18572,test,TRUE,0,0,0
18585,test,TRUE,0,0,0
18616,test,TRUE,121,6,0
18619,test,TRUE,22,1,0
18625,test,TRUE,179,8,0
18627,odi,TRUE,616,26,3
18627,test,TRUE,2439,66,2
18632,odi,TRUE,517,37,12
18632,test,TRUE,338,16,1
18640,test,TRUE,362,131,2
18655,odi,TRUE,91,2,0
18655,test,TRUE,749,23,1
18675,odi,TRUE,1670,141,6
18675,test,TRUE,6647,492,16
19264,odi,TRUE,629,53,18
19264,test,TRUE,509,31,0
19276,odi,TRUE,377,31,2
19296,odi,TRUE,5128,427,77
19296,test,TRUE,13255,985,81
19299,test,TRUE,0,10,0
19314,odi,TRUE,7,0,0
19314,test,TRUE,90,1,0
19316,odi,TRUE,367,25,0
19316,test,TRUE,1368,43,0
19323,odi,TRUE,544,22,5
19323,test,TRUE,6495,251,7
19327,odi,TRUE,1702,82,7
19327,test,TRUE,5625,254,5
19331,test,TRUE,0,79,0
19346,odi,TRUE,410,21,6
19346,test,TRUE,912,36,4
19349,test,FALSE,NA,NA,NA
19350,test,TRUE,140,39,1
19352,test,TRUE,247,62,0
19364,odi,TRUE,389,19,0
19364,test,TRUE,448,8,0
19365,test,TRUE,0,28,0
19372,test,TRUE,0,0,0
19374,odi,TRUE,150,7,1
19374,test,TRUE,941,28,2
19376,test,TRUE,1776,109,1
19384,test,TRUE,0,3,0
19386,test,TRUE,581,178,0
19389,test,TRUE,1,7,0
19394,odi,TRUE,264,7,0
19394,test,TRUE,750,29,0
19402,test,TRUE,0,1,0
19405,test,TRUE,0,0,0
19423,test,TRUE,0,26,1
19445,odi,TRUE,1026,63,0
19445,test,TRUE,3846,182,0
19450,test,TRUE,302,49,0
19469,odi,TRUE,342,7,2
19469,test,TRUE,2591,86,2
19471,test,FALSE,NA,NA,NA
19478,odi,TRUE,210,7,0
19478,test,TRUE,956,38,0
19492,test,TRUE,0,0,0
19494,test,TRUE,20,0,0
19497,test,TRUE,492,50,1
19500,odi,TRUE,638,36,1
19500,test,TRUE,5290,205,0
19503,test,TRUE,459,32,0
20040,test,TRUE,30,0,0
20051,odi,TRUE,12,0,0
20051,test,TRUE,1316,44,0
20058,test,TRUE,758,37,0
20073,test,TRUE,146,8,0
20074,test,TRUE,0,0,0
20076,test,TRUE,390,26,0
20102,test,TRUE,99,16,0
20105,test,TRUE,66,1,0
20115,test,TRUE,22,2,0
20123,odi,TRUE,2331,144,26
20123,test,TRUE,642,35,3
20124,test,TRUE,0,0,0
20126,test,TRUE,1388,95,0
20130,test,TRUE,0,11,0
20137,test,TRUE,41,7,0
20159,test,TRUE,280,104,1
20167,test,TRUE,6,1,0
20179,test,TRUE,245,90,0
20181,test,TRUE,0,0,0
20182,odi,TRUE,19,0,0
20182,test,TRUE,174,5,0
20185,test,TRUE,8,0,0
20187,odi,TRUE,194,11,0
20187,test,TRUE,903,37,0
20193,odi,TRUE,34,1,0
20193,test,TRUE,79,3,0
20197,test,TRUE,0,0,0
20198,test,TRUE,122,96,5
20200,test,TRUE,18,0,0
20201,test,TRUE,20,0,0
20206,odi,TRUE,85,5,1
20206,test,TRUE,237,9,0
20213,test,TRUE,0,0,0
20217,odi,TRUE,188,7,0
20217,test,TRUE,601,31,0
20221,test,TRUE,0,0,0
20222,test,TRUE,42,15,0
20224,test,TRUE,6,1,0
20230,test,TRUE,0,0,0
20231,test,TRUE,0,0,5
20233,odi,TRUE,240,19,1
20233,test,TRUE,1314,44,0
20235,odi,TRUE,40,1,0
20235,test,TRUE,140,13,0
20236,test,TRUE,1,3,2
20237,test,TRUE,0,2,0
20238,test,TRUE,0,0,0
20240,test,TRUE,104,4,0
20242,test,TRUE,172,15,0
20251,test,TRUE,0,0,0
20255,test,TRUE,1181,182,10
20257,odi,TRUE,159,4,0
20259,odi,TRUE,132,15,0
20263,odi,TRUE,3473,239,22
20263,test,TRUE,9279,558,11
20270,test,TRUE,93,2,0
20278,odi,TRUE,173,6,0
20282,odi,TRUE,41,0,0
20282,test,TRUE,1951,73,4
20286,odi,TRUE,1504,135,7
20292,test,TRUE,28,0,0
20316,test,TRUE,0,25,1
20317,test,TRUE,0,0,0
20338,test,TRUE,0,0,0
20339,test,TRUE,0,0,0
20341,test,TRUE,264,35,5
20345,odi,TRUE,12,1,0
20345,test,TRUE,1700,74,3
20350,test,TRUE,168,51,0
20359,test,TRUE,89,3,0
20363,odi,TRUE,56,4,0
20363,test,TRUE,35,4,1
20369,test,TRUE,0,6,2
20372,odi,TRUE,6841,469,26
20372,test,TRUE,17389,1121,10
20376,test,TRUE,526,27,2
20381,test,TRUE,64,58,5
20385,test,TRUE,0,20,1
20387,odi,TRUE,5195,454,25
20387,test,TRUE,14385,867,10
20389,test,TRUE,0,0,0
20393,test,TRUE,294,12,0
20398,test,TRUE,3,11,0
20399,test,TRUE,0,2,0
20404,test,TRUE,345,7,0
20406,test,TRUE,212,58,1
20407,test,TRUE,0,0,0
20413,test,TRUE,6558,247,6
20431,odi,TRUE,553,48,4
20431,test,TRUE,1791,181,19
20436,test,TRUE,306,12,0
208252,odi,TRUE,109,7,0
208253,odi,TRUE,125,14,3
208380,odi,TRUE,20,0,0
208657,odi,TRUE,593,26,5
208755,odi,TRUE,59,2,0
209457,odi,TRUE,2254,117,28
209457,test,TRUE,786,48,7
210279,odi,TRUE,412,17,7
210283,odi,TRUE,223,11,3
210283,test,TRUE,901,36,0
211854,test,TRUE,22,1,0
211855,odi,TRUE,76,4,1
211855,test,TRUE,262,10,1
212175,odi,TRUE,130,5,0
212756,odi,TRUE,383,33,5
213674,odi,TRUE,77,5,2
213674,test,TRUE,257,12,0
214265,test,TRUE,453,33,0
21431,odi,TRUE,60,0,3
21431,test,TRUE,12,1,0
21440,odi,TRUE,31,2,0
21457,test,TRUE,4,1,0
21462,test,TRUE,641,84,14
21464,test,TRUE,0,2,0
21466,odi,TRUE,1471,58,2
21466,test,TRUE,5735,175,0
214695,odi,TRUE,1263,95,10
214696,odi,TRUE,1615,105,6
21484,odi,TRUE,8,0,0
21484,test,TRUE,182,3,0
21485,test,TRUE,75,5,0
21486,odi,TRUE,6,0,0
21486,test,TRUE,10,0,0
21494,odi,TRUE,312,7,0
21494,test,TRUE,4260,100,1
21499,test,TRUE,0,31,0
21502,test,TRUE,66,2,0
215058,odi,FALSE,NA,NA,NA
21512,odi,TRUE,7,0,0
21512,test,TRUE,226,7,1
215152,test,TRUE,141,3,1
215155,odi,TRUE,1848,150,13
215155,test,TRUE,12757,664,28
21528,test,TRUE,0,0,1
21533,test,TRUE,0,9,0
21537,odi,TRUE,3344,172,5
21537,test,TRUE,14693,778,9
21548,odi,TRUE,32,1,0
21548,test,TRUE,2370,136,3
21550,odi,FALSE,NA,NA,NA
21550,test,TRUE,470,10,0
21564,test,TRUE,0,0,0
21565,test,TRUE,0,0,1
21568,test,TRUE,0,0,1
21579,test,TRUE,0,0,1
21585,odi,TRUE,5087,528,41
21585,test,TRUE,10685,831,42
21593,test,TRUE,0,22,1
21598,odi,TRUE,76,5,0
21600,test,TRUE,524,60,25
21607,odi,TRUE,11,0,0
21607,test,TRUE,513,39,0
21609,test,TRUE,0,0,0
21611,odi,TRUE,31,0,0
21611,test,TRUE,690,13,0
21614,test,TRUE,0,9,2
21634,test,TRUE,178,37,2
21636,test,TRUE,0,123,3
21637,test,TRUE,58,1,1
21639,test,TRUE,0,13,0
21641,test,TRUE,0,0,0
21644,test,TRUE,167,14,2
21646,odi,TRUE,242,9,4
21646,test,TRUE,87,6,0
21650,odi,TRUE,89,2,2
21650,test,TRUE,299,12,0
216811,odi,TRUE,135,7,2
216920,odi,TRUE,383,28,2
216996,odi,TRUE,40,2,1
217522,odi,TRUE,11,0,0
219885,odi,TRUE,1814,115,8
219889,odi,TRUE,7127,733,130
219889,test,TRUE,12517,1036,69
220519,odi,TRUE,1164,81,21
220521,odi,TRUE,7,0,0
220613,odi,TRUE,16,4,0
221140,odi,TRUE,369,21,10
22144,odi,TRUE,46,1,0
22144,test,TRUE,214,14,1
22146,test,TRUE,260,63,5
22149,odi,TRUE,133,5,0
22149,test,TRUE,2456,91,0
22173,test,TRUE,0,35,3
22182,odi,TRUE,2898,204,13
22182,test,TRUE,11184,742,22
22185,test,TRUE,1373,17,0
22186,test,TRUE,0,0,0
22189,test,TRUE,216,5,0
22192,test,TRUE,233,7,8
222320,odi,TRUE,33,5,1
222354,odi,TRUE,525,39,13
222354,test,TRUE,454,32,11
22251,test,TRUE,55,1,0
22258,test,TRUE,0,2,0
222728,odi,TRUE,16,0,1
22276,test,TRUE,0,14,2
22283,test,TRUE,1008,8,0
22288,test,TRUE,94,53,14
22290,test,TRUE,0,30,1
22292,test,TRUE,93,7,0
22301,test,TRUE,316,8,0
22311,test,TRUE,1,36,0
22314,test,TRUE,0,0,0
22319,test,TRUE,0,0,0
22322,test,TRUE,1146,160,8
22328,odi,FALSE,NA,NA,NA
22328,test,TRUE,352,18,1
22329,test,TRUE,79,17,0
22333,odi,TRUE,23,0,0
22333,test,TRUE,82,3,0
22340,test,TRUE,263,71,2
22349,test,TRUE,0,0,0
22357,test,TRUE,40,7,1
22361,odi,TRUE,10,2,0
22361,test,TRUE,40,0,0
22363,odi,TRUE,44,2,0
223642,odi,TRUE,102,5,0
22365,odi,TRUE,253,8,2
22380,odi,TRUE,28,0,1
22381,test,TRUE,0,0,0
22392,odi,TRUE,65,2,1
22392,test,TRUE,34,1,0
22403,odi,TRUE,928,28,4
22403,test,TRUE,2437,119,12
22405,test,TRUE,0,0,0
22408,test,TRUE,299,11,0
22420,test,TRUE,479,13,1
22434,test,TRUE,0,0,0
22442,odi,TRUE,855,49,0
22442,test,TRUE,2794,160,4
22453,test,TRUE,52,6,0
22462,odi,TRUE,157,6,0
22462,test,TRUE,2574,79,1
22466,test,TRUE,0,0,0
22469,test,TRUE,6,7,1
22471,test,TRUE,47,0,0
22492,test,TRUE,1,0,0
22496,test,TRUE,95,8,0
22498,odi,TRUE,647,23,0
22498,test,TRUE,1414,64,0
22500,test,TRUE,0,0,0
22502,test,TRUE,89,11,0
22512,test,TRUE,0,0,0
22518,test,TRUE,1488,190,15
22520,odi,TRUE,46,1,0
22520,test,TRUE,2734,131,2
22526,test,TRUE,227,29,0
22534,test,TRUE,0,0,0
22536,test,TRUE,193,23,0
22545,test,TRUE,2036,57,6
22548,test,TRUE,0,4,0
226492,odi,TRUE,8415,750,187
226492,test,TRUE,5548,326,23
226493,odi,TRUE,35,0,0
226493,test,TRUE,30,0,0
227454,test,TRUE,47,2,0
227455,odi,TRUE,1,0,0
227455,test,TRUE,203,13,3
227712,odi,TRUE,36,1,0
227758,odi,TRUE,894,91,19
227760,odi,TRUE,2635,174,12
227760,test,TRUE,4320,309,9
227762,odi,TRUE,716,104,28
227762,test,TRUE,45,7,1
227771,odi,TRUE,1,0,0
227771,test,TRUE,72,4,2
227772,odi,TRUE,1654,131,1
227772,test,TRUE,14024,764,12
228349,test,TRUE,291,13,1
228622,odi,TRUE,273,29,8
228622,test,TRUE,88,5,2
229225,odi,TRUE,310,19,13
229954,test,TRUE,1188,66,1
230193,odi,TRUE,2288,129,34
230193,test,TRUE,3203,175,12
230368,test,TRUE,46,0,0
230371,odi,TRUE,67,4,1
230549,odi,TRUE,941,51,10
230551,odi,TRUE,1178,89,18
230552,odi,TRUE,1,0,0
230552,test,TRUE,27,2,0
230553,odi,TRUE,594,24,6
230553,test,TRUE,3745,161,16
230555,odi,TRUE,1114,69,16
230555,test,TRUE,1255,73,4
230556,odi,TRUE,41,1,0
230558,odi,TRUE,441,36,12
230558,test,TRUE,92,4,1
230559,odi,TRUE,2866,171,135
230852,odi,TRUE,177,6,0
230852,test,TRUE,11190,684,26
230855,odi,TRUE,1172,106,32
230860,odi,FALSE,NA,NA,NA
232285,odi,TRUE,561,34,4
232287,test,TRUE,11,0,0
232359,odi,TRUE,1214,138,36
232359,test,TRUE,26,3,0
232364,odi,TRUE,771,59,26
232364,test,TRUE,2715,215,98
232435,odi,TRUE,3756,312,35
232438,odi,TRUE,639,37,1
232438,test,TRUE,3470,207,10
232442,odi,TRUE,60,2,0
232442,test,TRUE,1268,52,1
232443,odi,TRUE,183,10,1
232443,test,TRUE,129,7,2
232444,odi,TRUE,40,1,0
232491,odi,TRUE,367,29,7
232730,odi,TRUE,75,3,0
233258,odi,TRUE,728,35,8
233400,odi,TRUE,1318,90,15
233514,odi,TRUE,2086,176,84
233514,test,TRUE,278,21,4
233648,test,TRUE,455,26,1
233712,odi,TRUE,662,65,12
233713,test,TRUE,1687,96,36
233802,odi,TRUE,522,47,3
233901,odi,TRUE,234,19,0
233901,test,TRUE,5048,256,25
23460,odi,TRUE,820,63,18
234675,odi,TRUE,3396,210,55
234675,test,TRUE,7389,398,82
23521,test,TRUE,795,43,0
23523,odi,TRUE,472,20,1
23532,test,TRUE,0,0,0
23534,test,TRUE,32,2,0
23536,test,TRUE,0,4,0
235514,odi,TRUE,90,5,7
235514,test,TRUE,84,7,1
235516,odi,TRUE,847,61,13
235516,test,TRUE,458,29,1
235519,odi,TRUE,234,9,3
235519,test,TRUE,62,5,0
235521,odi,TRUE,55,5,0
235521,test,TRUE,10,0,0
235524,odi,TRUE,330,14,6
235524,test,TRUE,186,8,0
235532,odi,TRUE,132,18,9
236489,odi,TRUE,1488,150,32
236489,test,TRUE,2622,146,1
236779,odi,TRUE,203,6,0
236779,test,TRUE,2568,88,1
23681,odi,TRUE,504,46,29
23685,odi,TRUE,101,3,7
23688,odi,TRUE,791,50,15
23691,odi,TRUE,245,28,5
23694,odi,TRUE,726,57,7
23700,odi,TRUE,174,5,1
23702,odi,TRUE,217,4,0
23704,odi,TRUE,612,30,2
237095,odi,TRUE,506,33,3
237095,test,TRUE,8601,467,33
23713,odi,TRUE,105,1,1
23725,odi,TRUE,1222,86,16
23729,odi,TRUE,246,14,0
237310,test,TRUE,1712,59,3
23742,odi,TRUE,382,5,0
23755,odi,TRUE,650,29,1
23756,odi,TRUE,195,9,0
23758,odi,TRUE,69,8,1
23759,odi,TRUE,403,22,3
23760,odi,TRUE,142,7,2
23762,odi,TRUE,6,0,0
23764,odi,TRUE,5,0,0
23765,odi,TRUE,143,2,0
23767,odi,TRUE,595,29,9
23768,odi,TRUE,171,4,0
23770,odi,TRUE,29,3,0
23773,odi,TRUE,14,1,0
23777,odi,TRUE,24,1,0
23779,odi,TRUE,41,0,0
23780,odi,TRUE,68,0,1
23781,odi,TRUE,48,1,0
23782,odi,TRUE,23,0,0
23785,odi,TRUE,13,0,0
23788,odi,TRUE,149,9,0
23792,odi,TRUE,45,1,0
23793,odi,TRUE,77,1,0
23794,odi,TRUE,17,0,0
23795,odi,TRUE,55,4,0
23797,odi,TRUE,2995,182,8
23799,odi,TRUE,238,12,5
23803,odi,TRUE,656,31,0
23809,odi,TRUE,204,9,1
23811,odi,TRUE,372,22,3
23816,odi,TRUE,45,2,0
23824,odi,TRUE,107,0,0
23826,odi,TRUE,1045,73,6
23846,odi,TRUE,264,12,0
23848,odi,TRUE,92,5,0
23850,odi,TRUE,793,44,7
23852,odi,TRUE,767,93,20
23854,odi,TRUE,127,6,0
23856,odi,TRUE,108,5,1
23860,odi,TRUE,442,17,2
238612,odi,TRUE,737,47,12
23862,odi,TRUE,79,10,3
23863,odi,TRUE,35,3,0
23865,odi,TRUE,513,28,6
23866,odi,TRUE,28,0,0
238672,test,TRUE,852,43,10
23874,odi,TRUE,301,26,2
23879,odi,TRUE,38,0,0
23887,odi,TRUE,20,1,0
23899,odi,TRUE,595,47,13
23900,odi,TRUE,12,0,0
23911,test,FALSE,NA,NA,NA
23950,odi,TRUE,176,2,1
23952,odi,TRUE,56,0,0
23956,odi,TRUE,114,5,0
23960,odi,TRUE,10,0,0
23961,odi,TRUE,154,2,0
23962,odi,TRUE,41,0,0
23964,odi,FALSE,NA,NA,NA
23965,odi,TRUE,45,0,0
23969,odi,TRUE,15,0,0
23972,odi,TRUE,185,5,0
23974,odi,TRUE,11,0,0
23976,odi,TRUE,7,0,0
23977,odi,TRUE,76,4,0
24010,odi,TRUE,126,2,0
240609,odi,TRUE,2,1,0
24124,odi,TRUE,84,1,0
24129,odi,TRUE,24,1,0
24136,odi,TRUE,52,3,1
24139,odi,TRUE,175,13,0
24149,odi,TRUE,48,1,0
24154,odi,TRUE,47,4,0
24171,odi,TRUE,94,2,0
24212,odi,TRUE,28,0,0
24227,odi,TRUE,59,1,0
24228,odi,TRUE,1,0,0
24229,odi,TRUE,8,0,0
24230,odi,TRUE,151,5,0
24237,odi,TRUE,1215,92,14
24243,odi,TRUE,14,0,0
24249,odi,TRUE,3630,255,25
24249,test,TRUE,102,6,0
24251,odi,TRUE,419,36,2
24261,odi,TRUE,9,1,0
24286,odi,TRUE,1235,60,1
24289,odi,TRUE,3638,218,30
24289,test,TRUE,55,2,0
24298,odi,TRUE,72,7,1
243073,odi,TRUE,17,0,0
243942,odi,TRUE,133,8,6
244497,odi,TRUE,1039,94,14
244497,test,TRUE,1270,62,4
244639,odi,TRUE,33,1,0
245166,odi,TRUE,671,38,19
245186,odi,TRUE,12,1,0
245287,odi,TRUE,126,4,1
245288,odi,TRUE,51,4,1
245373,odi,TRUE,29,0,0
245397,odi,TRUE,79,6,0
245490,odi,TRUE,674,29,8
24598,odi,TRUE,8447,654,220
24598,test,TRUE,1278,77,6
24599,odi,TRUE,239,4,1
24599,test,TRUE,99,6,0
24603,odi,TRUE,56,4,0
24605,odi,TRUE,4076,332,84
24605,test,TRUE,467,29,0
24609,odi,TRUE,2880,180,21
24609,test,TRUE,114,7,0
24611,odi,TRUE,6298,455,32
24611,test,TRUE,227,7,0
24613,odi,TRUE,25,2,0
24616,odi,TRUE,21,0,0
24687,odi,TRUE,28,0,0
24689,odi,TRUE,64,2,0
24692,odi,TRUE,685,58,0
24694,odi,TRUE,220,11,0
24695,odi,TRUE,52,2,0
24697,odi,TRUE,1685,92,15
24699,odi,TRUE,375,22,4
247007,odi,TRUE,98,3,0
247008,odi,TRUE,54,4,1
247009,odi,TRUE,89,2,1
24701,odi,TRUE,1906,94,3
24703,odi,TRUE,50,3,1
24705,odi,TRUE,3438,193,57
24706,odi,TRUE,150,0,0
24708,odi,TRUE,2014,112,13
24711,odi,TRUE,188,12,4
24714,odi,TRUE,3561,202,31
24716,odi,TRUE,209,16,0
24719,odi,TRUE,2298,180,10
24721,odi,TRUE,123,5,0
24723,odi,TRUE,977,46,3
247235,odi,TRUE,1710,118,21
247235,test,TRUE,3843,256,9
24725,odi,TRUE,526,15,1
24726,odi,TRUE,75,2,1
24728,odi,TRUE,4524,353,33
24729,odi,TRUE,512,21,1
24750,odi,TRUE,2525,140,5
24752,odi,TRUE,2981,160,30
24760,odi,TRUE,2135,152,12
24762,odi,TRUE,621,24,10
24768,odi,TRUE,63,3,0
24770,odi,TRUE,68,0,0
24773,odi,TRUE,124,16,1
24776,odi,TRUE,736,46,1
24784,odi,TRUE,95,3,0
24789,odi,TRUE,4,0,0
24790,odi,TRUE,1534,84,7
24794,odi,TRUE,65,4,1
24796,odi,TRUE,220,11,0
24798,odi,TRUE,38,3,0
24799,odi,TRUE,145,7,1
24804,odi,TRUE,111,3,1
24807,odi,TRUE,51,3,0
24808,odi,FALSE,NA,NA,NA
24825,odi,TRUE,38,2,1
24827,odi,TRUE,9,1,0
24835,odi,TRUE,5,0,0
24837,odi,TRUE,62,1,0
24839,odi,TRUE,198,25,3
24841,odi,TRUE,135,3,1
24844,odi,TRUE,20,1,0
24846,odi,TRUE,94,4,0
24857,odi,TRUE,247,11,1
24860,odi,TRUE,4,0,0
24874,odi,TRUE,307,14,0
24875,odi,TRUE,112,8,1
24882,odi,TRUE,628,39,5
24888,odi,TRUE,68,3,0
24891,odi,TRUE,43,1,0
248920,odi,TRUE,364,19,2
248920,test,TRUE,93,3,0
24897,odi,TRUE,36,2,0
24901,odi,TRUE,265,12,4
24903,odi,TRUE,5,0,0
24911,odi,FALSE,NA,NA,NA
24913,odi,TRUE,54,4,0
24918,odi,TRUE,280,11,3
24920,odi,TRUE,37,2,0
24923,odi,TRUE,183,5,0
24943,odi,TRUE,218,18,5
24945,odi,TRUE,135,2,0
24952,odi,TRUE,360,10,0
24956,odi,TRUE,50,0,0
24964,odi,TRUE,953,57,15
24969,odi,TRUE,456,27,6
24974,odi,TRUE,428,26,6
24975,odi,TRUE,27,0,0
24978,odi,TRUE,139,2,0
249866,odi,TRUE,2527,276,50
249866,test,TRUE,1307,77,3
24990,odi,TRUE,1873,92,9
24996,odi,TRUE,179,15,0
25021,odi,FALSE,NA,NA,NA
25022,odi,TRUE,774,46,2
25023,odi,TRUE,49,4,1
25051,odi,TRUE,585,48,5
25053,odi,TRUE,3,0,0
25056,odi,TRUE,2892,161,28
25065,odi,TRUE,110,5,0
25087,odi,TRUE,517,16,6
25091,odi,TRUE,154,7,0
25092,odi,TRUE,14,0,0
25098,odi,TRUE,341,11,1
25102,odi,TRUE,133,5,1
25105,odi,TRUE,43,2,0
25106,odi,TRUE,89,0,0
25109,odi,TRUE,109,5,0
25112,odi,TRUE,640,49,3
25113,odi,TRUE,85,1,0
25115,odi,TRUE,150,1,0
25120,odi,TRUE,1559,79,8
25121,odi,TRUE,35,0,0
25123,odi,TRUE,351,15,4
25129,odi,TRUE,36,1,0
25132,odi,TRUE,96,0,0
251721,test,TRUE,529,40,1
252869,odi,TRUE,31,1,0
252932,odi,TRUE,1278,115,15
252932,test,TRUE,4152,278,16
253802,odi,TRUE,15771,1376,168
253802,test,TRUE,16608,1027,30
25409,odi,TRUE,118,6,0
254114,odi,TRUE,489,11,1
25428,odi,TRUE,1286,101,10
25429,odi,TRUE,28,0,2
25430,odi,TRUE,1451,97,17
25432,odi,TRUE,69,8,6
25433,odi,TRUE,360,13,1
25434,odi,TRUE,140,6,0
25446,odi,TRUE,3875,412,40
25451,odi,TRUE,931,66,2
25471,odi,TRUE,143,6,0
25475,odi,TRUE,147,8,0
25476,odi,TRUE,99,6,5
25481,odi,TRUE,54,2,0
25490,odi,TRUE,4868,257,86
25532,odi,TRUE,215,11,2
25533,odi,TRUE,195,5,0
25534,odi,TRUE,139,6,1
25535,odi,TRUE,38,1,0
25536,odi,TRUE,334,20,0
25537,odi,TRUE,202,10,0
25538,odi,TRUE,73,3,0
25539,odi,TRUE,130,11,0
25540,odi,TRUE,92,4,0
25541,odi,TRUE,56,8,0
25542,odi,FALSE,NA,NA,NA
25543,odi,TRUE,173,15,8
25544,odi,TRUE,215,8,0
25545,odi,FALSE,NA,NA,NA
25546,odi,TRUE,14,1,0
25547,odi,TRUE,62,1,0
25552,odi,FALSE,NA,NA,NA
25556,odi,TRUE,19,2,0
25580,odi,TRUE,13,0,0
25584,odi,TRUE,20,0,0
25589,odi,TRUE,725,59,2
25591,odi,TRUE,102,6,0
25598,odi,TRUE,53,1,0
25601,odi,TRUE,164,12,0
25604,odi,TRUE,31,0,0
25606,odi,TRUE,43,3,0
25609,odi,TRUE,2,0,0
25612,odi,TRUE,124,3,0
25613,odi,TRUE,267,27,9
25625,odi,TRUE,19,0,0
25635,odi,TRUE,540,45,7
25635,test,TRUE,706,34,2
25643,odi,TRUE,11,1,0
25661,odi,TRUE,11,1,0
257574,odi,TRUE,149,8,5
25860,odi,TRUE,57,2,0
25862,odi,TRUE,7,0,0
25872,odi,TRUE,17,1,0
25875,odi,TRUE,20,0,0
25877,odi,TRUE,19,3,0
25879,odi,TRUE,75,3,0
25880,odi,TRUE,38,1,0
25881,odi,TRUE,2,0,0
25883,odi,TRUE,44,3,0
25905,odi,TRUE,69,1,0
25913,odi,TRUE,4308,246,122
25913,test,TRUE,68,4,1
25917,odi,FALSE,NA,NA,NA
259410,odi,TRUE,3614,269,18
259410,test,TRUE,1926,99,8
259413,odi,TRUE,262,30,0
25955,odi,TRUE,47,2,0
259551,odi,TRUE,127,4,1
259551,test,TRUE,306,14,2
25964,odi,TRUE,44,0,0
25967,odi,TRUE,398,40,5
25977,odi,TRUE,151,5,0
260036,odi,TRUE,255,18,18
260519,odi,TRUE,28,0,0
260519,test,TRUE,120,2,0
261230,test,TRUE,5,0,0
26135,odi,TRUE,2,0,0
261354,odi,TRUE,262,20,6
26169,odi,TRUE,132,6,1
26169,test,TRUE,936,84,0
26179,test,TRUE,600,28,1
26184,odi,TRUE,1574,103,22
26184,test,TRUE,1081,83,3
26223,test,TRUE,258,39,0
26225,odi,TRUE,3334,123,9
26225,test,TRUE,5119,330,21
