cricinfo_id,unique_player_id,final_player_name,source_country_text,espn_profile_found,espn_full_name,espn_display_name,espn_first_name,espn_last_name,espn_date_of_birth,espn_is_active,espn_active_status,standard_batting_code,standard_batting_style,standard_bowling_code,standard_bowling_style,espn_playing_role,espn_playing_role_id,espn_country_name,espn_major_teams
22500,22500,GEC Wood,ENG,True,George Edward Charles Wood,George Wood,George,Wood,1893-08-22,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,England,England|Cambridge University|Kent
36383,36383,GEF Barnett,CAN,True,Geoffery Edward Fulton Barnett,Geoff Barnett,Geoff,Barnett,1984-02-03,True,active,LHB,Left Hand Bat,RMF,Right Arm Medium Fast,Top-order batter,TBT,Canada,Canada|Central Districts|Central Districts Under-17s
44078,44078,GF Bissett,SA,True,George Finlay Bissett,George Bissett,George,Bissett,1905-11-05,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,South Africa,South Africa|Northern Cape|Gauteng|Western Province
1510124,1510124,GF Cardos,TLS,True,Goncalo Filipe Cardos,Goncalo Cardos,Goncalo,Cardos,2006-04-08,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,Timor-Leste,Timor-Leste
36617,36617,GF Cresswell,NZ,True,George Fenwick Cresswell,Fen Cresswell,Fen,Cresswell,1915-03-22,False,inactive,LHB,Left Hand Bat,,,Unknown,UKN,New Zealand,New Zealand|Central Districts|Wellington
1155500,1155500,GF Gomes,MOZ,True,Gomes Frederico Gomes,Gomes Gomes,Gomes,Gomes,2003-10-02,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Mozambique,Mozambique Under-19s
13422,13422,GF Grace,ENG,True,George Frederick Grace,Fred Grace,Fred,Grace,1850-12-13,False,inactive,RHB,Right Hand Bat,,,Unknown,UKN,England,England|Gloucestershire
49552,49552,GF Labrooy,SL,True,Graeme Fredrick Labrooy,Graeme Labrooy,Graeme,Labrooy,1964-06-07,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Bowler,BL,Sri Lanka,Sri Lanka|Colombo Cricket Club
6272,6272,GF Lawson,AUS,True,Geoffrey Francis Lawson,Geoff Lawson,Geoff,Lawson,1957-12-07,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Bowler,BL,Australia,Australia|Lancashire|New South Wales
481875,481875,GF Linde,SA,True,George Fredrik Linde,George Linde,George,Linde,1991-12-04,True,active,LHB,Left Hand Bat,SLA,Slow Left Arm Orthodox,Allrounder,AR,South Africa,South Africa|Cape Cobras|Lahore Qalandars|Lucknow Super Giants|MI Cape Town|MI New York|Peshawar Zalmi|University of Pretoria|St Kitts and Nevis Patriots|Sylhet Strikers|Trent Rockets (Men)|Western Province|Western Province Under-19s
7395,7395,GF Rorke,AUS,True,Gordon Frederick Rorke,Gordon Rorke,Gordon,Rorke,1938-06-27,False,inactive,LHB,Left Hand Bat,RF,Right Arm Fast,Unknown,UKN,Australia,Australia|New South Wales
22186,22186,GF Vernon,ENG,True,George Frederick Vernon,George Vernon,George,Vernon,1856-06-20,False,inactive,RHB,Right Hand Bat,,,Unknown,UKN,England,England|Middlesex
45984,45984,GFJ Liebenberg,SA,True,Gerhardus Frederick Johannes Liebenberg,Gerhardus Liebenberg,Gerhardus,Liebenberg,1972-04-07,True,active,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Opening batter,OBT,South Africa,South Africa|Free State|Northern Cape
1323435,1323435,GG Alta,TKY,True,Gokhan Goktug Alta,Gokhan Alta,Gokhan,Alta,1998-09-09,True,active,RHB,Right Hand Bat,RMF,Right Arm Medium Fast,Unknown,UKN,Turkey,Turkey
8566,8566,GG Arnold,ENG,True,Geoffrey Graham Arnold,Geoff Arnold,Geoff,Arnold,1944-09-03,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Bowler,BL,England,England|Free State|Surrey|Sussex
1181993,1181993,GG Banner,Blz,True,Glenford Gilbert Banner,Glenford Banner,Glenford,Banner,1998-12-11,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Belize,Belize
45397,45397,GG Hall,SA,True,Glen Gordon Hall,Glen Hall,Glen,Hall,1938-05-24,False,inactive,RHB,Right Hand Bat,LB,Leg Break,Unknown,UKN,South Africa,South Africa|Eastern Province|Northerns
14131,14131,GG Hearne,ENG,True,George Gibbons Hearne,George Hearne,George,Hearne,1856-07-07,False,inactive,LHB,Left Hand Bat,,,Unknown,UKN,England,England|Kent
16857,16857,GG Macaulay,ENG,True,George Gibson Macaulay,George Macaulay,George,Macaulay,1897-12-07,False,inactive,RHB,Right Hand Bat,,,Unknown,UKN,England,England|Yorkshire
44089,44089,GH Bodi,SA,True,Gulam Hussain Bodi,Gulam Bodi,Gulam,Bodi,1979-01-04,True,active,LHB,Left Hand Bat,LWS,Left Arm Wrist Spin,Opening batter,OBT,South Africa,South Africa|Africa XI|Delhi Capitals|Easterns|Gauteng|KwaZulu-Natal|Lions|Titans
348034,348034,GH Dockrell,IRE,True,George Henry Dockrell,George Dockrell,George,Dockrell,1992-07-22,True,active,RHB,Right Hand Bat,SLA,Slow Left Arm Orthodox,Allrounder,AR,Ireland,Ireland|Ireland A|Ireland Under-13s|Ireland Under-15s|Ireland Under-19s|Leinster Lightning|Somerset|Somerset 2nd XI
14220,14220,GH Hirst,ENG,True,George Herbert Hirst,George Hirst,George,Hirst,1871-09-07,False,inactive,RHB,Right Hand Bat,LMF,Left Arm Medium Fast,Unknown,UKN,England,England|Europeans (India)|Yorkshire
52438,52438,GH Mudie,WI,True,George Horatio Mudie,George Mudie,George,Mudie,1915-11-26,False,inactive,RHB,Right Hand Bat,SLA,Slow Left Arm Orthodox,Unknown,UKN,West Indies,West Indies|Jamaica
247008,247008,GH O'Brien,BER,True,George Hubert O'Brien,George O'Brien,George,O'Brien,1984-09-16,True,active,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Bowler,BL,Bermuda,Bermuda
18572,18572,GH Pope,ENG,True,George Henry Pope,George Pope,George,Pope,1911-01-27,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Unknown,UKN,England,England|Derbyshire
47185,47185,GH Shepstone,SA,True,George Harold Shepstone,George Shepstone,George,Shepstone,1876-04-09,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,South Africa,South Africa|Marylebone Cricket Club|Gauteng
364094,364094,GH Smit,GUE,True,GH Smit,GH Smit,GH,Smit,1976-02-03,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,Guernsey,Guernsey
452044,452044,GH Vihari,IND,True,Gade Hanuma Vihari,Hanuma Vihari,Hanuma,Vihari,1993-10-13,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Batting allrounder,BTA,India,India|Andhra|Delhi Capitals|Hyderabad (India)|India A|India Under-19s|Rest of India|South Zone|Sunrisers Hyderabad
277911,277911,GH Worker,NZ,True,George Herrick Worker,George Worker,George,Worker,1989-08-23,True,active,LHB,Left Hand Bat,SLA,Slow Left Arm Orthodox,Batting allrounder,BTA,New Zealand,New Zealand|Scotland|Auckland|Canterbury|Central Districts|Jamaica Tallawahs|Montreal Tigers|New Zealand A|New Zealand Under-19s
11910,11910,GHG Doggart,ENG,True,George Hubert Graham Doggart,Hubert Doggart,Hubert,Doggart,1925-07-18,False,inactive,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,England,England|Cambridge University|Sussex
643433,643433,GHS Garton,ENG,True,George Henry Simmons Garton,George Garton,George,Garton,1997-04-15,True,active,LHB,Left Hand Bat,LF,Left Arm Fast,Bowling allrounder,BLA,England,Abu Dhabi Knight Riders|Adelaide Strikers|Warwickshire|England Lions|England Under-19s|Joburg Super Kings|Manchester Super Giants (Men)|Royal Challengers Bengaluru|Southern Brave (Men)|Sussex|Sussex 2nd XI|Sussex Under-13s|Sussex Under-14s|Sussex Under-15s|Sussex Under-16s|Sydney Thunder
7974,7974,GHS Trott,AUS,True,George Henry Stevens Trott,Harry Trott,Harry,Trott,1866-08-05,False,inactive,RHB,Right Hand Bat,LB,Leg Break,Unknown,UKN,Australia,Australia|Victoria
20197,20197,GHT Simpson-Hayward,ENG,True,George Hayward Thomas Simpson-Hayward,George Simpson-Hayward,George,Simpson-Hayward,1875-06-07,False,inactive,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,England,England|Cambridge University|Worcestershire
36179,36179,GI Allott,NZ,True,Geoffrey Ian Allott,Geoff Allott,Geoff,Allott,1971-12-24,False,inactive,RHB,Right Hand Bat,LFM,Left Arm Fast Medium,Bowler,BL,New Zealand,New Zealand|Canterbury
379309,379309,GI Gokoel,SUR,True,Giovani Inderdath Gokoel,Giovani Gokoel,Giovani,Gokoel,1992-06-20,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,Suriname,
379144,379144,GI Hume,IRE,True,Graham Ian Hume,Graham Hume,Graham,Hume,1990-11-23,True,active,LHB,Left Hand Bat,RFM,Right Arm Fast Medium,Bowler,BL,Ireland,Ireland|Dolphins|Gauteng|Gauteng Under-19s|KwaZulu-Natal Inland|South Africa Academy|South Africa Under-19s
25102,25102,GI Maiden,SCOT,True,Gregor Ian Maiden,Gregor Maiden,Gregor,Maiden,1979-07-22,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Batter,BT,Scotland,Scotland|Loughborough Marylebone Cricket Club University (England)|Marylebone Cricket Club|West of Scotland
580688,580688,GJ Agius,MLT,True,George Joseph Agius,George Agius,George,Agius,1994-11-25,True,active,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,Malta,Malta
4451,4451,GJ Bailey,AUS,True,George John Bailey,George Bailey,George,Bailey,1982-09-07,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Top-order batter,TBT,Australia,Australia|Scotland|Australia A|Chennai Super Kings|Hampshire|Hobart Hurricanes|Punjab Kings|Melbourne Stars|Middlesex|Montreal Tigers|Rising Pune Supergiant|Sussex|Tasmania|Tasmania Under-19s|World-XI
4451,4451,GJ Bailey,AUS/World,True,George John Bailey,George Bailey,George,Bailey,1982-09-07,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Top-order batter,TBT,Australia,Australia|Scotland|Australia A|Chennai Super Kings|Hampshire|Hobart Hurricanes|Punjab Kings|Melbourne Stars|Middlesex|Montreal Tigers|Rising Pune Supergiant|Sussex|Tasmania|Tasmania Under-19s|World-XI
9042,9042,GJ Batty,ENG,True,Gareth Jon Batty,Gareth Batty,Gareth,Batty,1977-10-13,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Bowler,BL,England,England|Surrey|Surrey Cricket Board|Worcestershire|Yorkshire
4167,4167,GJ Bonnor,AUS,True,George John Bonnor,George Bonnor,George,Bonnor,1856-02-25,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Australia,Australia|New South Wales|Victoria
4629,4629,GJ Cosier,AUS,True,Gary John Cosier,Gary Cosier,Gary,Cosier,1953-04-25,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Middle-order batter,MBT,Australia,Australia|Queensland|South Australia|Victoria
55321,55321,GJ Crocker,ZIM,True,Gary John Crocker,Gary Crocker,Gary,Crocker,1962-05-16,False,inactive,LHB,Left Hand Bat,LMF,Left Arm Medium Fast,Unknown,UKN,Zimbabwe,Zimbabwe|Mashonaland Country Districts
1099379,1099379,GJ Delany,IRE,True,Gareth James Delany,Gareth Delany,Gareth,Delany,1997-04-28,True,active,RHB,Right Hand Bat,LBG,Leg Break Googly,Batting allrounder,BTA,Ireland,Ireland|Ireland A|Ireland Academy|Leicestershire|Leinster Lightning
5396,5396,GJ Gilmour,AUS,True,Gary John Gilmour,Gary Gilmour,Gary,Gilmour,1951-06-26,False,inactive,LHB,Left Hand Bat,LFM,Left Arm Fast Medium,Unknown,UKN,Australia,Australia|New South Wales
37248,37248,GJ Hopkins,NZ,True,Gareth James Hopkins,Gareth Hopkins,Gareth,Hopkins,1976-11-24,True,active,RHB,Right Hand Bat,,,Wicketkeeper batter,WBT,New Zealand,New Zealand|Auckland|Canterbury|New Zealand A|New Zealand Academy|Northern Districts|Otago|South Island
1181990,1181990,GJ Joseph,Blz,True,Garret Jason Joseph,Gareth Joseph,Gareth,Joseph,1979-04-16,True,active,LHB,Left Hand Bat,,,Unknown,UKN,Belize,Belize
325026,325026,GJ Maxwell,AUS,True,Glenn James Maxwell,Glenn Maxwell,Glenn,Maxwell,1988-10-14,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Batting allrounder,BTA,Australia,Australia|Delhi Capitals|Fitzroy-Doncaster|Hampshire|Hampshire 2nd XI|Hyderabad Kingsmen|Punjab Kings|Lancashire|London Spirit (Men)|Melbourne Renegades|Melbourne Stars|Mumbai Indians|Royal Challengers Bengaluru|Victoria|Victoria Second XI|Victoria Under-19s|Washington Freedom|Yorkshire
348037,348037,GJ McCarter,IRE,True,Graeme John McCarter,Graeme McCarter,Graeme,McCarter,1992-10-10,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Bowler,BL,Ireland,Ireland|Gloucestershire|Gloucestershire 2nd XI|Ireland A|Ireland Under-13s|Ireland Under-15s|Ireland Under-19s|Northern Knights
55713,55713,GJ Rennie,ZIM,True,Gavin James Rennie,Gavin Rennie,Gavin,Rennie,1976-01-12,True,active,LHB,Left Hand Bat,SLA,Slow Left Arm Orthodox,Top-order batter,TBT,Zimbabwe,Zimbabwe|Mashonaland|Mashonaland A|Mashonaland Under-24s|Young Mashonaland
594329,594329,GJ Snyman,SA,True,Gerrit Jacques Snyman,Jacques Snyman,Jacques,Snyman,1994-05-10,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Batting allrounder,BTA,South Africa,South Africa|Jozi Stars|Knights|MI Cape Town|Northern Cape|Northerns Under-19s|Titans Cubs
21528,21528,GJ Thompson,ENG,True,George Joseph Thompson,George Thompson,George,Thompson,1877-10-27,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Unknown,UKN,England,England|Auckland|Northamptonshire
24616,24616,GJ Thompson,IRE,True,Greg James Thompson,Greg Thompson,Greg,Thompson,1987-09-17,True,active,RHB,Right Hand Bat,LB,Leg Break,Bowler,BL,Ireland,Ireland|Durham Marylebone Cricket Club University|Ireland Under-19s|Lancashire 2nd XI
55848,55848,GJ Whittall,ZIM,True,Guy James Whittall,Guy Whittall,Guy,Whittall,1972-09-05,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Batting allrounder,BTA,Zimbabwe,Zimbabwe|Manicaland|Mashonaland|Matabeleland
1218992,1218992,GJ van Rensburg,NAM,True,Gerhard Janse van Rensburg,Gerhard Janse van Rensburg,Gerhard,Rensburg,2004-11-15,True,active,RHB,Right Hand Bat,LB,Leg Break,Unknown,UKN,Namibia,Namibia|BA Blasting|MR24-7 Namspire|Namibia Under-19s
24857,24857,GJAF Aponso,NED,True,Goniamalimage John Anthony Flavian Aponso,Flavian Aponso,Flavian,Aponso,1952-10-28,False,inactive,LHB,Left Hand Bat,OB,Right Arm Off Break,Top-order batter,TBT,Netherlands,Netherlands|Sebastianites Cricket and Athletic Club
45888,45888,GJP Kruger,SA,True,Garnett John-Peter Kruger,Garnett Kruger,Garnett,Kruger,1977-01-05,True,active,RHB,Right Hand Bat,RMF,Right Arm Medium Fast,Bowler,BL,South Africa,South Africa|Eastern Province|Eastern Province B|Gauteng|Glamorgan|Leicestershire|Lions|Warriors
44394,44394,GK Berg,ITA,True,Gareth Kyle Berg,Gareth Berg,Gareth,Berg,1981-01-18,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Bowling allrounder,BLA,Italy,Italy|Hampshire|Hampshire 2nd XI|Middlesex|Middlesex 2nd XI|Northamptonshire|Northamptonshire 2nd XI|Western Province
26966,26966,GK Bose,IND,True,Gopal Krishna Bose,Gopal Bose,Gopal,Bose,1947-05-20,False,inactive,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,India,India|Bengal
55276,55276,GK Bruk-Jackson,ZIM,True,Glen Keith Bruk-Jackson,Glen Bruk-Jackson,Glen,Bruk-Jackson,1969-04-25,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,Zimbabwe,Zimbabwe|Leicestershire 2nd XI|Mashonaland|Mashonaland Country Districts
1167758,1167758,GK Ghalley,BHU,True,Gakul Kumar Ghalley,Gakul Ghalley,Gakul,Ghalley,2000-09-13,True,active,RHB,Right Hand Bat,,,Unknown,UKN,Bhutan,Bhutan Under-19s
45232,45232,GK Glover,SA,True,George Keyworth Glover,George Glover,George,Glover,1870-05-13,False,inactive,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,South Africa,South Africa|Northern Cape
30107,30107,GK Khoda,IND,True,Gagan Kishanlal Khoda,Gagan Khoda,Gagan,Khoda,1974-10-24,True,active,RHB,Right Hand Bat,,,Batter,BT,India,India|Rajasthan|Rajasthan Cricket Association President's XI
32168,32168,GK Pandey,IND,True,Gyanendrakumar Kedarnath Pandey,Gyanendra Pandey,Gyanendra,Pandey,1972-08-12,True,active,LHB,Left Hand Bat,SLA,Slow Left Arm Orthodox,Unknown,UKN,India,India|Uttar Pradesh
38252,38252,GK Robertson,NZ,True,Gary Keith Robertson,Gary Robertson,Gary,Robertson,1960-07-15,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Unknown,UKN,New Zealand,New Zealand|Central Districts
381030,381030,GL Cloete,SA,True,Gihahn Love Cloete,Gihahn Cloete,Gihahn,Cloete,1992-10-04,True,active,LHB,Left Hand Bat,OB,Right Arm Off Break,Wicketkeeper batter,WBT,South Africa,South Africa|Free State|Northern Cape|Northern Cape Under-19s|Knights|South Africa A|South Africa Under-19s
51881,51881,GL Gibbs,WI,True,Glendon Lionel Gibbs,Glendon Gibbs,Glendon,Gibbs,1925-12-27,False,inactive,LHB,Left Hand Bat,SLA,Slow Left Arm Orthodox,Unknown,UKN,West Indies,West Indies|Guyana
15509,15509,GL Jessop,ENG,True,Gilbert Laird Jessop,Gilbert Jessop,Gilbert,Jessop,1874-05-19,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,England,England|Cambridge University|Gloucestershire|London County
47525,47525,GL Tapscott,SA,True,George Lancelot Tapscott,Dusty Tapscott,Dusty,Tapscott,1889-11-07,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,South Africa,South Africa|Northern Cape
38747,38747,GL Weir,NZ,True,Gordon Lindsay Weir,'Dad' Weir,'Dad',Weir,1908-06-02,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,New Zealand,New Zealand|Auckland
53225,53225,GL Wight,WI,True,George Leslie Wight,Leslie Wight,Leslie,Wight,1929-05-28,False,inactive,RHB,Right Hand Bat,,,Unknown,UKN,West Indies,West Indies|Guyana
857979,857979,GLS Scrimshaw,ENG,True,George Louis Sheridan Scrimshaw,George Scrimshaw,George,Scrimshaw,1998-02-10,True,active,RHB,Right Hand Bat,RMF,Right Arm Medium Fast,Bowler,BL,England,England|Derbyshire|Derbyshire 2nd XI|New York Strikers|Northamptonshire|MI London (Men)|Sylhet Strikers|Welsh Fire (Men)|Worcestershire 2nd XI
51463,51463,GM Carew,WI,True,George McDonald Carew,George Carew,George,Carew,1910-06-04,False,inactive,RHB,Right Hand Bat,SLA,Slow Left Arm Orthodox,Unknown,UKN,West Indies,West Indies|Barbados
12517,12517,GM Emmett,ENG,True,George Malcolm Emmett,George Emmett,George,Emmett,1912-12-02,False,inactive,RHB,Right Hand Bat,SLA,Slow Left Arm Orthodox,Unknown,UKN,England,England|Gloucestershire
55419,55419,GM Ewing,ZIM,True,Gavin Mackie Ewing,Gavin Ewing,Gavin,Ewing,1981-01-21,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Unknown,UKN,Zimbabwe,Zimbabwe|Matabeleland|Matabeleland Tuskers|Zimbabwe Under-19s
45078,45078,GM Fullerton,SA,True,George Murray Fullerton,George Fullerton,George,Fullerton,1922-12-08,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,South Africa,South Africa|Gauteng
45247,45247,GM Griffin,SA,True,Geoffrey Merton Griffin,Geoff Griffin,Geoff,Griffin,1939-06-12,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,South Africa,Zimbabwe|South Africa|KwaZulu-Natal
28861,28861,GM Guard,IND,True,Ghulam Mustafa Guard,Ghulam Guard,Ghulam,Guard,1925-12-12,False,inactive,LHB,Left Hand Bat,LFM,Left Arm Fast Medium,Unknown,UKN,India,India|Gujarat|Mumbai
14020,14020,GM Hamilton,ENG,True,Gavin Mark Hamilton,Gavin Hamilton,Gavin,Hamilton,1974-09-16,True,active,LHB,Left Hand Bat,RMF,Right Arm Medium Fast,Middle-order batter,MBT,Scotland,England|Scotland|Durham|Yorkshire
14020,14020,GM Hamilton,SCOT,True,Gavin Mark Hamilton,Gavin Hamilton,Gavin,Hamilton,1974-09-16,True,active,LHB,Left Hand Bat,RMF,Right Arm Medium Fast,Middle-order batter,MBT,Scotland,England|Scotland|Durham|Yorkshire
1181992,1181992,GM Hyde,Blz,True,George Michael Hyde,George Hyde,George,Hyde,1998-07-30,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Belize,Belize
1107667,1107667,GM Mwendwa,KENYA,True,Gerard Muthui Mwendwa,Gerard Mwendwa,Gerard,Mwendwa,1999-10-07,True,active,RHB,Right Hand Bat,RMF,Right Arm Medium Fast,Allrounder,AR,Kenya,Kenya Under-19s
1163147,1163147,GM Ntambalika,MWI,True,Gershom Masimba Ntambalika,Gershom Ntambalika,Gershom,Ntambalika,1995-05-14,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Malawi,Malawi
46728,46728,GM Parker,SA,True,George Macdonald Parker,George Parker,George,Parker,1899-05-27,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,South Africa,South Africa
7358,7358,GM Ritchie,AUS,True,Gregory Michael Ritchie,Greg Ritchie,Greg,Ritchie,1960-01-23,False,inactive,RHB,Right Hand Bat,RM,Right Arm Medium,Middle-order batter,MBT,Australia,Australia|Queensland
55782,55782,GM Strydom,ZIM,True,Gregory Mark Strydom,Gregory Strydom,Gregory,Strydom,1984-03-26,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Cayman Islands,Cayman Islands|Zimbabwe|Matabeleland|Matabeleland Tuskers|Westerns|Zimbabwe Under-23s
55782,55782,GM Strydom,CAY,True,Gregory Mark Strydom,Gregory Strydom,Gregory,Strydom,1984-03-26,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Unknown,UKN,Cayman Islands,Cayman Islands|Zimbabwe|Matabeleland|Matabeleland Tuskers|Westerns|Zimbabwe Under-23s
38622,38622,GM Turner,NZ,True,Glenn Maitland Turner,Glenn Turner,Glenn,Turner,1947-05-26,False,inactive,RHB,Right Hand Bat,OB,Right Arm Off Break,Opening batter,OBT,New Zealand,New Zealand|Northern Districts|Otago|Worcestershire
8251,8251,GM Wood,AUS,True,Graeme Malcolm Wood,Graeme Wood,Graeme,Wood,1956-11-06,False,inactive,LHB,Left Hand Bat,RM,Right Arm Medium,Opening batter,OBT,Australia,Australia|Western Australia
24913,24913,GMC Mol,NED,True,Geert-Maarten C Mol,Geert-Maarten Mol,Geert-Maarten,Mol,1983-10-12,True,active,RHB,Right Hand Bat,RM,Right Arm Medium,Bowler,BL,Netherlands,Quick Haag
36952,36952,GN Edwards,NZ,True,Graham Neil Edwards,Jock Edwards,Jock,Edwards,1955-05-27,False,inactive,RHB,Right Hand Bat,,,Unknown,UKN,New Zealand,New Zealand|Central Districts
51794,51794,GN Francis,WI,True,George Nathaniel Francis,George Francis,George,Francis,1897-12-11,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,West Indies,West Indies|Barbados
8448,8448,GN Yallop,AUS,True,Graham Neil Yallop,Graham Yallop,Graham,Yallop,1952-10-07,False,inactive,LHB,Left Hand Bat,LM,Left Arm Medium,Top-order batter,TBT,Australia,Australia|Victoria
48457,48457,GN de Silva,SL,True,Granville Nissanka de Silva,Granville De Silva,Granville,Silva,1955-03-12,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Unknown,UKN,Sri Lanka,Sri Lanka
15501,15501,GO Jones,ENG,True,Geraint Owen Jones,Geraint Jones,Geraint,Jones,1976-07-14,True,active,RHB,Right Hand Bat,,,Wicketkeeper batter,WBT,Papua New Guinea,England|Papua New Guinea|Gloucestershire|Kent|Kent 2nd XI
15501,15501,GO Jones,ENG/PNG,True,Geraint Owen Jones,Geraint Jones,Geraint,Jones,1976-07-14,True,active,RHB,Right Hand Bat,,,Wicketkeeper batter,WBT,Papua New Guinea,England|Papua New Guinea|Gloucestershire|Kent|Kent 2nd XI
38242,38242,GO Rabone,NZ,True,Geoffrey Osborne Rabone,Geoff Rabone,Geoff,Rabone,1921-11-06,False,inactive,RHB,Right Hand Bat,LB,Leg Break,Unknown,UKN,New Zealand,New Zealand|Auckland|Wellington
1286496,1286496,GO Sopinho,MOZ,True,Gerito Orlando Sopinho,Gerito Sopinho,Gerito,Sopinho,2000-06-01,True,active,RHB,Right Hand Bat,,,Unknown,UKN,Mozambique,Mozambique
8515,8515,GOB Allen,ENG,True,George Oswald Browning Allen,Gubby Allen,Gubby,Allen,1902-07-31,False,inactive,RHB,Right Hand Bat,RF,Right Arm Fast,Unknown,UKN,England,England|Cambridge University|Middlesex
36296,36296,GP Bilby,NZ,True,Grahame Paul Bilby,Grahame Bilby,Grahame,Bilby,1941-05-07,False,inactive,RHB,Right Hand Bat,,,Opening batter,OBT,New Zealand,New Zealand|Wellington
37254,37254,GP Howarth,NZ,True,Geoffrey Philip Howarth,Geoff Howarth,Geoff,Howarth,1951-03-29,False,inactive,RHB,Right Hand Bat,OB,Right Arm Off Break,Top-order batter,TBT,New Zealand,New Zealand|Auckland|Northern Districts|Surrey
807549,807549,GP Meade,ITA,True,Gian-Piero Sergio Meade,Gian-Piero Meade,Gian-Piero,Meade,1996-03-19,True,active,RHB,Right Hand Bat,RMF,Right Arm Medium Fast,Wicketkeeper batter,WBT,Italy,Italy|Easterns Under-19s
38411,38411,GP Sulzberger,NZ,True,Glen Paul Sulzberger,Glen Sulzberger,Glen,Sulzberger,1973-03-14,True,active,LHB,Left Hand Bat,OB,Right Arm Off Break,Unknown,UKN,New Zealand,New Zealand|Central Districts
20431,20431,GP Swann,ENG,True,Graeme Peter Swann,Graeme Swann,Graeme,Swann,1979-03-24,True,active,RHB,Right Hand Bat,OB,Right Arm Off Break,Bowler,BL,England,England|Northamptonshire|Nottinghamshire
21537,21537,GP Thorpe,ENG,True,Graham Paul Thorpe,Graham Thorpe,Graham,Thorpe,1969-08-01,False,inactive,LHB,Left Hand Bat,RM,Right Arm Medium,Middle-order batter,MBT,England,England|Surrey
50848,50848,GP Wickramasinghe,SL,True,Gallage Pramodya Wickramasinghe,Pramodya Wickramasinghe,Pramodya,Wickramasinghe,1971-08-14,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Bowler,BL,Sri Lanka,Sri Lanka|Burgher Recreation Club|Sinhalese Sports Club|Tamil Union Cricket and Athletic Club
45415,45415,GPD Hartigan,SA,True,Gerald Patrick Desmond Hartigan,Gerald Hartigan,Gerald,Hartigan,1884-12-30,False,inactive,RHB,Right Hand Bat,RFM,Right Arm Fast Medium,Unknown,UKN,South Africa,South Africa|Border
