cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,format
23961,23961,Mehmood Quaraishy,EAf,Mehmood Quaraishy (EAf),1975-1975,3,3,0,0,0,0,0,0,0,odi
888565,888565,Mehran Khan,OMA,Mehran Khan (OMA),2024-2024,4,4,0,0,0,0,0,0,0,odi
23962,23962,PS Mehta,EAf,PS Mehta (EAf),1975-1975,1,1,0,0,0,0,0,0,0,odi
55591,55591,MA Meman,ZIM,MA Meman (ZIM),1987-1987,1,1,0,0,0,0,0,0,0,odi
439288,439288,JM Mennie,AUS,JM Mennie (AUS),2016-2016,2,2,0,0,0,0,0,0,0,odi
30999,30999,PL Mhambrey,IND,PL Mhambrey (IND),1996-1998,3,3,0,0,0,0,0,0,0,odi
526468,526468,EJB Miles,JER,EJB Miles (JER),2023-2023,4,4,0,0,0,0,0,0,0,odi
530814,530814,MJ Mindley,WI,MJ Mindley (WI),2024-2024,1,1,0,0,0,0,0,0,0,odi
1075863,1075863,K Mishara,SL,K Mishara (SL),2025-2026,6,6,0,0,0,0,0,0,0,odi
389666,389666,Mohammad Abbas,PAK,Mohammad Abbas (PAK),2019-2019,3,3,0,0,0,0,0,0,0,odi
25538,25538,Mohammad Aslam,UAE,Mohammad Aslam (UAE),1996-1996,4,4,0,0,0,0,0,0,0,odi
41440,41440,Mohammad Iqbal,CAN,Mohammad Iqbal (CAN),2007-2008,5,5,0,0,0,0,0,0,0,odi
41294,41294,Mohammad Nazir,PAK,Mohammad Nazir (PAK),1980-1984,4,4,0,0,0,0,0,0,0,odi
227771,227771,Mohammad Talha,PAK,Mohammad Talha (PAK),2014-2014,3,3,0,0,0,0,0,0,0,odi
41304,41304,Moin-ul-Atiq,PAK,Moin-ul-Atiq (PAK),1988-1989,5,5,0,0,0,0,0,0,0,odi
56011,56011,Moniruzzaman,BAN,Moniruzzaman (BAN),2003-2003,2,2,0,0,0,0,0,0,0,odi
217522,217522,DWO Morgan,BER,DWO Morgan (BER),2006-2006,2,2,0,0,0,0,0,0,0,odi
52437,52437,EA Moseley,WI,EA Moseley (WI),1990-1991,9,8,0,0,0,0,0,0,0,odi
46255,46255,PV Mpitsang,SA,PV Mpitsang (SA),1999-1999,2,2,0,0,0,0,0,0,0,odi
453321,453321,T Mufudza,ZIM,T Mufudza (ZIM),2024-2024,2,2,0,0,0,0,0,0,0,odi
1072472,1072472,Muhammad Musa,PAK,Muhammad Musa (PAK),2020-2020,2,2,0,0,0,0,0,0,0,odi
1410354,1410354,Muhammad Rohid,UAE,Muhammad Rohid (UAE),2025-2025,3,3,0,0,0,0,0,0,0,odi
1474134,1474134,Muhammed Imran,OMA,Muhammed Imran (OMA),2025-2026,5,5,0,0,0,0,0,0,0,odi
41310,41310,Mujahid Jamshed,PAK,Mujahid Jamshed (PAK),1997-1997,4,4,0,0,0,0,0,0,0,odi
299821,299821,M Mulla,CAN,M Mulla (CAN),2007-2007,1,1,0,0,0,0,0,0,0,odi
49634,49634,AMN Munasinghe,SL,AMN Munasinghe (SL),1994-1996,5,5,0,0,0,0,0,0,0,odi
220613,220613,Munir Dar,HKG,Munir Dar (HKG),2008-2008,2,2,0,0,0,0,0,0,0,odi
24799,24799,GB Murgatroyd,NAM,GB Murgatroyd (NAM),2003-2003,6,6,0,0,0,0,0,0,0,odi
37735,37735,DJ Murray,NZ,DJ Murray (NZ),1994-1994,1,1,0,0,0,0,0,0,0,odi
232444,232444,T Muzarabani,ZIM,T Muzarabani (ZIM),2015-2016,8,8,0,0,0,0,0,0,0,odi
42044,42044,Nadeem Ghauri,PAK,Nadeem Ghauri (PAK),1990-1990,6,6,0,0,0,0,0,0,0,odi
42047,42047,Nadeem Khan,PAK,Nadeem Khan (PAK),1993-1995,2,2,0,0,0,0,0,0,0,odi
42051,42051,Naeem Ashraf,PAK,Naeem Ashraf (PAK),1995-1995,2,2,0,0,0,0,0,0,0,odi
23964,23964,J Nagenda,EAf,J Nagenda (EAf),1975-1975,1,1,0,0,0,0,0,0,0,odi
31778,31778,SS Naik,IND,SS Naik (IND),1974-1974,2,2,0,0,0,0,0,0,0,odi
398439,398439,KK Nair,IND,KK Nair (IND),2016-2016,2,2,0,0,0,0,0,0,0,odi
42160,42160,Najaf Shah,PAK,Najaf Shah (PAK),2007-2007,1,1,0,0,0,0,0,0,0,odi
533953,533953,Najeeb Tarakai,AFG,Najeeb Tarakai (AFG),2017-2017,1,1,0,0,0,0,0,0,0,odi
6981,6981,DP Nannes,AUS,DP Nannes (AUS),2009-2009,1,1,0,0,0,0,0,0,0,odi
42055,42055,Naseer Malik,PAK,Naseer Malik (PAK),1975-1975,3,3,0,0,0,0,0,0,0,odi
42057,42057,Nasim-ul-Ghani,PAK,Nasim-ul-Ghani (PAK),1973-1973,1,1,0,0,0,0,0,0,0,odi
447290,447290,Nasir Aziz,UAE,Nasir Aziz (UAE),2014-2015,5,5,0,0,0,0,0,0,0,odi
24228,24228,Nasir Hameed,HKG,Nasir Hameed (HKG),2004-2004,1,1,0,0,0,0,0,0,0,odi
25625,25625,Nasir Javed,USA,Nasir Javed (USA),2004-2004,1,1,0,0,0,0,0,0,0,odi
802575,802575,T Natarajan,IND,T Natarajan (IND),2020-2021,2,2,0,0,0,0,0,0,0,odi
42059,42059,Naumanullah,PAK,Naumanullah (PAK),2008-2008,1,1,0,0,0,0,0,0,0,odi
42062,42062,Naved Anjum,PAK,Naved Anjum (PAK),1984-1992,13,13,0,0,0,0,0,0,0,odi
1276921,1276921,Naveed Zadran,AFG,Naveed Zadran (AFG),2024-2024,4,4,0,0,0,0,0,0,0,odi
49767,49767,MN Nawaz,SL,MN Nawaz (SL),1998-2002,3,3,0,0,0,0,0,0,0,odi
32091,32091,AM Nayar,IND,AM Nayar (IND),2009-2009,3,3,0,0,0,0,0,0,0,odi
1195683,1195683,LR Naylor,SCOT,LR Naylor (SCOT),2023-2025,2,2,0,0,0,0,0,0,0,odi
333002,333002,N Ncube,ZIM,N Ncube (ZIM),2011-2011,1,1,0,0,0,0,0,0,0,odi
596456,596456,A Ndlovu,ZIM,A Ndlovu (ZIM),2019-2019,2,2,0,0,0,0,0,0,0,odi
1394079,1394079,J Neill,IRE,J Neill (IRE),2025-2025,1,1,0,0,0,0,0,0,0,odi
308515,308515,SO Ngoche,KENYA,SO Ngoche (KENYA),2010-2014,14,14,0,0,0,0,0,0,0,odi
55669,55669,IA Nicolson,ZIM,IA Nicolson (ZIM),2010-2010,2,2,0,0,0,0,0,0,0,odi
25021,25021,RG Nijman,NED,RG Nijman (NED),2009-2009,1,1,0,0,0,0,0,0,0,odi
6938,6938,AA Noffke,AUS,AA Noffke (AUS),2008-2008,1,1,0,0,0,0,0,0,0,odi
56040,56040,Nurul Abedin,BAN,Nurul Abedin (BAN),1986-1990,4,4,0,0,0,0,0,0,0,odi
1409283,1409283,NT Nyamhuri,ZIM,NT Nyamhuri (ZIM),2024-2025,4,3,0,0,0,0,0,0,0,odi
7002,7002,KJ O'Keeffe,AUS,KJ O'Keeffe (AUS),1977-1977,2,2,0,0,0,0,0,0,0,odi
486679,486679,D Olivier,SA,D Olivier (SA),2019-2019,2,2,0,0,0,0,0,0,0,odi
