cricinfo_id,unique_player_id,final_player_name,source_country_text,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,format
26269,26269,ML Apte,IND,ML Apte (IND),1952-1953,7,12,2,2,0,0,2,1 (1ct 0st),0.166,test
270135,270135,Ariful Haque,BAN,Ariful Haque (BAN),2018-2018,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
26290,26290,Arshad Ayub,IND,Arshad Ayub (IND),1987-1989,13,24,2,2,0,0,2,1 (1ct 0st),0.083,test
26293,26293,B Arun,IND,B Arun (IND),1986-1987,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
320652,320652,Asghar Afghan,AFG,Asghar Afghan (AFG),2018-2021,6,11,2,2,0,0,2,1 (1ct 0st),0.181,test
39015,39015,Ata-ur-Rehman,PAK,Ata-ur-Rehman (PAK),1992-1996,13,23,2,2,0,0,2,1 (1ct 0st),0.086,test
51112,51112,ES Atkinson,WI,ES Atkinson (WI),1958-1959,8,15,2,2,0,0,2,1 (1ct 0st),0.133,test
51113,51113,RA Austin,WI,RA Austin (WI),1978-1978,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
26806,26806,S Badrinath,IND,S Badrinath (IND),2010-2010,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
51209,51209,L Baichan,WI,L Baichan (WI),1975-1976,3,6,2,2,0,0,2,2 (2ct 0st),0.333,test
51211,51211,EAE Baptiste,WI,EAE Baptiste (WI),1983-1990,10,20,2,2,0,0,2,1 (1ct 0st),0.1,test
9007,9007,F Barratt,ENG,F Barratt (ENG),1929-1930,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
51215,51215,EL Bartlett,WI,EL Bartlett (WI),1928-1931,5,7,2,2,0,0,2,1 (1ct 0st),0.285,test
39956,39956,Bazid Khan,PAK,Bazid Khan (PAK),2005-2005,1,2,2,2,0,0,2,2 (2ct 0st),1,test
36290,36290,DD Beard,NZ,DD Beard (NZ),1952-1956,4,7,2,2,0,0,2,2 (2ct 0st),0.285,test
44059,44059,R Beaumont,SA,R Beaumont (SA),1912-1914,5,7,2,2,0,0,2,1 (1ct 0st),0.285,test
44062,44062,DW Begbie,SA,DW Begbie (SA),1948-1950,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
51218,51218,KCG Benjamin,WI,KCG Benjamin (WI),1992-1998,26,50,2,2,0,0,2,1 (1ct 0st),0.04,test
9079,9079,R Berry,ENG,R Berry (ENG),1950-1950,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
9089,9089,MP Bicknell,ENG,MP Bicknell (ENG),1993-2003,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
498875,498875,Bilal Asif,PAK,Bilal Asif (PAK),2018-2018,5,10,2,2,0,0,2,2 (2ct 0st),0.2,test
215152,215152,JM Bird,AUS,JM Bird (AUS),2012-2017,9,17,2,2,0,0,2,1 (1ct 0st),0.117,test
4154,4154,DD Blackie,AUS,DD Blackie (AUS),1928-1929,3,6,2,2,0,0,2,2 (2ct 0st),0.333,test
9121,9121,RJ Blakey,ENG,RJ Blakey (ENG),1993-1993,2,2,2,2,0,2,0,1 (1ct 0st),1,test
4508,4508,DE Bollinger,AUS,DE Bollinger (AUS),2009-2010,12,23,2,2,0,0,2,1 (1ct 0st),0.086,test
9142,9142,JB Bolus,ENG,JB Bolus (ENG),1963-1964,7,14,2,2,0,0,2,1 (1ct 0st),0.142,test
310519,310519,SG Borthwick,ENG,SG Borthwick (ENG),2014-2014,1,2,2,2,0,0,2,2 (2ct 0st),1,test
9181,9181,WE Bowes,ENG,WE Bowes (ENG),1932-1946,15,29,2,2,0,0,2,1 (1ct 0st),0.068,test
9184,9184,EH Bowley,ENG,EH Bowley (ENG),1929-1930,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
4185,4185,NW Bracken,AUS,NW Bracken (AUS),2003-2005,5,10,2,2,0,0,2,1 (1ct 0st),0.2,test
36309,36309,WP Bradburn,NZ,WP Bradburn (NZ),1964-1964,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
44116,44116,WH Brann,SA,WH Brann (SA),1922-1923,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
4210,4210,EH Bromley,AUS,EH Bromley (AUS),1933-1934,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
9280,9280,CP Buckenham,ENG,CP Buckenham (ENG),1910-1910,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
4250,4250,FJ Burton,AUS,FJ Burton (AUS),1887-1888,2,4,2,1,1,0,1,1 (1ct 0st),0.5,test
36316,36316,TB Burtt,NZ,TB Burtt (NZ),1947-1953,10,14,2,2,0,0,2,1 (1ct 0st),0.142,test
9334,9334,HR Butt,ENG,HR Butt (ENG),1896-1896,3,6,2,1,1,1,0,1 (1ct 0st),0.333,test
51241,51241,CG Butts,WI,CG Butts (WI),1985-1988,7,12,2,2,0,0,2,1 (1ct 0st),0.166,test
36599,36599,FJ Cameron,NZ,FJ Cameron (NZ),1961-1965,19,35,2,2,0,0,2,1 (1ct 0st),0.057,test
380957,380957,J Cameron-Dow,IRE,J Cameron-Dow (IRE),2019-2019,1,2,2,2,0,0,2,2 (2ct 0st),1,test
4534,4534,PH Carlson,AUS,PH Carlson (AUS),1979-1979,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
44426,44426,CP Carter,SA,CP Carter (SA),1912-1924,10,16,2,2,0,0,2,1 (1ct 0st),0.125,test
10679,10679,TW Cartwright,ENG,TW Cartwright (ENG),1964-1965,5,9,2,2,0,0,2,2 (2ct 0st),0.222,test
4825,4825,B Casson,AUS,B Casson (AUS),2008-2008,1,2,2,2,0,0,2,2 (2ct 0st),1,test
316153,316153,R Chandrika,WI,R Chandrika (WI),2015-2016,5,7,2,2,0,0,2,2 (2ct 0st),0.285,test
4561,4561,TM Chappell,AUS,TM Chappell (AUS),1981-1981,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
1059122,1059122,TL Chivanga,ZIM,TL Chivanga (ZIM),2023-2025,8,12,2,2,0,0,2,1 (1ct 0st),0.166,test
51477,51477,ST Clarke,WI,ST Clarke (WI),1978-1982,11,19,2,2,0,0,2,1 (1ct 0st),0.105,test
27665,27665,SHM Colah,IND,SHM Colah (IND),1932-1933,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
44455,44455,JB Commins,SA,JB Commins (SA),1994-1995,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
594992,594992,M Commins,IRE,M Commins (IRE),2023-2023,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
4625,4625,BB Cooper,AUS,BB Cooper (AUS),1877-1877,1,2,2,2,0,0,2,2 (2ct 0st),1,test
281974,281974,TA Copeland,AUS,TA Copeland (AUS),2011-2011,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
10824,10824,RMH Cottam,ENG,RMH Cottam (ENG),1969-1973,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
4652,4652,ID Craig,AUS,ID Craig (AUS),1953-1958,11,20,2,2,0,0,2,1 (1ct 0st),0.1,test
556749,556749,ML Cummins,WI,ML Cummins (WI),2016-2019,14,23,2,2,0,0,2,1 (1ct 0st),0.086,test
10900,10900,WR Cuttell,ENG,WR Cuttell (ENG),1899-1899,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
211855,211855,LA Dawson,ENG,LA Dawson (ENG),2016-2025,4,7,2,2,0,0,2,2 (2ct 0st),0.285,test
11855,11855,H Dean,ENG,H Dean (ENG),1912-1912,3,5,2,2,0,0,2,1 (1ct 0st),0.4,test
36827,36827,CS Dempster,NZ,CS Dempster (NZ),1930-1933,10,15,2,2,0,0,2,1 (1ct 0st),0.133,test
5017,5017,XJ Doherty,AUS,XJ Doherty (AUS),2010-2013,4,6,2,2,0,0,2,2 (2ct 0st),0.333,test
4969,4969,H Donnan,AUS,H Donnan (AUS),1892-1896,5,9,2,2,0,0,2,1 (1ct 0st),0.222,test
44719,44719,RR Dower,SA,RR Dower (SA),1899-1899,1,2,2,2,0,0,2,1 (1ct 0st),1,test
51655,51655,VC Drakes,WI,VC Drakes (WI),2002-2004,12,23,2,2,0,0,2,1 (1ct 0st),0.086,test
547766,547766,JA Duffy,NZ,JA Duffy (NZ),2025-2025,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
44731,44731,JP Duminy,SA,JP Duminy (SA),1927-1929,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
36842,36842,JA Dunning,NZ,JA Dunning (NZ),1933-1937,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
44738,44738,JH du Preez,SA,JH du Preez (SA),1967-1967,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
5115,5115,CJ Eady,AUS,CJ Eady (AUS),1896-1902,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
40067,40067,Ehteshamuddin,PAK,Ehteshamuddin (PAK),1979-1982,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
44956,44956,GD Elliott,NZ,GD Elliott (NZ),2008-2009,5,9,2,2,0,0,2,2 (2ct 0st),0.222,test
12507,12507,RM Ellison,ENG,RM Ellison (ENG),1984-1986,11,22,2,2,0,0,2,1 (1ct 0st),0.09,test
848109,848109,L Embuldeniya,SL,L Embuldeniya (SL),2019-2022,17,31,2,2,0,0,2,1 (1ct 0st),0.064,test
5140,5140,SH Emery,AUS,SH Emery (AUS),1912-1912,4,5,2,2,0,0,2,1 (1ct 0st),0.4,test
45037,45037,WS Farrer,SA,WS Farrer (SA),1962-1964,6,12,2,2,0,0,2,1 (1ct 0st),0.166,test
40094,40094,Fazl-e-Akbar,PAK,Fazl-e-Akbar (PAK),1998-2004,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
45041,45041,JP Fellows-Smith,SA,JP Fellows-Smith (SA),1960-1960,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
45048,45048,CG Fichardt,SA,CG Fichardt (SA),1892-1896,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
12860,12860,W Flowers,ENG,W Flowers (ENG),1884-1893,8,15,2,2,0,0,2,1 (1ct 0st),0.133,test
55438,55438,TJ Friend,ZIM,TJ Friend (ZIM),2001-2004,13,19,2,2,0,0,2,1 (1ct 0st),0.105,test
51877,51877,LV Garrick,WI,LV Garrick (WI),2001-2001,1,2,2,2,0,0,2,1 (1ct 0st),1,test
13381,13381,C Gladwin,ENG,C Gladwin (ENG),1947-1949,8,15,2,2,0,0,2,1 (1ct 0st),0.133,test
45231,45231,RA Gleeson,SA,RA Gleeson (SA),1896-1896,1,2,2,2,0,0,2,1 (1ct 0st),1,test
28855,28855,CD Gopinath,IND,CD Gopinath (IND),1951-1960,8,14,2,2,0,0,2,1 (1ct 0st),0.142,test
13422,13422,GF Grace,ENG,GF Grace (ENG),1880-1880,1,2,2,2,0,0,2,2 (2ct 0st),1,test
45242,45242,R Graham,SA,R Graham (SA),1899-1899,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
13451,13451,A Greenwood,ENG,A Greenwood (ENG),1877-1877,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
28861,28861,GM Guard,IND,GM Guard (IND),1958-1960,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
28864,28864,S Guha,IND,S Guha (IND),1967-1969,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
49010,49010,DA Gunawardene,SL,DA Gunawardene (SL),1999-2005,6,9,2,2,0,0,2,1 (1ct 0st),0.222,test
28884,28884,Gursharan Singh,IND,Gursharan Singh (IND),1990-1990,1,2,2,2,0,0,2,1 (1ct 0st),1,test
37107,37107,JW Guy,NZ,JW Guy (NZ),1955-1961,12,15,2,2,0,0,2,1 (1ct 0st),0.133,test
5569,5569,JR Hammond,AUS,JR Hammond (AUS),1973-1973,5,10,2,2,0,0,2,2 (2ct 0st),0.2,test
14077,14077,Lord Harris,ENG,Lord Harris (ENG),1879-1884,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
14081,14081,JC Hartley,ENG,JC Hartley (ENG),1906-1906,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
1150772,1150772,TW Hartley,ENG,TW Hartley (ENG),2024-2024,5,9,2,2,0,0,2,1 (1ct 0st),0.222,test
784379,784379,PW Hasaranga,SL,PW Hasaranga (SL),2020-2021,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
37241,37241,MJ Haslam,NZ,MJ Haslam (NZ),1992-1995,4,6,2,2,0,0,2,2 (2ct 0st),0.333,test
14104,14104,EG Hayes,ENG,EG Hayes (ENG),1906-1912,5,10,2,2,0,0,2,1 (1ct 0st),0.2,test
52051,52051,RGA Headley,WI,RGA Headley (WI),1973-1973,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
45431,45431,CW Henderson,SA,CW Henderson (SA),2001-2002,7,14,2,2,0,0,2,1 (1ct 0st),0.142,test
45437,45437,O Henry,SA,O Henry (SA),1992-1993,3,5,2,2,0,0,2,2 (2ct 0st),0.4,test
5663,5663,JC Hill,AUS,JC Hill (AUS),1953-1955,3,5,2,2,0,0,2,1 (1ct 0st),0.4,test
5669,5669,DE Hoare,AUS,DE Hoare (AUS),1961-1961,1,2,2,2,0,0,2,1 (1ct 0st),1,test
5679,5679,TG Hogan,AUS,TG Hogan (AUS),1983-1984,7,11,2,2,0,0,2,1 (1ct 0st),0.181,test
14240,14240,WE Hollies,ENG,WE Hollies (ENG),1935-1950,13,23,2,2,0,0,2,1 (1ct 0st),0.086,test
14246,14246,BC Hollioake,ENG,BC Hollioake (ENG),1997-1998,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
14257,14257,L Hone,ENG,L Hone (ENG),1879-1879,1,2,2,2,0,2,0,2 (2ct 0st),1,test
14273,14273,MJ Horton,ENG,MJ Horton (ENG),1959-1959,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
14286,14286,R Howorth,ENG,R Howorth (ENG),1947-1948,5,10,2,2,0,0,2,1 (1ct 0st),0.2,test
5733,5733,A Hurwood,AUS,A Hurwood (AUS),1930-1931,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
480603,480603,Iftikhar Ahmed,PAK,Iftikhar Ahmed (PAK),2016-2022,4,5,2,2,0,0,2,1 (1ct 0st),0.4,test
704693,704693,LU Igalagamage,SL,LU Igalagamage (SL),2025-2025,2,4,2,2,0,1,1,1 (1ct 0st),0.5,test
662235,662235,JP Inglis,AUS,JP Inglis (AUS),2025-2025,5,10,2,2,0,0,2,1 (1ct 0st),0.2,test
15403,15403,RC Irani,ENG,RC Irani (ENG),1996-1999,3,5,2,2,0,0,2,2 (2ct 0st),0.4,test
40577,40577,Irfan Fazil,PAK,Irfan Fazil (PAK),2000-2000,1,2,2,2,0,0,2,1 (1ct 0st),1,test
45696,45696,BL Irvine,SA,BL Irvine (SA),1970-1970,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
5980,5980,JB Iverson,AUS,JB Iverson (AUS),1950-1951,5,10,2,2,0,0,2,1 (1ct 0st),0.2,test
29674,29674,RJD Jamshedji,IND,RJD Jamshedji (IND),1933-1933,1,2,2,2,0,0,2,2 (2ct 0st),1,test
820681,820681,AA Jangoo,WI,AA Jangoo (WI),2025-2026,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
55525,55525,MP Jarvis,ZIM,MP Jarvis (ZIM),1992-1994,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
15485,15485,PW Jarvis,ENG,PW Jarvis (ENG),1988-1993,9,16,2,2,0,0,2,1 (1ct 0st),0.125,test
345822,345822,MDUS Jayasundera,SL,MDUS Jayasundera (SL),2015-2015,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
1028665,1028665,P Jayawickrama,SL,P Jayawickrama (SL),2021-2022,5,10,2,2,0,0,2,1 (1ct 0st),0.2,test
49213,49213,VB John,SL,VB John (SL),1983-1984,6,9,2,2,0,0,2,1 (1ct 0st),0.222,test
6031,6031,LJ Johnson,AUS,LJ Johnson (AUS),1948-1948,1,2,2,2,0,0,2,2 (2ct 0st),1,test
629066,629066,Jubair Hossain,BAN,Jubair Hossain (BAN),2014-2015,6,9,2,2,0,0,2,1 (1ct 0st),0.222,test
15571,15571,H Jupp,ENG,H Jupp (ENG),1877-1877,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
49214,49214,BR Jurangpathy,SL,BR Jurangpathy (SL),1985-1986,2,3,2,2,0,0,2,2 (2ct 0st),0.666,test
49354,49354,S Kalavitigoda,SL,S Kalavitigoda (SL),2005-2005,1,1,2,2,0,0,2,2 (2ct 0st),2,test
49487,49487,LWS Kaluperuma,SL,LWS Kaluperuma (SL),1982-1982,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
623636,623636,Kamran Ghulam,PAK,Kamran Ghulam (PAK),2024-2025,6,12,2,2,0,0,2,1 (1ct 0st),0.166,test
30049,30049,M Kartik,IND,M Kartik (IND),2000-2004,8,15,2,2,0,0,2,1 (1ct 0st),0.133,test
6141,6141,TK Kendall,AUS,TK Kendall (AUS),1877-1877,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
37530,37530,RJ Kennedy,NZ,RJ Kennedy (NZ),1996-1996,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
55952,55952,Khaled Mahmud,BAN,Khaled Mahmud (BAN),2001-2003,12,17,2,2,0,0,2,1 (1ct 0st),0.117,test
15882,15882,ET Killick,ENG,ET Killick (ENG),1929-1929,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
52293,52293,LA King,WI,LA King (WI),1962-1968,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
52294,52294,RD King,WI,RD King (WI),1999-2005,19,34,2,2,0,0,2,1 (1ct 0st),0.058,test
45949,45949,RK Kleinveldt,SA,RK Kleinveldt (SA),2012-2013,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
774219,774219,MP Kuhnemann,AUS,MP Kuhnemann (AUS),2023-2025,5,9,2,2,0,0,2,1 (1ct 0st),0.222,test
30732,30732,P Kumar,IND,P Kumar (IND),2011-2011,6,11,2,2,0,0,2,2 (2ct 0st),0.181,test
30173,30173,VV Kumar,IND,VV Kumar (IND),1961-1961,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
55562,55562,GA Lamb,ZIM,GA Lamb (ZIM),2011-2011,1,2,2,2,0,0,2,1 (1ct 0st),1,test
45963,45963,CK Langeveldt,SA,CK Langeveldt (SA),2005-2006,6,11,2,2,0,0,2,1 (1ct 0st),0.181,test
45967,45967,GB Lawrence,SA,GB Lawrence (SA),1961-1962,5,10,2,2,0,0,2,2 (2ct 0st),0.2,test
16242,16242,WS Lees,ENG,WS Lees (ENG),1906-1906,5,9,2,2,0,0,2,1 (1ct 0st),0.222,test
37606,37606,IB Leggat,NZ,IB Leggat (NZ),1954-1954,1,2,2,2,0,0,2,2 (2ct 0st),1,test
16324,16324,PJ Loader,ENG,PJ Loader (ENG),1954-1959,13,26,2,2,0,0,2,1 (1ct 0st),0.076,test
16385,16385,Hon.A Lyttelton,ENG,Hon.A Lyttelton (ENG),1880-1884,4,7,2,2,0,2,0,1 (1ct 0st),0.285,test
417381,417381,AR McBrine,IRE,AR McBrine (IRE),2019-2026,12,20,2,2,0,0,2,1 (1ct 0st),0.1,test
6553,6553,AB McDonald,AUS,AB McDonald (AUS),2009-2009,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
52428,52428,NC McGarrell,WI,NC McGarrell (WI),2001-2001,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
6596,6596,PG McShane,AUS,PG McShane (AUS),1885-1888,3,5,2,2,0,0,2,1 (1ct 0st),0.4,test
333780,333780,NJ Maddinson,AUS,NJ Maddinson (AUS),2016-2016,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
52416,52416,IS Madray,WI,IS Madray (WI),1958-1958,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
6460,6460,JN Maguire,AUS,JN Maguire (AUS),1983-1984,3,5,2,2,0,0,2,2 (2ct 0st),0.4,test
30912,30912,AO Malhotra,IND,AO Malhotra (IND),1982-1985,7,11,2,2,0,0,2,1 (1ct 0st),0.181,test
6477,6477,AL Mann,AUS,AL Mann (AUS),1977-1978,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
1158175,1158175,Mohammad Ali,PAK,Mohammad Ali (PAK),2022-2024,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
1294342,1294342,KT Maphaka,SA,KT Maphaka (SA),2025-2025,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
55578,55578,DA Marillier,ZIM,DA Marillier (ZIM),2000-2002,5,9,2,2,0,0,2,1 (1ct 0st),0.222,test
228349,228349,Marshall Ayub,BAN,Marshall Ayub (BAN),2013-2014,3,4,2,2,0,0,2,1 (1ct 0st),0.5,test
16918,16918,F Martin,ENG,F Martin (ENG),1890-1892,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
52426,52426,FR Martin,WI,FR Martin (WI),1928-1931,9,12,2,2,0,0,2,1 (1ct 0st),0.166,test
343529,343529,SW Masakadza,ZIM,SW Masakadza (ZIM),2012-2014,5,9,2,2,0,0,2,1 (1ct 0st),0.222,test
1122854,1122854,V Masekesa,ZIM,V Masekesa (ZIM),2025-2025,4,6,2,2,0,0,2,1 (1ct 0st),0.333,test
232442,232442,PS Masvaure,ZIM,PS Masvaure (ZIM),2016-2025,10,17,2,2,0,0,2,1 (1ct 0st),0.117,test
37702,37702,AM Matheson,NZ,AM Matheson (NZ),1930-1931,2,3,2,2,0,0,2,2 (2ct 0st),0.666,test
6530,6530,ER Mayne,AUS,ER Mayne (AUS),1912-1921,4,7,2,2,0,0,2,2 (2ct 0st),0.285,test
55584,55584,M Mbangwa,ZIM,M Mbangwa (ZIM),1996-2000,15,25,2,2,0,0,2,1 (1ct 0st),0.08,test
470917,470917,JA McCollum,IRE,JA McCollum (IRE),2019-2023,6,10,2,2,0,0,2,1 (1ct 0st),0.2,test
56031,56031,Mehrab Hossain jnr,BAN,Mehrab Hossain jnr (BAN),2007-2009,7,11,2,2,0,0,2,1 (1ct 0st),0.181,test
268739,268739,BAW Mendis,SL,BAW Mendis (SL),2008-2014,19,31,2,2,0,0,2,1 (1ct 0st),0.064,test
37716,37716,WE Merritt,NZ,WE Merritt (NZ),1930-1931,6,10,2,2,0,0,2,2 (2ct 0st),0.2,test
31004,31004,AG Milkha Singh,IND,AG Milkha Singh (IND),1960-1961,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
46231,46231,WH Milton,SA,WH Milton (SA),1889-1892,3,4,2,2,0,0,2,1 (1ct 0st),0.5,test
556684,556684,Mir Hamza,PAK,Mir Hamza (PAK),2018-2025,7,14,2,2,0,0,2,2 (2ct 0st),0.142,test
17048,17048,F Mitchell,ENG/SA,F Mitchell (ENG/SA),1899-1912,5,8,2,2,0,0,2,1 (1ct 0st),0.25,test
25913,25913,Mohammad Nabi,AFG,Mohammad Nabi (AFG),2018-2019,3,5,2,2,0,0,2,2 (2ct 0st),0.4,test
37724,37724,AM Moir,NZ,AM Moir (NZ),1951-1959,17,21,2,2,0,0,2,1 (1ct 0st),0.095,test
550133,550133,Mosaddek Hossain,BAN,Mosaddek Hossain (BAN),2017-2022,4,7,2,2,0,0,2,1 (1ct 0st),0.285,test
1212781,1212781,Muhammad Hurraira,PAK,Muhammad Hurraira (PAK),2025-2025,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
6665,6665,SA Muller,AUS,SA Muller (AUS),1999-1999,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
672775,672775,CT Mumba,ZIM,CT Mumba (ZIM),2016-2020,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
392944,392944,N M'shangwe,ZIM,N M'shangwe (ZIM),2014-2014,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
56054,56054,Naeem Islam,BAN,Naeem Islam (BAN),2008-2012,8,15,2,2,0,0,2,1 (1ct 0st),0.133,test
56064,56064,Nafees Iqbal,BAN,Nafees Iqbal (BAN),2004-2006,11,15,2,2,0,0,2,1 (1ct 0st),0.133,test
52630,52630,MV Nagamootoo,WI,MV Nagamootoo (WI),2000-2002,5,8,2,2,0,0,2,2 (2ct 0st),0.25,test
1210511,1210511,Nahid Rana,BAN,Nahid Rana (BAN),2024-2026,12,22,2,2,0,0,2,1 (1ct 0st),0.09,test
52631,52631,R Nanan,WI,R Nanan (WI),1980-1980,1,2,2,2,0,0,2,2 (2ct 0st),1,test
230558,230558,SP Narine,WI,SP Narine (WI),2012-2013,6,11,2,2,0,0,2,1 (1ct 0st),0.181,test
596456,596456,A Ndlovu,ZIM,A Ndlovu (ZIM),2020-2020,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
38058,38058,RJ Nicol,NZ,RJ Nicol (NZ),2012-2012,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
31791,31791,M Nissar,IND,M Nissar (IND),1932-1936,6,11,2,2,0,0,2,1 (1ct 0st),0.181,test
238672,238672,Noman Ali,PAK,Noman Ali (PAK),2021-2026,22,43,2,2,0,0,2,1 (1ct 0st),0.046,test
52634,52634,JM Noreiga,WI,JM Noreiga (WI),1971-1971,4,7,2,2,0,0,2,2 (2ct 0st),0.285,test
52635,52635,RK Nunes,WI,RK Nunes (WI),1928-1930,4,5,2,2,0,1,1,1 (1ct 0st),0.4,test
55666,55666,J Nyumbu,ZIM,J Nyumbu (ZIM),2014-2016,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
24289,24289,NJ O'Brien,IRE,NJ O'Brien (IRE),2018-2018,1,2,2,2,0,2,0,2 (2ct 0st),1,test
18252,18252,J O'Connor,ENG,J O'Connor (ENG),1929-1930,4,8,2,2,0,0,2,2 (2ct 0st),0.25,test
38064,38064,DR O'Sullivan,NZ,DR O'Sullivan (NZ),1973-1976,11,19,2,2,0,0,2,1 (1ct 0st),0.105,test
510530,510530,J Overton,ENG,J Overton (ENG),2022-2025,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
1119026,1119026,D Padikkal,IND,D Padikkal (IND),2024-2024,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
18397,18397,LCH Palairet,ENG,LCH Palairet (ENG),1902-1902,2,4,2,2,0,0,2,1 (1ct 0st),0.5,test
32973,32973,Pankaj Singh,IND,Pankaj Singh (IND),2014-2014,2,3,2,2,0,0,2,1 (1ct 0st),0.666,test
38114,38114,NM Parker,NZ,NM Parker (NZ),1976-1976,3,6,2,2,0,0,2,1 (1ct 0st),0.333,test
7083,7083,LS Pascoe,AUS,LS Pascoe (AUS),1977-1982,14,27,2,2,0,0,2,1 (1ct 0st),0.074,test
32236,32236,JM Patel,IND,JM Patel (IND),1955-1960,7,11,2,2,0,0,2,1 (1ct 0st),0.181,test
18458,18458,MM Patel,ENG,MM Patel (ENG),1996-1996,2,4,2,2,0,0,2,2 (2ct 0st),0.5,test
327947,327947,D Paterson,SA,D Paterson (SA),2020-2024,7,13,2,2,0,0,2,1 (1ct 0st),0.153,test
32278,32278,Yuvraj of Patiala,IND,Yuvraj of Patiala (IND),1934-1934,1,2,2,2,0,0,2,1 (1ct 0st),1,test
677081,677081,KMA Paul,WI,KMA Paul (WI),2018-2019,3,5,2,2,0,0,2,1 (1ct 0st),0.4,test
18487,18487,E Peate,ENG,E Peate (ENG),1881-1886,9,15,2,2,0,0,2,1 (1ct 0st),0.133,test
49870,49870,PDRL Perera,SL,PDRL Perera (SL),1999-2002,8,14,2,2,0,0,2,1 (1ct 0st),0.142,test
540316,540316,AL Phehlukwayo,SA,AL Phehlukwayo (SA),2017-2018,4,8,2,2,0,0,2,1 (1ct 0st),0.25,test
